time,T_gasIn.T,T_gasOut.T,T_waterOut.T,T_waterIn.T,T_gasIn.inlet.m_flow,T_waterIn.inlet.m_flow
605,322.164,319.918,306.061,295.307,0.606862,0.083115
605,322.164,319.918,306.061,295.307,0.606862,0.083115
606,322.165,319.919,306.062,295.307,0.606862,0.083115
606,322.165,319.919,306.062,295.307,0.606862,0.083115
610,322.17,319.923,306.064,295.307,0.606862,0.083115
610,322.17,319.923,306.064,295.307,0.606862,0.083115
611,322.172,319.925,306.065,295.307,0.606862,0.083115
611,322.172,319.925,306.065,295.307,0.606862,0.083115
615,322.177,319.929,306.067,295.307,0.606862,0.083115
615,322.177,319.929,306.067,295.307,0.606862,0.083115
616,322.178,319.931,306.067,295.307,0.606862,0.083115
616,322.178,319.931,306.067,295.307,0.606862,0.083115
620,322.183,319.935,306.07,295.307,0.606862,0.083115
620,322.183,319.935,306.07,295.307,0.606862,0.083115
621,322.185,319.936,306.07,295.307,0.606862,0.083115
621,322.185,319.936,306.07,295.307,0.606862,0.083115
625,322.19,319.941,306.073,295.307,0.606862,0.083115
625,322.19,319.941,306.073,295.307,0.606862,0.083115
626,322.191,319.942,306.073,295.307,0.606862,0.083115
626,322.191,319.942,306.073,295.307,0.606862,0.083115
630,322.197,319.947,306.075,295.307,0.606862,0.083115
630,322.197,319.947,306.075,295.307,0.606862,0.083115
631,322.198,319.948,306.076,295.307,0.606862,0.083115
631,322.198,319.948,306.076,295.307,0.606862,0.083115
635,322.203,319.953,306.078,295.307,0.606862,0.083115
635,322.203,319.953,306.078,295.307,0.606862,0.083115
636,322.204,319.954,306.079,295.307,0.606862,0.083115
636,322.204,319.954,306.079,295.307,0.606862,0.083115
640,322.21,319.959,306.081,295.307,0.606862,0.083115
640,322.21,319.959,306.081,295.307,0.606862,0.083115
641,322.211,319.96,306.082,295.307,0.606862,0.083115
641,322.211,319.96,306.082,295.307,0.606862,0.083115
645,322.216,319.965,306.084,295.307,0.606862,0.083115
645,322.216,319.965,306.084,295.307,0.606862,0.083115
646,322.218,319.966,306.085,295.307,0.606862,0.083115
646,322.218,319.966,306.085,295.307,0.606862,0.083115
650,322.223,319.97,306.087,295.307,0.606862,0.083115
650,322.223,319.97,306.087,295.307,0.606862,0.083115
651,322.224,319.972,306.088,295.307,0.606862,0.083115
651,322.224,319.972,306.088,295.307,0.606862,0.083115
655,322.229,319.976,306.09,295.307,0.606862,0.083115
655,322.229,319.976,306.09,295.307,0.606862,0.083115
656,322.231,319.977,306.09,295.307,0.606862,0.083115
656,322.231,319.977,306.09,295.307,0.606862,0.083115
660,322.236,319.982,306.093,295.307,0.606862,0.083115
660,322.236,319.982,306.093,295.307,0.606862,0.083115
661,322.237,319.983,306.093,295.307,0.606862,0.083115
661,322.237,319.983,306.093,295.307,0.606862,0.083115
665,322.242,319.988,306.096,295.307,0.606862,0.083115
665,322.242,319.988,306.096,295.307,0.606862,0.083115
666,322.244,319.989,306.096,295.307,0.606862,0.083115
666,322.244,319.989,306.096,295.307,0.606862,0.083115
670,322.249,319.994,306.098,295.307,0.606862,0.083115
670,322.249,319.994,306.098,295.307,0.606862,0.083115
671,322.25,319.995,306.099,295.307,0.606862,0.083115
671,322.25,319.995,306.099,295.307,0.606862,0.083115
675,322.256,320,306.101,295.307,0.606862,0.083115
675,322.256,320,306.101,295.307,0.606862,0.083115
676,322.257,320.001,306.102,295.307,0.606862,0.083115
676,322.257,320.001,306.102,295.307,0.606862,0.083115
680,322.262,320.006,306.104,295.307,0.606862,0.083115
680,322.262,320.006,306.104,295.307,0.606862,0.083115
681,322.263,320.007,306.105,295.307,0.606862,0.083115
681,322.263,320.007,306.105,295.307,0.606862,0.083115
685,322.269,320.011,306.107,295.307,0.606862,0.083115
685,322.269,320.011,306.107,295.307,0.606862,0.083115
686,322.27,320.013,306.108,295.307,0.606862,0.083115
686,322.27,320.013,306.108,295.307,0.606862,0.083115
690,322.275,320.017,306.11,295.307,0.606862,0.083115
690,322.275,320.017,306.11,295.307,0.606862,0.083115
691,322.277,320.019,306.11,295.307,0.606862,0.083115
691,322.277,320.019,306.11,295.307,0.606862,0.083115
695,322.282,320.023,306.113,295.307,0.606862,0.083115
695,322.282,320.023,306.113,295.307,0.606862,0.083115
696,322.283,320.024,306.113,295.307,0.606862,0.083115
696,322.283,320.024,306.113,295.307,0.606862,0.083115
700,322.288,320.029,306.116,295.307,0.606862,0.083115
700,322.288,320.029,306.116,295.307,0.606862,0.083115
701,322.29,320.03,306.116,295.307,0.606862,0.083115
701,322.29,320.03,306.116,295.307,0.606862,0.083115
705,322.295,320.035,306.119,295.307,0.606862,0.083115
705,322.295,320.035,306.119,295.307,0.606862,0.083115
706,322.296,320.036,306.119,295.307,0.606862,0.083115
706,322.296,320.036,306.119,295.307,0.606862,0.083115
710,322.301,320.041,306.121,295.307,0.606862,0.083115
710,322.301,320.041,306.121,295.307,0.606862,0.083115
711,322.303,320.042,306.122,295.307,0.606862,0.083115
711,322.303,320.042,306.122,295.307,0.606862,0.083115
715,322.308,320.047,306.124,295.307,0.606862,0.083115
715,322.308,320.047,306.124,295.307,0.606862,0.083115
716,322.309,320.048,306.125,295.307,0.606862,0.083115
716,322.309,320.048,306.125,295.307,0.606862,0.083115
720,322.315,320.053,306.127,295.307,0.606862,0.083115
720,322.315,320.053,306.127,295.307,0.606862,0.083115
721,322.316,320.054,306.128,295.307,0.606862,0.083115
721,322.316,320.054,306.128,295.307,0.606862,0.083115
725,322.321,320.058,306.13,295.307,0.606862,0.083115
725,322.321,320.058,306.13,295.307,0.606862,0.083115
726,322.322,320.06,306.131,295.307,0.606862,0.083115
726,322.322,320.06,306.131,295.307,0.606862,0.083115
730,322.328,320.064,306.133,295.307,0.606862,0.083115
730,322.328,320.064,306.133,295.307,0.606862,0.083115
731,322.329,320.065,306.133,295.307,0.606862,0.083115
731,322.329,320.065,306.133,295.307,0.606862,0.083115
735,322.334,320.07,306.136,295.307,0.606862,0.083115
735,322.334,320.07,306.136,295.307,0.606862,0.083115
736,322.336,320.071,306.136,295.307,0.606862,0.083115
736,322.336,320.071,306.136,295.307,0.606862,0.083115
740,322.341,320.076,306.139,295.307,0.606862,0.083115
740,322.341,320.076,306.139,295.307,0.606862,0.083115
741,322.342,320.077,306.139,295.307,0.606862,0.083115
741,322.342,320.077,306.139,295.307,0.606862,0.083115
745,322.347,320.082,306.142,295.307,0.606862,0.083115
745,322.347,320.082,306.142,295.307,0.606862,0.083115
746,322.349,320.083,306.142,295.307,0.606862,0.083115
746,322.349,320.083,306.142,295.307,0.606862,0.083115
750,322.354,320.088,306.144,295.307,0.606862,0.083115
750,322.354,320.088,306.144,295.307,0.606862,0.083115
751,322.355,320.089,306.145,295.307,0.606862,0.083115
751,322.355,320.089,306.145,295.307,0.606862,0.083115
755,322.36,320.094,306.147,295.307,0.606862,0.083115
755,322.36,320.094,306.147,295.307,0.606862,0.083115
756,322.362,320.095,306.148,295.307,0.606862,0.083115
756,322.362,320.095,306.148,295.307,0.606862,0.083115
760,322.367,320.099,306.15,295.307,0.606862,0.083115
760,322.367,320.099,306.15,295.307,0.606862,0.083115
761,322.368,320.101,306.151,295.307,0.606862,0.083115
761,322.368,320.101,306.151,295.307,0.606862,0.083115
765,322.374,320.105,306.153,295.307,0.606862,0.083115
765,322.374,320.105,306.153,295.307,0.606862,0.083115
766,322.375,320.106,306.154,295.307,0.606862,0.083115
766,322.375,320.106,306.154,295.307,0.606862,0.083115
770,322.38,320.111,306.156,295.307,0.606862,0.083115
770,322.38,320.111,306.156,295.307,0.606862,0.083115
771,322.381,320.112,306.156,295.307,0.606862,0.083115
771,322.381,320.112,306.156,295.307,0.606862,0.083115
775,322.387,320.117,306.159,295.307,0.606862,0.083115
775,322.387,320.117,306.159,295.307,0.606862,0.083115
776,322.388,320.118,306.159,295.307,0.606862,0.083115
776,322.388,320.118,306.159,295.307,0.606862,0.083115
780,322.393,320.123,306.162,295.307,0.606862,0.083115
780,322.393,320.123,306.162,295.307,0.606862,0.083115
781,322.395,320.124,306.162,295.307,0.606862,0.083115
781,322.395,320.124,306.162,295.307,0.606862,0.083115
785,322.4,320.129,306.164,295.307,0.606862,0.083115
785,322.4,320.129,306.164,295.307,0.606862,0.083115
786,322.401,320.13,306.165,295.307,0.606862,0.083115
786,322.401,320.13,306.165,295.307,0.606862,0.083115
790,322.406,320.135,306.167,295.307,0.606862,0.083115
790,322.406,320.135,306.167,295.307,0.606862,0.083115
791,322.408,320.136,306.168,295.307,0.606862,0.083115
791,322.408,320.136,306.168,295.307,0.606862,0.083115
795,322.413,320.141,306.17,295.307,0.606862,0.083115
795,322.413,320.141,306.17,295.307,0.606862,0.083115
796,322.414,320.142,306.171,295.307,0.606862,0.083115
796,322.414,320.142,306.171,295.307,0.606862,0.083115
800,322.419,320.146,306.173,295.307,0.606862,0.083115
800,322.419,320.146,306.173,295.307,0.606862,0.083115
801,322.421,320.148,306.174,295.307,0.606862,0.083115
801,322.421,320.148,306.174,295.307,0.606862,0.083115
805,322.426,320.152,306.176,295.307,0.606862,0.083115
805,322.426,320.152,306.176,295.307,0.606862,0.083115
806,322.427,320.153,306.177,295.307,0.606862,0.083115
806,322.427,320.153,306.177,295.307,0.606862,0.083115
810,322.433,320.158,306.179,295.307,0.606862,0.083115
810,322.433,320.158,306.179,295.307,0.606862,0.083115
811,322.434,320.159,306.179,295.307,0.606862,0.083115
811,322.434,320.159,306.179,295.307,0.606862,0.083115
815,322.439,320.164,306.182,295.307,0.606862,0.083115
815,322.439,320.164,306.182,295.307,0.606862,0.083115
816,322.44,320.165,306.182,295.307,0.606862,0.083115
816,322.44,320.165,306.182,295.307,0.606862,0.083115
820,322.446,320.17,306.185,295.307,0.606862,0.083115
820,322.446,320.17,306.185,295.307,0.606862,0.083115
821,322.447,320.171,306.185,295.307,0.606862,0.083115
821,322.447,320.171,306.185,295.307,0.606862,0.083115
825,322.452,320.176,306.187,295.307,0.606862,0.083115
825,322.452,320.176,306.187,295.307,0.606862,0.083115
826,322.454,320.177,306.188,295.307,0.606862,0.083115
826,322.454,320.177,306.188,295.307,0.606862,0.083115
830,322.459,320.182,306.19,295.307,0.606862,0.083115
830,322.459,320.182,306.19,295.307,0.606862,0.083115
831,322.46,320.183,306.191,295.307,0.606862,0.083115
831,322.46,320.183,306.191,295.307,0.606862,0.083115
835,322.465,320.187,306.193,295.307,0.606862,0.083115
835,322.465,320.187,306.193,295.307,0.606862,0.083115
836,322.467,320.189,306.194,295.307,0.606862,0.083115
836,322.467,320.189,306.194,295.307,0.606862,0.083115
840,322.472,320.193,306.196,295.307,0.606862,0.083115
840,322.472,320.193,306.196,295.307,0.606862,0.083115
841,322.473,320.194,306.197,295.307,0.606862,0.083115
841,322.473,320.194,306.197,295.307,0.606862,0.083115
845,322.478,320.199,306.199,295.307,0.606862,0.083115
845,322.478,320.199,306.199,295.307,0.606862,0.083115
846,322.48,320.2,306.2,295.307,0.606862,0.083115
846,322.48,320.2,306.2,295.307,0.606862,0.083115
850,322.485,320.205,306.202,295.307,0.606862,0.083115
850,322.485,320.205,306.202,295.307,0.606862,0.083115
851,322.486,320.206,306.202,295.307,0.606862,0.083115
851,322.486,320.206,306.202,295.307,0.606862,0.083115
855,322.492,320.211,306.205,295.307,0.606862,0.083115
855,322.492,320.211,306.205,295.307,0.606862,0.083115
856,322.493,320.212,306.205,295.307,0.606862,0.083115
856,322.493,320.212,306.205,295.307,0.606862,0.083115
860,322.498,320.217,306.208,295.307,0.606862,0.083115
860,322.498,320.217,306.208,295.307,0.606862,0.083115
861,322.499,320.218,306.208,295.307,0.606862,0.083115
861,322.499,320.218,306.208,295.307,0.606862,0.083115
865,322.505,320.223,306.21,295.307,0.606862,0.083115
865,322.505,320.223,306.21,295.307,0.606862,0.083115
865,322.505,320.223,306.21,295.307,0.606862,0.083115
865,322.505,320.223,306.21,295.307,0.606862,0.083115
866,322.506,320.228,306.217,295.307,0.609907,0.083115
866,322.506,320.228,306.217,295.307,0.609907,0.083115
870,322.511,320.255,306.293,295.307,0.622087,0.083115
870,322.511,320.255,306.293,295.307,0.622087,0.083115
871,322.513,320.262,306.315,295.307,0.625132,0.083115
871,322.513,320.262,306.315,295.307,0.625132,0.083115
875,322.518,320.291,306.401,295.307,0.637311,0.083115
875,322.518,320.291,306.401,295.307,0.637311,0.083115
876,322.519,320.297,306.422,295.307,0.640356,0.083115
876,322.519,320.297,306.422,295.307,0.640356,0.083115
880,322.524,320.325,306.505,295.307,0.652536,0.083115
880,322.524,320.325,306.505,295.307,0.652536,0.083115
881,322.526,320.332,306.526,295.307,0.655581,0.083115
881,322.526,320.332,306.526,295.307,0.655581,0.083115
885,322.531,320.358,306.607,295.307,0.667761,0.083115
885,322.531,320.358,306.607,295.307,0.667761,0.083115
886,322.532,320.365,306.627,295.307,0.670806,0.083115
886,322.532,320.365,306.627,295.307,0.670806,0.083115
890,322.537,320.391,306.706,295.307,0.682985,0.083115
890,322.537,320.391,306.706,295.307,0.682985,0.083115
891,322.539,320.397,306.726,295.307,0.68603,0.083115
891,322.539,320.397,306.726,295.307,0.68603,0.083115
895,322.544,320.423,306.803,295.307,0.69821,0.083115
895,322.544,320.423,306.803,295.307,0.69821,0.083115
896,322.545,320.429,306.822,295.307,0.701255,0.083115
896,322.545,320.429,306.822,295.307,0.701255,0.083115
900,322.551,320.454,306.897,295.307,0.713434,0.083115
900,322.551,320.454,306.897,295.307,0.713434,0.083115
901,322.552,320.46,306.916,295.307,0.71648,0.083115
901,322.552,320.46,306.916,295.307,0.71648,0.083115
905,322.557,320.485,306.99,295.307,0.728659,0.083115
905,322.557,320.485,306.99,295.307,0.728659,0.083115
906,322.558,320.491,307.008,295.307,0.731704,0.083115
906,322.558,320.491,307.008,295.307,0.731704,0.083115
910,322.564,320.515,307.08,295.307,0.743884,0.083115
910,322.564,320.515,307.08,295.307,0.743884,0.083115
910,322.564,320.515,307.08,295.307,0.743884,0.083115
910,322.564,320.515,307.08,295.307,0.743884,0.083115
911,322.697,320.631,307.121,295.307,0.746929,0.083115
911,322.697,320.631,307.121,295.307,0.746929,0.083115
915,323.228,321.128,307.399,295.307,0.759108,0.083115
915,323.228,321.128,307.399,295.307,0.759108,0.083115
916,323.361,321.254,307.479,295.307,0.762154,0.083115
916,323.361,321.254,307.479,295.307,0.762154,0.083115
920,323.893,321.755,307.791,295.307,0.774333,0.083115
920,323.893,321.755,307.791,295.307,0.774333,0.083115
921,324.026,321.881,307.868,295.307,0.777378,0.083115
921,324.026,321.881,307.868,295.307,0.777378,0.083115
925,324.558,322.382,308.177,295.307,0.789558,0.083115
925,324.558,322.382,308.177,295.307,0.789558,0.083115
926,324.69,322.508,308.254,295.307,0.792603,0.083115
926,324.69,322.508,308.254,295.307,0.792603,0.083115
930,325.222,323.01,308.561,295.307,0.804782,0.083115
930,325.222,323.01,308.561,295.307,0.804782,0.083115
931,325.355,323.135,308.637,295.307,0.807827,0.083115
931,325.355,323.135,308.637,295.307,0.807827,0.083115
935,325.887,323.637,308.941,295.307,0.820007,0.083115
935,325.887,323.637,308.941,295.307,0.820007,0.083115
936,326.02,323.763,309.017,295.307,0.823052,0.083115
936,326.02,323.763,309.017,295.307,0.823052,0.083115
940,326.551,324.265,309.318,295.307,0.835231,0.083115
940,326.551,324.265,309.318,295.307,0.835231,0.083115
941,326.684,324.391,309.393,295.307,0.838277,0.083115
941,326.684,324.391,309.393,295.307,0.838277,0.083115
945,327.216,324.893,309.692,295.307,0.850456,0.083115
945,327.216,324.893,309.692,295.307,0.850456,0.083115
946,327.349,325.019,309.766,295.307,0.853501,0.083115
946,327.349,325.019,309.766,295.307,0.853501,0.083115
950,327.881,325.522,310.061,295.307,0.865681,0.083115
950,327.881,325.522,310.061,295.307,0.865681,0.083115
951,328.013,325.648,310.134,295.307,0.868726,0.083115
951,328.013,325.648,310.134,295.307,0.868726,0.083115
955,328.545,326.15,310.426,295.307,0.880905,0.083115
955,328.545,326.15,310.426,295.307,0.880905,0.083115
956,328.678,326.276,310.498,295.307,0.883951,0.083115
956,328.678,326.276,310.498,295.307,0.883951,0.083115
960,329.21,326.779,310.785,295.307,0.89613,0.083115
960,329.21,326.779,310.785,295.307,0.89613,0.083115
960,329.21,326.779,310.785,295.307,0.89613,0.083115
960,329.21,326.779,310.785,295.307,0.89613,0.083115
961,329.343,326.903,310.853,295.307,0.896976,0.083115
961,329.343,326.903,310.853,295.307,0.896976,0.083115
965,329.874,327.392,311.099,295.307,0.900359,0.083115
965,329.874,327.392,311.099,295.307,0.900359,0.083115
966,330.007,327.514,311.159,295.307,0.901205,0.083115
966,330.007,327.514,311.159,295.307,0.901205,0.083115
970,330.539,328.002,311.397,295.307,0.904588,0.083115
970,330.539,328.002,311.397,295.307,0.904588,0.083115
971,330.672,328.125,311.456,295.307,0.905434,0.083115
971,330.672,328.125,311.456,295.307,0.905434,0.083115
975,331.204,328.613,311.691,295.307,0.908817,0.083115
975,331.204,328.613,311.691,295.307,0.908817,0.083115
976,331.337,328.735,311.75,295.307,0.909663,0.083115
976,331.337,328.735,311.75,295.307,0.909663,0.083115
980,331.868,329.223,311.982,295.307,0.913046,0.083115
980,331.868,329.223,311.982,295.307,0.913046,0.083115
981,332.001,329.345,312.039,295.307,0.913892,0.083115
981,332.001,329.345,312.039,295.307,0.913892,0.083115
985,332.533,329.833,312.268,295.307,0.917275,0.083115
985,332.533,329.833,312.268,295.307,0.917275,0.083115
986,332.666,329.955,312.325,295.307,0.918121,0.083115
986,332.666,329.955,312.325,295.307,0.918121,0.083115
990,333.197,330.443,312.55,295.307,0.921504,0.083115
990,333.197,330.443,312.55,295.307,0.921504,0.083115
991,333.33,330.565,312.606,295.307,0.92235,0.083115
991,333.33,330.565,312.606,295.307,0.92235,0.083115
995,333.862,331.053,312.828,295.307,0.925733,0.083115
995,333.862,331.053,312.828,295.307,0.925733,0.083115
996,333.995,331.175,312.883,295.307,0.926579,0.083115
996,333.995,331.175,312.883,295.307,0.926579,0.083115
1000,334.527,331.662,313.102,295.307,0.929962,0.083115
1000,334.527,331.662,313.102,295.307,0.929962,0.083115
1001,334.66,331.784,313.156,295.307,0.930808,0.083115
1001,334.66,331.784,313.156,295.307,0.930808,0.083115
1005,335.191,332.272,313.371,295.307,0.934191,0.083115
1005,335.191,332.272,313.371,295.307,0.934191,0.083115
1006,335.324,332.393,313.425,295.307,0.935037,0.083115
1006,335.324,332.393,313.425,295.307,0.935037,0.083115
1010,335.856,332.881,313.636,295.307,0.93842,0.083115
1010,335.856,332.881,313.636,295.307,0.93842,0.083115
1011,335.989,333.003,313.689,295.307,0.939266,0.083115
1011,335.989,333.003,313.689,295.307,0.939266,0.083115
1015,336.52,333.49,313.898,295.307,0.942649,0.083115
1015,336.52,333.49,313.898,295.307,0.942649,0.083115
1015,336.52,333.49,313.898,295.307,0.94265,0.083115
1015,336.52,333.49,313.898,295.307,0.94265,0.083115
1016,336.593,333.561,313.939,295.307,0.943495,0.083115
1016,336.593,333.561,313.939,295.307,0.943495,0.083115
1020,336.883,333.831,314.066,295.307,0.946879,0.083115
1020,336.883,333.831,314.066,295.307,0.946879,0.083115
1021,336.956,333.898,314.095,295.307,0.947724,0.083115
1021,336.956,333.898,314.095,295.307,0.947724,0.083115
1025,337.246,334.167,314.212,295.307,0.951108,0.083115
1025,337.246,334.167,314.212,295.307,0.951108,0.083115
1026,337.318,334.234,314.242,295.307,0.951953,0.083115
1026,337.318,334.234,314.242,295.307,0.951953,0.083115
1030,337.608,334.503,314.359,295.307,0.955337,0.083115
1030,337.608,334.503,314.359,295.307,0.955337,0.083115
1031,337.681,334.57,314.388,295.307,0.956182,0.083115
1031,337.681,334.57,314.388,295.307,0.956182,0.083115
1035,337.971,334.839,314.503,295.307,0.959566,0.083115
1035,337.971,334.839,314.503,295.307,0.959566,0.083115
1036,338.043,334.906,314.532,295.307,0.960412,0.083115
1036,338.043,334.906,314.532,295.307,0.960412,0.083115
1040,338.333,335.174,314.647,295.307,0.963795,0.083115
1040,338.333,335.174,314.647,295.307,0.963795,0.083115
1041,338.406,335.242,314.676,295.307,0.964641,0.083115
1041,338.406,335.242,314.676,295.307,0.964641,0.083115
1045,338.696,335.51,314.789,295.307,0.968024,0.083115
1045,338.696,335.51,314.789,295.307,0.968024,0.083115
1046,338.768,335.578,314.818,295.307,0.96887,0.083115
1046,338.768,335.578,314.818,295.307,0.96887,0.083115
1050,339.058,335.846,314.931,295.307,0.972253,0.083115
1050,339.058,335.846,314.931,295.307,0.972253,0.083115
1051,339.131,335.914,314.959,295.307,0.973099,0.083115
1051,339.131,335.914,314.959,295.307,0.973099,0.083115
1055,339.421,336.182,315.071,295.307,0.976482,0.083115
1055,339.421,336.182,315.071,295.307,0.976482,0.083115
1056,339.493,336.25,315.099,295.307,0.977328,0.083115
1056,339.493,336.25,315.099,295.307,0.977328,0.083115
1060,339.783,336.518,315.21,295.307,0.980711,0.083115
1060,339.783,336.518,315.21,295.307,0.980711,0.083115
1061,339.856,336.586,315.237,295.307,0.981557,0.083115
1061,339.856,336.586,315.237,295.307,0.981557,0.083115
1065,340.146,336.854,315.348,295.307,0.98494,0.083115
1065,340.146,336.854,315.348,295.307,0.98494,0.083115
1066,340.218,336.922,315.375,295.307,0.985786,0.083115
1066,340.218,336.922,315.375,295.307,0.985786,0.083115
1070,340.508,337.19,315.485,295.307,0.989169,0.083115
1070,340.508,337.19,315.485,295.307,0.989169,0.083115
1071,340.581,337.258,315.512,295.307,0.990015,0.083115
1071,340.581,337.258,315.512,295.307,0.990015,0.083115
1075,340.871,337.526,315.621,295.307,0.993398,0.083115
1075,340.871,337.526,315.621,295.307,0.993398,0.083115
1076,340.943,337.594,315.648,295.307,0.994244,0.083115
1076,340.943,337.594,315.648,295.307,0.994244,0.083115
1080,341.234,337.862,315.757,295.307,0.997627,0.083115
1080,341.234,337.862,315.757,295.307,0.997627,0.083115
1081,341.306,337.93,315.784,295.307,0.998473,0.083115
1081,341.306,337.93,315.784,295.307,0.998473,0.083115
1085,341.596,338.199,315.891,295.307,1.00186,0.083115
1085,341.596,338.199,315.891,295.307,1.00186,0.083115
1086,341.669,338.266,315.918,295.307,1.0027,0.083115
1086,341.669,338.266,315.918,295.307,1.0027,0.083115
1090,341.959,338.535,316.026,295.307,1.00609,0.083115
1090,341.959,338.535,316.026,295.307,1.00609,0.083115
1091,342.031,338.602,316.052,295.307,1.00693,0.083115
1091,342.031,338.602,316.052,295.307,1.00693,0.083115
1095,342.321,338.871,316.16,295.307,1.01031,0.083115
1095,342.321,338.871,316.16,295.307,1.01031,0.083115
1096,342.394,338.938,316.186,295.307,1.01116,0.083115
1096,342.394,338.938,316.186,295.307,1.01116,0.083115
1100,342.684,339.207,316.293,295.307,1.01454,0.083115
1100,342.684,339.207,316.293,295.307,1.01454,0.083115
1101,342.756,339.274,316.32,295.307,1.01539,0.083115
1101,342.756,339.274,316.32,295.307,1.01539,0.083115
1105,343.046,339.543,316.426,295.307,1.01877,0.083115
1105,343.046,339.543,316.426,295.307,1.01877,0.083115
1106,343.119,339.61,316.453,295.307,1.01962,0.083115
1106,343.119,339.61,316.453,295.307,1.01962,0.083115
1110,343.409,339.879,316.56,295.307,1.023,0.083115
1110,343.409,339.879,316.56,295.307,1.023,0.083115
1111,343.481,339.946,316.586,295.307,1.02385,0.083115
1111,343.481,339.946,316.586,295.307,1.02385,0.083115
1115,343.771,340.215,316.693,295.307,1.02723,0.083115
1115,343.771,340.215,316.693,295.307,1.02723,0.083115
1116,343.844,340.283,316.72,295.307,1.02808,0.083115
1116,343.844,340.283,316.72,295.307,1.02808,0.083115
1120,344.134,340.552,316.826,295.307,1.03146,0.083115
1120,344.134,340.552,316.826,295.307,1.03146,0.083115
1121,344.206,340.619,316.853,295.307,1.03231,0.083115
1121,344.206,340.619,316.853,295.307,1.03231,0.083115
1125,344.496,340.888,316.96,295.307,1.03569,0.083115
1125,344.496,340.888,316.96,295.307,1.03569,0.083115
1126,344.569,340.955,316.987,295.307,1.03653,0.083115
1126,344.569,340.955,316.987,295.307,1.03653,0.083115
1130,344.859,341.224,317.094,295.307,1.03992,0.083115
1130,344.859,341.224,317.094,295.307,1.03992,0.083115
1131,344.931,341.292,317.121,295.307,1.04076,0.083115
1131,344.931,341.292,317.121,295.307,1.04076,0.083115
1135,345.221,341.561,317.229,295.307,1.04415,0.083115
1135,345.221,341.561,317.229,295.307,1.04415,0.083115
1136,345.294,341.628,317.256,295.307,1.04499,0.083115
1136,345.294,341.628,317.256,295.307,1.04499,0.083115
1140,345.584,341.897,317.364,295.307,1.04838,0.083115
1140,345.584,341.897,317.364,295.307,1.04838,0.083115
1141,345.657,341.964,317.391,295.307,1.04922,0.083115
1141,345.657,341.964,317.391,295.307,1.04922,0.083115
1145,345.947,342.233,317.5,295.307,1.0526,0.083115
1145,345.947,342.233,317.5,295.307,1.0526,0.083115
1146,346.019,342.301,317.527,295.307,1.05345,0.083115
1146,346.019,342.301,317.527,295.307,1.05345,0.083115
1150,346.309,342.57,317.637,295.307,1.05683,0.083115
1150,346.309,342.57,317.637,295.307,1.05683,0.083115
1151,346.382,342.637,317.664,295.307,1.05768,0.083115
1151,346.382,342.637,317.664,295.307,1.05768,0.083115
1155,346.672,342.907,317.775,295.307,1.06106,0.083115
1155,346.672,342.907,317.775,295.307,1.06106,0.083115
1156,346.744,342.974,317.802,295.307,1.06191,0.083115
1156,346.744,342.974,317.802,295.307,1.06191,0.083115
1160,347.034,343.243,317.913,295.307,1.06529,0.083115
1160,347.034,343.243,317.913,295.307,1.06529,0.083115
1161,347.107,343.311,317.941,295.307,1.06614,0.083115
1161,347.107,343.311,317.941,295.307,1.06614,0.083115
1165,347.397,343.58,318.053,295.307,1.06952,0.083115
1165,347.397,343.58,318.053,295.307,1.06952,0.083115
1166,347.469,343.647,318.082,295.307,1.07037,0.083115
1166,347.469,343.647,318.082,295.307,1.07037,0.083115
1170,347.759,343.917,318.195,295.307,1.07375,0.083115
1170,347.759,343.917,318.195,295.307,1.07375,0.083115
1171,347.832,343.984,318.223,295.307,1.0746,0.083115
1171,347.832,343.984,318.223,295.307,1.0746,0.083115
1175,348.122,344.253,318.338,295.307,1.07798,0.083115
1175,348.122,344.253,318.338,295.307,1.07798,0.083115
1176,348.194,344.321,318.366,295.307,1.07882,0.083115
1176,348.194,344.321,318.366,295.307,1.07882,0.083115
1180,348.484,344.59,318.482,295.307,1.08221,0.083115
1180,348.484,344.59,318.482,295.307,1.08221,0.083115
1181,348.557,344.658,318.511,295.307,1.08305,0.083115
1181,348.557,344.658,318.511,295.307,1.08305,0.083115
1185,348.847,344.927,318.628,295.307,1.08644,0.083115
1185,348.847,344.927,318.628,295.307,1.08644,0.083115
1186,348.919,344.995,318.657,295.307,1.08728,0.083115
1186,348.919,344.995,318.657,295.307,1.08728,0.083115
1190,349.209,345.264,318.775,295.307,1.09067,0.083115
1190,349.209,345.264,318.775,295.307,1.09067,0.083115
1191,349.282,345.332,318.805,295.307,1.09151,0.083115
1191,349.282,345.332,318.805,295.307,1.09151,0.083115
1195,349.572,345.601,318.925,295.307,1.09489,0.083115
1195,349.572,345.601,318.925,295.307,1.09489,0.083115
1196,349.644,345.669,318.955,295.307,1.09574,0.083115
1196,349.644,345.669,318.955,295.307,1.09574,0.083115
1200,349.935,345.939,319.076,295.307,1.09912,0.083115
1200,349.935,345.939,319.076,295.307,1.09912,0.083115
1200,349.935,345.939,319.076,295.307,1.09912,0.083115
1200,349.935,345.939,319.076,295.307,1.09912,0.083115
1201,350,346,319.105,295.307,1.09947,0.083115
1201,350,346,319.105,295.307,1.09947,0.083115
1205,350.264,346.241,319.21,295.307,1.10088,0.083115
