time_mock,HotOil_Evap_in_T,HotOil_Mdot
1152.2,73.3186,1.05869
1153,73.3766,1.05937
1153,73.3766,1.05937
1153.2,73.3911,1.05954
1153.2,73.3911,1.05954
1154,73.4491,1.06022
1154,73.4491,1.06022
1154.2,73.4636,1.06039
1154.2,73.4636,1.06039
1155,73.5216,1.06106
1155,73.5216,1.06106
1155.2,73.5361,1.06123
1155.2,73.5361,1.06123
1156,73.5941,1.06191
1156,73.5941,1.06191
1156.2,73.6086,1.06208
1156.2,73.6086,1.06208
1157,73.6666,1.06275
1157,73.6666,1.06275
1157.2,73.6811,1.06292
1157.2,73.6811,1.06292
1158,73.7392,1.0636
1158,73.7392,1.0636
1158.2,73.7537,1.06377
1158.2,73.7537,1.06377
1159,73.8117,1.06445
1159,73.8117,1.06445
1159.2,73.8262,1.06462
1159.2,73.8262,1.06462
1160,73.8842,1.06529
1160,73.8842,1.06529
1160.2,73.8987,1.06546
1160.2,73.8987,1.06546
1161,73.9567,1.06614
1161,73.9567,1.06614
1161.2,73.9712,1.06631
1161.2,73.9712,1.06631
1162,74.0292,1.06698
1162,74.0292,1.06698
1162.2,74.0437,1.06715
1162.2,74.0437,1.06715
1163,74.1017,1.06783
1163,74.1017,1.06783
1163.2,74.1162,1.068
1163.2,74.1162,1.068
1164,74.1742,1.06867
1164,74.1742,1.06867
1164.2,74.1887,1.06884
1164.2,74.1887,1.06884
1165,74.2467,1.06952
1165,74.2467,1.06952
1165.2,74.2612,1.06969
1165.2,74.2612,1.06969
1166,74.3192,1.07037
1166,74.3192,1.07037
1166.2,74.3337,1.07054
1166.2,74.3337,1.07054
1167,74.3917,1.07121
1167,74.3917,1.07121
1167.2,74.4062,1.07138
1167.2,74.4062,1.07138
1168,74.4642,1.07206
1168,74.4642,1.07206
1168.2,74.4787,1.07223
1168.2,74.4787,1.07223
1169,74.5367,1.0729
1169,74.5367,1.0729
1169.2,74.5512,1.07307
1169.2,74.5512,1.07307
1170,74.6093,1.07375
1170,74.6093,1.07375
1170.2,74.6238,1.07392
1170.2,74.6238,1.07392
1171,74.6818,1.0746
1171,74.6818,1.0746
1171.2,74.6963,1.07476
1171.2,74.6963,1.07476
1172,74.7543,1.07544
1172,74.7543,1.07544
1172.2,74.7688,1.07561
1172.2,74.7688,1.07561
1173,74.8268,1.07629
1173,74.8268,1.07629
1173.2,74.8413,1.07646
1173.2,74.8413,1.07646
1174,74.8993,1.07713
1174,74.8993,1.07713
1174.2,74.9138,1.0773
1174.2,74.9138,1.0773
1175,74.9718,1.07798
1175,74.9718,1.07798
1175.2,74.9863,1.07815
1175.2,74.9863,1.07815
1176,75.0443,1.07882
1176,75.0443,1.07882
1176.2,75.0588,1.07899
1176.2,75.0588,1.07899
1177,75.1168,1.07967
1177,75.1168,1.07967
1177.2,75.1313,1.07984
1177.2,75.1313,1.07984
1178,75.1893,1.08052
1178,75.1893,1.08052
1178.2,75.2038,1.08069
1178.2,75.2038,1.08069
1179,75.2618,1.08136
1179,75.2618,1.08136
1179.2,75.2763,1.08153
1179.2,75.2763,1.08153
1180,75.3343,1.08221
1180,75.3343,1.08221
1180.2,75.3488,1.08238
1180.2,75.3488,1.08238
1181,75.4068,1.08305
1181,75.4068,1.08305
1181.2,75.4213,1.08322
1181.2,75.4213,1.08322
1182,75.4794,1.0839
1182,75.4794,1.0839
1182.2,75.4939,1.08407
1182.2,75.4939,1.08407
1183,75.5519,1.08475
1183,75.5519,1.08475
1183.2,75.5664,1.08491
1183.2,75.5664,1.08491
1184,75.6244,1.08559
1184,75.6244,1.08559
1184.2,75.6389,1.08576
1184.2,75.6389,1.08576
1185,75.6969,1.08644
1185,75.6969,1.08644
1185.2,75.7114,1.08661
1185.2,75.7114,1.08661
1186,75.7694,1.08728
1186,75.7694,1.08728
1186.2,75.7839,1.08745
1186.2,75.7839,1.08745
1187,75.8419,1.08813
1187,75.8419,1.08813
1187.2,75.8564,1.0883
1187.2,75.8564,1.0883
1188,75.9144,1.08897
1188,75.9144,1.08897
1188.2,75.9289,1.08914
1188.2,75.9289,1.08914
1189,75.9869,1.08982
1189,75.9869,1.08982
1189.2,76.0014,1.08999
1189.2,76.0014,1.08999
1190,76.0594,1.09067
1190,76.0594,1.09067
1190.2,76.0739,1.09084
1190.2,76.0739,1.09084
1191,76.1319,1.09151
1191,76.1319,1.09151
1191.2,76.1464,1.09168
1191.2,76.1464,1.09168
1192,76.2044,1.09236
1192,76.2044,1.09236
1192.2,76.2189,1.09253
1192.2,76.2189,1.09253
1193,76.2769,1.0932
1193,76.2769,1.0932
1193.2,76.2914,1.09337
1193.2,76.2914,1.09337
1194,76.3495,1.09405
1194,76.3495,1.09405
1194.2,76.364,1.09422
1194.2,76.364,1.09422
1195,76.422,1.09489
1195,76.422,1.09489
1195.2,76.4365,1.09506
1195.2,76.4365,1.09506
1196,76.4945,1.09574
1196,76.4945,1.09574
1196.2,76.509,1.09591
1196.2,76.509,1.09591
1197,76.567,1.09659
1197,76.567,1.09659
1197.2,76.5815,1.09676
1197.2,76.5815,1.09676
1198,76.6395,1.09743
1198,76.6395,1.09743
1198.2,76.654,1.0976
1198.2,76.654,1.0976
1199,76.712,1.09828
1199,76.712,1.09828
1199.2,76.7265,1.09845
1199.2,76.7265,1.09845
1200,76.7845,1.09912
1200,76.7845,1.09912
1200,76.7845,1.09912
1200,76.7845,1.09912
1200.2,76.7977,1.09919
1200.2,76.7977,1.09919
1201,76.8505,1.09947
1201,76.8505,1.09947
1201.2,76.8637,1.09954
1201.2,76.8637,1.09954
1202,76.9165,1.09983
1202,76.9165,1.09983
1202.2,76.9297,1.0999
1202.2,76.9297,1.0999
1203,76.9824,1.10018
1203,76.9824,1.10018
1203.2,76.9956,1.10025
1203.2,76.9956,1.10025
1204,77.0484,1.10053
1204,77.0484,1.10053
1204.2,77.0616,1.1006
1204.2,77.0616,1.1006
1205,77.1144,1.10088
1205,77.1144,1.10088
1205.2,77.1276,1.10095
1205.2,77.1276,1.10095
1206,77.1804,1.10123
1206,77.1804,1.10123
1206.2,77.1936,1.1013
1206.2,77.1936,1.1013
1207,77.2463,1.10158
1207,77.2463,1.10158
1207.2,77.2595,1.10165
1207.2,77.2595,1.10165
1208,77.3123,1.10193
1208,77.3123,1.10193
1208.2,77.3255,1.102
1208.2,77.3255,1.102
1209,77.3783,1.10228
1209,77.3783,1.10228
1209.2,77.3915,1.10235
1209.2,77.3915,1.10235
1210,77.4443,1.10263
1210,77.4443,1.10263
1210.2,77.4575,1.1027
1210.2,77.4575,1.1027
1211,77.5102,1.10298
1211,77.5102,1.10298
1211.2,77.5234,1.10305
1211.2,77.5234,1.10305
1212,77.5762,1.10333
1212,77.5762,1.10333
1212.2,77.5894,1.1034
1212.2,77.5894,1.1034
1213,77.6422,1.10368
1213,77.6422,1.10368
1213.2,77.6554,1.10375
1213.2,77.6554,1.10375
1214,77.7082,1.10403
1214,77.7082,1.10403
1214.2,77.7214,1.1041
1214.2,77.7214,1.1041
1215,77.7741,1.10438
1215,77.7741,1.10438
1215.2,77.7873,1.10445
1215.2,77.7873,1.10445
1216,77.8401,1.10473
1216,77.8401,1.10473
1216.2,77.8533,1.1048
1216.2,77.8533,1.1048
1217,77.9061,1.10509
1217,77.9061,1.10509
1217.2,77.9193,1.10516
1217.2,77.9193,1.10516
1218,77.9721,1.10544
1218,77.9721,1.10544
1218.2,77.9853,1.10551
1218.2,77.9853,1.10551
1219,78.038,1.10579
1219,78.038,1.10579
1219.2,78.0512,1.10586
1219.2,78.0512,1.10586
1220,78.104,1.10614
1220,78.104,1.10614
1220.2,78.1172,1.10621
1220.2,78.1172,1.10621
1221,78.17,1.10649
1221,78.17,1.10649
1221.2,78.1832,1.10656
1221.2,78.1832,1.10656
1222,78.236,1.10684
1222,78.236,1.10684
1222.2,78.2492,1.10691
1222.2,78.2492,1.10691
1223,78.3019,1.10719
1223,78.3019,1.10719
1223.2,78.3151,1.10726
1223.2,78.3151,1.10726
1224,78.3679,1.10754
1224,78.3679,1.10754
1224.2,78.3811,1.10761
1224.2,78.3811,1.10761
1225,78.4339,1.10789
1225,78.4339,1.10789
1225.2,78.4471,1.10796
1225.2,78.4471,1.10796
1226,78.4999,1.10824
1226,78.4999,1.10824
1226.2,78.5131,1.10831
1226.2,78.5131,1.10831
1227,78.5658,1.10859
1227,78.5658,1.10859
1227.2,78.579,1.10866
1227.2,78.579,1.10866
1228,78.6318,1.10894
1228,78.6318,1.10894
1228.2,78.645,1.10901
1228.2,78.645,1.10901
1229,78.6978,1.10929
1229,78.6978,1.10929
1229.2,78.711,1.10936
1229.2,78.711,1.10936
1230,78.7638,1.10964
1230,78.7638,1.10964
1230.2,78.777,1.10971
1230.2,78.777,1.10971
1231,78.8298,1.10999
1231,78.8298,1.10999
1231.2,78.8429,1.11006
1231.2,78.8429,1.11006
1232,78.8957,1.11034
1232,78.8957,1.11034
1232.2,78.9089,1.11041
1232.2,78.9089,1.11041
1233,78.9617,1.1107
1233,78.9617,1.1107
1233.2,78.9749,1.11077
1233.2,78.9749,1.11077
1234,79.0277,1.11105
1234,79.0277,1.11105
1234.2,79.0409,1.11112
1234.2,79.0409,1.11112
1235,79.0937,1.1114
1235,79.0937,1.1114
1235.2,79.1068,1.11147
1235.2,79.1068,1.11147
1236,79.1596,1.11175
1236,79.1596,1.11175
1236.2,79.1728,1.11182
1236.2,79.1728,1.11182
1237,79.2256,1.1121
1237,79.2256,1.1121
1237.2,79.2388,1.11217
1237.2,79.2388,1.11217
1238,79.2916,1.11245
1238,79.2916,1.11245
1238.2,79.3048,1.11252
1238.2,79.3048,1.11252
1239,79.3576,1.1128
1239,79.3576,1.1128
1239.2,79.3708,1.11287
1239.2,79.3708,1.11287
1240,79.4235,1.11315
1240,79.4235,1.11315
1240.2,79.4367,1.11322
1240.2,79.4367,1.11322
1241,79.4895,1.1135
1241,79.4895,1.1135
1241.2,79.5027,1.11357
1241.2,79.5027,1.11357
1242,79.5555,1.11385
1242,79.5555,1.11385
1242.2,79.5687,1.11392
1242.2,79.5687,1.11392
1243,79.6215,1.1142
1243,79.6215,1.1142
1243.2,79.6347,1.11427
1243.2,79.6347,1.11427
1244,79.6874,1.11455
1244,79.6874,1.11455
1244.2,79.7006,1.11462
1244.2,79.7006,1.11462
1245,79.7534,1.1149
1245,79.7534,1.1149
1245.2,79.7666,1.11497
1245.2,79.7666,1.11497
1246,79.8194,1.11525
1246,79.8194,1.11525
1246.2,79.8326,1.11532
1246.2,79.8326,1.11532
1247,79.8854,1.1156
1247,79.8854,1.1156
1247.2,79.8986,1.11567
1247.2,79.8986,1.11567
1248,79.9513,1.11596
1248,79.9513,1.11596
1248.2,79.9645,1.11603
1248.2,79.9645,1.11603
1249,80.0173,1.11631
1249,80.0173,1.11631
1249.2,80.0305,1.11638
1249.2,80.0305,1.11638
1250,80.0833,1.11666
1250,80.0833,1.11666
1250.2,80.0965,1.11673
1250.2,80.0965,1.11673
1251,80.1493,1.11701
1251,80.1493,1.11701
1251.2,80.1625,1.11708
1251.2,80.1625,1.11708
1252,80.2152,1.11736
1252,80.2152,1.11736
1252.2,80.2284,1.11743
1252.2,80.2284,1.11743
1253,80.2812,1.11771
1253,80.2812,1.11771
1253.2,80.2944,1.11778
1253.2,80.2944,1.11778
1254,80.3472,1.11806
1254,80.3472,1.11806
1254.2,80.3604,1.11813
1254.2,80.3604,1.11813
1255,80.4132,1.11841
1255,80.4132,1.11841
1255.2,80.4264,1.11848
1255.2,80.4264,1.11848
1256,80.4791,1.11876
1256,80.4791,1.11876
1256.2,80.4923,1.11883
1256.2,80.4923,1.11883
1257,80.5451,1.11911
1257,80.5451,1.11911
1257.2,80.5583,1.11918
1257.2,80.5583,1.11918
1258,80.6111,1.11946
1258,80.6111,1.11946
1258.2,80.6243,1.11953
1258.2,80.6243,1.11953
1259,80.6771,1.11981
1259,80.6771,1.11981
1259.2,80.6903,1.11988
1259.2,80.6903,1.11988
1260,80.743,1.12016
1260,80.743,1.12016
1260.2,80.7562,1.12023
1260.2,80.7562,1.12023
1261,80.809,1.12051
1261,80.809,1.12051
1261.2,80.8222,1.12058
1261.2,80.8222,1.12058
1262,80.875,1.12086
1262,80.875,1.12086
1262.2,80.8882,1.12093
1262.2,80.8882,1.12093
1263,80.941,1.12121
1263,80.941,1.12121
1263.2,80.9542,1.12129
1263.2,80.9542,1.12129
1264,81.0069,1.12157
1264,81.0069,1.12157
1264.2,81.0201,1.12164
1264.2,81.0201,1.12164
1265,81.0729,1.12192
1265,81.0729,1.12192
1265.2,81.0861,1.12199
1265.2,81.0861,1.12199
1266,81.1389,1.12227
1266,81.1389,1.12227
1266.2,81.1521,1.12234
1266.2,81.1521,1.12234
1267,81.2049,1.12262
1267,81.2049,1.12262
1267.2,81.2181,1.12269
1267.2,81.2181,1.12269
1268,81.2709,1.12297
1268,81.2709,1.12297
1268.2,81.284,1.12304
1268.2,81.284,1.12304
1269,81.3368,1.12332
1269,81.3368,1.12332
1269.2,81.35,1.12339
1269.2,81.35,1.12339
1270,81.4028,1.12367
1270,81.4028,1.12367
1270.2,81.416,1.12374
1270.2,81.416,1.12374
1271,81.4688,1.12402
1271,81.4688,1.12402
1271.2,81.482,1.12409
1271.2,81.482,1.12409
1272,81.5348,1.12437
1272,81.5348,1.12437
1272.2,81.5479,1.12444
1272.2,81.5479,1.12444
1273,81.6007,1.12472
1273,81.6007,1.12472
1273.2,81.6139,1.12479
1273.2,81.6139,1.12479
1274,81.6667,1.12507
1274,81.6667,1.12507
1274.2,81.6799,1.12514
1274.2,81.6799,1.12514
1275,81.7327,1.12542
1275,81.7327,1.12542
1275.2,81.7459,1.12549
1275.2,81.7459,1.12549
1276,81.7987,1.12577
1276,81.7987,1.12577
1276.2,81.8119,1.12584
1276.2,81.8119,1.12584
1277,81.8646,1.12612
1277,81.8646,1.12612
1277.2,81.8778,1.12619
1277.2,81.8778,1.12619
1278,81.9306,1.12647
1278,81.9306,1.12647
1278.2,81.9438,1.12654
1278.2,81.9438,1.12654
1279,81.9966,1.12683
1279,81.9966,1.12683
1279.2,82.0098,1.1269
1279.2,82.0098,1.1269
1280,82.0626,1.12718
1280,82.0626,1.12718
1280.2,82.0758,1.12725
1280.2,82.0758,1.12725
1281,82.1285,1.12753
1281,82.1285,1.12753
1281.2,82.1417,1.1276
1281.2,82.1417,1.1276
1282,82.1945,1.12788
1282,82.1945,1.12788
1282.2,82.2077,1.12795
1282.2,82.2077,1.12795
1283,82.2605,1.12823
1283,82.2605,1.12823
1283.2,82.2737,1.1283
1283.2,82.2737,1.1283
1284,82.3265,1.12858
1284,82.3265,1.12858
1284.2,82.3397,1.12865
1284.2,82.3397,1.12865
1285,82.3924,1.12893
1285,82.3924,1.12893
1285.2,82.4056,1.129
1285.2,82.4056,1.129
1286,82.4584,1.12928
1286,82.4584,1.12928
1286.2,82.4716,1.12935
1286.2,82.4716,1.12935
1287,82.5244,1.12963
1287,82.5244,1.12963
1287.2,82.5376,1.1297
1287.2,82.5376,1.1297
1288,82.5904,1.12998
1288,82.5904,1.12998
1288.2,82.6036,1.13005
1288.2,82.6036,1.13005
1289,82.6563,1.13033
1289,82.6563,1.13033
1289.2,82.6695,1.1304
1289.2,82.6695,1.1304
1290,82.7223,1.13068
1290,82.7223,1.13068
1290.2,82.7355,1.13075
1290.2,82.7355,1.13075
1291,82.7883,1.13103
1291,82.7883,1.13103
1291.2,82.8015,1.1311
1291.2,82.8015,1.1311
1292,82.8543,1.13138
1292,82.8543,1.13138
1292.2,82.8675,1.13145
1292.2,82.8675,1.13145
1293,82.9202,1.13173
1293,82.9202,1.13173
1293.2,82.9334,1.1318
1293.2,82.9334,1.1318
1294,82.9862,1.13209
1294,82.9862,1.13209
1294.2,82.9994,1.13216
1294.2,82.9994,1.13216
1295,83.0522,1.13244
1295,83.0522,1.13244
1295.2,83.0654,1.13251
1295.2,83.0654,1.13251
1296,83.1182,1.13279
1296,83.1182,1.13279
1296.2,83.1314,1.13286
1296.2,83.1314,1.13286
1297,83.1841,1.13314
1297,83.1841,1.13314
1297.2,83.1973,1.13321
1297.2,83.1973,1.13321
1298,83.2501,1.13349
1298,83.2501,1.13349
1298.2,83.2633,1.13356
1298.2,83.2633,1.13356
1299,83.3161,1.13384
1299,83.3161,1.13384
1299.2,83.3293,1.13391
1299.2,83.3293,1.13391
1300,83.3821,1.13419
1300,83.3821,1.13419
1300.2,83.3953,1.13426
1300.2,83.3953,1.13426
1301,83.448,1.13454
1301,83.448,1.13454
1301.2,83.4612,1.13461
1301.2,83.4612,1.13461
1302,83.514,1.13489
1302,83.514,1.13489
1302.2,83.5272,1.13496
1302.2,83.5272,1.13496
1303,83.58,1.13524
1303,83.58,1.13524
1303.2,83.5932,1.13531
1303.2,83.5932,1.13531
1304,83.646,1.13559
1304,83.646,1.13559
1304.2,83.6592,1.13566
1304.2,83.6592,1.13566
1305,83.7119,1.13594
1305,83.7119,1.13594
1305.2,83.7251,1.13601
1305.2,83.7251,1.13601
1306,83.7779,1.13629
1306,83.7779,1.13629
1306.2,83.7911,1.13636
1306.2,83.7911,1.13636
1307,83.8439,1.13664
1307,83.8439,1.13664
1307.2,83.8571,1.13671
1307.2,83.8571,1.13671
1308,83.9099,1.13699
1308,83.9099,1.13699
1308.2,83.9231,1.13706
1308.2,83.9231,1.13706
1309,83.9759,1.13734
1309,83.9759,1.13734
1309.2,83.989,1.13741
1309.2,83.989,1.13741
1310,84.0418,1.1377
1310,84.0418,1.1377
1310.2,84.055,1.13777
1310.2,84.055,1.13777
1311,84.1078,1.13805
1311,84.1078,1.13805
1311.2,84.121,1.13812
1311.2,84.121,1.13812
1312,84.1738,1.1384
1312,84.1738,1.1384
1312.2,84.187,1.13847
1312.2,84.187,1.13847
1313,84.2398,1.13875
1313,84.2398,1.13875
1313.2,84.2529,1.13882
1313.2,84.2529,1.13882
1314,84.3057,1.1391
1314,84.3057,1.1391
1314.2,84.3189,1.13917
1314.2,84.3189,1.13917
1315,84.3717,1.13945
1315,84.3717,1.13945
1315.2,84.3849,1.13952
1315.2,84.3849,1.13952
1316,84.4377,1.1398
1316,84.4377,1.1398
1316.2,84.4509,1.13987
1316.2,84.4509,1.13987
1317,84.5037,1.14015
1317,84.5037,1.14015
1317.2,84.5169,1.14022
1317.2,84.5169,1.14022
1318,84.5696,1.1405
1318,84.5696,1.1405
1318.2,84.5828,1.14057
1318.2,84.5828,1.14057
1319,84.6356,1.14085
1319,84.6356,1.14085
1319.2,84.6488,1.14092
1319.2,84.6488,1.14092
1320,84.7016,1.1412
1320,84.7016,1.1412
1320.2,84.7148,1.14127
1320.2,84.7148,1.14127
1321,84.7676,1.14155
1321,84.7676,1.14155
1321.2,84.7808,1.14162
1321.2,84.7808,1.14162
1322,84.8335,1.1419
1322,84.8335,1.1419
1322.2,84.8467,1.14197
1322.2,84.8467,1.14197
1323,84.8995,1.14225
1323,84.8995,1.14225
1323.2,84.9127,1.14232
1323.2,84.9127,1.14232
1324,84.9655,1.1426
1324,84.9655,1.1426
1324.2,84.9787,1.14267
1324.2,84.9787,1.14267
1325,85.0315,1.14296
1325,85.0315,1.14296
1325.2,85.0447,1.14303
1325.2,85.0447,1.14303
1326,85.0974,1.14331
1326,85.0974,1.14331
1326.2,85.1106,1.14338
1326.2,85.1106,1.14338
1327,85.1634,1.14366
1327,85.1634,1.14366
1327.2,85.1766,1.14373
1327.2,85.1766,1.14373
1328,85.2294,1.14401
1328,85.2294,1.14401
1328.2,85.2426,1.14408
1328.2,85.2426,1.14408
1329,85.2954,1.14436
1329,85.2954,1.14436
1329.2,85.3086,1.14443
1329.2,85.3086,1.14443
1330,85.3613,1.14471
1330,85.3613,1.14471
1330.2,85.3745,1.14478
1330.2,85.3745,1.14478
1331,85.4273,1.14506
1331,85.4273,1.14506
1331.2,85.4405,1.14513
1331.2,85.4405,1.14513
1332,85.4933,1.14541
1332,85.4933,1.14541
1332.2,85.5065,1.14548
1332.2,85.5065,1.14548
1333,85.5593,1.14576
1333,85.5593,1.14576
1333.2,85.5725,1.14583
1333.2,85.5725,1.14583
1334,85.6252,1.14611
1334,85.6252,1.14611
1334.2,85.6384,1.14618
1334.2,85.6384,1.14618
1335,85.6912,1.14646
1335,85.6912,1.14646
1335.2,85.7044,1.14653
1335.2,85.7044,1.14653
1336,85.7572,1.14681
1336,85.7572,1.14681
1336.2,85.7704,1.14688
1336.2,85.7704,1.14688
1337,85.8232,1.14716
1337,85.8232,1.14716
1337.2,85.8364,1.14723
1337.2,85.8364,1.14723
1338,85.8891,1.14751
1338,85.8891,1.14751
1338.2,85.9023,1.14758
1338.2,85.9023,1.14758
1339,85.9551,1.14786
1339,85.9551,1.14786
1339.2,85.9683,1.14793
1339.2,85.9683,1.14793
1340,86.0211,1.14821
1340,86.0211,1.14821
1340.2,86.0343,1.14829
1340.2,86.0343,1.14829
1341,86.0871,1.14857
1341,86.0871,1.14857
1341.2,86.1003,1.14864
1341.2,86.1003,1.14864
1342,86.153,1.14892
1342,86.153,1.14892
1342.2,86.1662,1.14899
1342.2,86.1662,1.14899
1343,86.219,1.14927
1343,86.219,1.14927
1343.2,86.2322,1.14934
1343.2,86.2322,1.14934
1344,86.285,1.14962
1344,86.285,1.14962
1344.2,86.2982,1.14969
1344.2,86.2982,1.14969
1345,86.351,1.14997
1345,86.351,1.14997
1345.2,86.3642,1.15004
1345.2,86.3642,1.15004
1346,86.417,1.15032
1346,86.417,1.15032
1346.2,86.4301,1.15039
1346.2,86.4301,1.15039
1347,86.4829,1.15067
1347,86.4829,1.15067
1347.2,86.4961,1.15074
1347.2,86.4961,1.15074
1348,86.5489,1.15102
1348,86.5489,1.15102
1348.2,86.5621,1.15109
1348.2,86.5621,1.15109
1349,86.6149,1.15137
1349,86.6149,1.15137
1349.2,86.6281,1.15144
1349.2,86.6281,1.15144
1350,86.6809,1.15172
1350,86.6809,1.15172
1350.2,86.694,1.15179
1350.2,86.694,1.15179
1351,86.7468,1.15207
1351,86.7468,1.15207
1351.2,86.76,1.15214
1351.2,86.76,1.15214
1352,86.8128,1.15242
1352,86.8128,1.15242
1352.2,86.826,1.15249
1352.2,86.826,1.15249
1353,86.8788,1.15277
1353,86.8788,1.15277
1353.2,86.892,1.15284
1353.2,86.892,1.15284
1354,86.9448,1.15312
1354,86.9448,1.15312
1354.2,86.958,1.15319
1354.2,86.958,1.15319
1355,87.0107,1.15347
1355,87.0107,1.15347
1355.2,87.0239,1.15354
1355.2,87.0239,1.15354
1356,87.0767,1.15383
1356,87.0767,1.15383
1356.2,87.0899,1.1539
1356.2,87.0899,1.1539
1357,87.1427,1.15418
1357,87.1427,1.15418
1357.2,87.1559,1.15425
1357.2,87.1559,1.15425
1358,87.2087,1.15453
1358,87.2087,1.15453
1358.2,87.2219,1.1546
1358.2,87.2219,1.1546
1359,87.2746,1.15488
1359,87.2746,1.15488
1359.2,87.2878,1.15495
1359.2,87.2878,1.15495
1360,87.3406,1.15523
1360,87.3406,1.15523
1360.2,87.3538,1.1553
1360.2,87.3538,1.1553
1361,87.4066,1.15558
1361,87.4066,1.15558
1361.2,87.4198,1.15565
1361.2,87.4198,1.15565
1362,87.4726,1.15593
1362,87.4726,1.15593
1362.2,87.4858,1.156
1362.2,87.4858,1.156
1363,87.5385,1.15628
1363,87.5385,1.15628
1363.2,87.5517,1.15635
1363.2,87.5517,1.15635
1364,87.6045,1.15663
1364,87.6045,1.15663
1364.2,87.6177,1.1567
1364.2,87.6177,1.1567
1365,87.6705,1.15698
1365,87.6705,1.15698
1365.2,87.6837,1.15705
1365.2,87.6837,1.15705
1366,87.7365,1.15733
1366,87.7365,1.15733
1366.2,87.7497,1.1574
1366.2,87.7497,1.1574
1367,87.8024,1.15768
1367,87.8024,1.15768
1367.2,87.8156,1.15775
1367.2,87.8156,1.15775
1368,87.8684,1.15803
1368,87.8684,1.15803
1368.2,87.8816,1.1581
1368.2,87.8816,1.1581
1369,87.9344,1.15838
1369,87.9344,1.15838
1369.2,87.9476,1.15845
1369.2,87.9476,1.15845
1370,88.0004,1.15873
1370,88.0004,1.15873
1370.2,88.0136,1.1588
1370.2,88.0136,1.1588
1371,88.0663,1.15909
1371,88.0663,1.15909
1371.2,88.0795,1.15916
1371.2,88.0795,1.15916
1372,88.1323,1.15944
1372,88.1323,1.15944
1372.2,88.1455,1.15951
1372.2,88.1455,1.15951
1373,88.1983,1.15979
1373,88.1983,1.15979
1373.2,88.2115,1.15986
1373.2,88.2115,1.15986
1374,88.2643,1.16014
1374,88.2643,1.16014
1374.2,88.2775,1.16021
1374.2,88.2775,1.16021
1375,88.3302,1.16049
1375,88.3302,1.16049
1375.2,88.3434,1.16056
1375.2,88.3434,1.16056
1376,88.3962,1.16084
1376,88.3962,1.16084
1376.2,88.4094,1.16091
1376.2,88.4094,1.16091
1377,88.4622,1.16119
1377,88.4622,1.16119
1377.2,88.4754,1.16126
1377.2,88.4754,1.16126
1378,88.5282,1.16154
1378,88.5282,1.16154
1378.2,88.5414,1.16161
1378.2,88.5414,1.16161
1379,88.5941,1.16189
1379,88.5941,1.16189
1379.2,88.6073,1.16196
1379.2,88.6073,1.16196
1380,88.6601,1.16224
1380,88.6601,1.16224
1380.2,88.6733,1.16231
1380.2,88.6733,1.16231
1381,88.7261,1.16259
1381,88.7261,1.16259
1381.2,88.7393,1.16266
1381.2,88.7393,1.16266
1382,88.7921,1.16294
1382,88.7921,1.16294
1382.2,88.8053,1.16301
1382.2,88.8053,1.16301
1383,88.858,1.16329
1383,88.858,1.16329
1383.2,88.8712,1.16336
1383.2,88.8712,1.16336
1384,88.924,1.16364
1384,88.924,1.16364
1384.2,88.9372,1.16371
1384.2,88.9372,1.16371
1385,88.99,1.16399
1385,88.99,1.16399
1385.2,89.0032,1.16406
1385.2,89.0032,1.16406
1386,89.056,1.16434
1386,89.056,1.16434
1386.2,89.0692,1.16442
1386.2,89.0692,1.16442
1387,89.122,1.1647
1387,89.122,1.1647
1387.2,89.1351,1.16477
1387.2,89.1351,1.16477
1388,89.1879,1.16505
1388,89.1879,1.16505
1388.2,89.2011,1.16512
1388.2,89.2011,1.16512
1389,89.2539,1.1654
1389,89.2539,1.1654
1389.2,89.2671,1.16547
1389.2,89.2671,1.16547
1390,89.3199,1.16575
1390,89.3199,1.16575
1390.2,89.3331,1.16582
1390.2,89.3331,1.16582
1391,89.3859,1.1661
1391,89.3859,1.1661
1391.2,89.399,1.16617
1391.2,89.399,1.16617
1392,89.4518,1.16645
1392,89.4518,1.16645
1392.2,89.465,1.16652
1392.2,89.465,1.16652
1393,89.5178,1.1668
1393,89.5178,1.1668
1393.2,89.531,1.16687
1393.2,89.531,1.16687
1394,89.5838,1.16715
1394,89.5838,1.16715
1394.2,89.597,1.16722
1394.2,89.597,1.16722
1395,89.6498,1.1675
1395,89.6498,1.1675
1395.2,89.663,1.16757
1395.2,89.663,1.16757
1396,89.7157,1.16785
1396,89.7157,1.16785
1396.2,89.7289,1.16792
1396.2,89.7289,1.16792
1397,89.7817,1.1682
1397,89.7817,1.1682
1397.2,89.7949,1.16827
1397.2,89.7949,1.16827
1398,89.8477,1.16855
1398,89.8477,1.16855
1398.2,89.8609,1.16862
1398.2,89.8609,1.16862
1399,89.9137,1.1689
1399,89.9137,1.1689
1399.2,89.9269,1.16897
1399.2,89.9269,1.16897
1400,89.9796,1.16925
1400,89.9796,1.16925
1400.2,89.9928,1.16932
1400.2,89.9928,1.16932
1401,90.0456,1.1696
1401,90.0456,1.1696
1401.2,90.0588,1.16967
1401.2,90.0588,1.16967
1402,90.1116,1.16996
1402,90.1116,1.16996
1402.2,90.1248,1.17003
1402.2,90.1248,1.17003
1403,90.1776,1.17031
1403,90.1776,1.17031
