time_mock,HotOil_Evap_in_T,HotOil_Mdot
560.2,48.9551,0.606862
560.2,48.9551,0.606862
561,48.9561,0.606862
561,48.9561,0.606862
561.2,48.9564,0.606862
561.2,48.9564,0.606862
562,48.9574,0.606862
562,48.9574,0.606862
562.2,48.9577,0.606862
562.2,48.9577,0.606862
563,48.9587,0.606862
563,48.9587,0.606862
563.2,48.959,0.606862
563.2,48.959,0.606862
564,48.96,0.606862
564,48.96,0.606862
564.2,48.9603,0.606862
564.2,48.9603,0.606862
565,48.9613,0.606862
565,48.9613,0.606862
565.2,48.9616,0.606862
565.2,48.9616,0.606862
566,48.9627,0.606862
566,48.9627,0.606862
566.2,48.9629,0.606862
566.2,48.9629,0.606862
567,48.964,0.606862
567,48.964,0.606862
567.2,48.9642,0.606862
567.2,48.9642,0.606862
568,48.9653,0.606862
568,48.9653,0.606862
568.2,48.9655,0.606862
568.2,48.9655,0.606862
569,48.9666,0.606862
569,48.9666,0.606862
569.2,48.9669,0.606862
569.2,48.9669,0.606862
570,48.9679,0.606862
570,48.9679,0.606862
570.2,48.9682,0.606862
570.2,48.9682,0.606862
571,48.9692,0.606862
571,48.9692,0.606862
571.2,48.9695,0.606862
571.2,48.9695,0.606862
572,48.9705,0.606862
572,48.9705,0.606862
572.2,48.9708,0.606862
572.2,48.9708,0.606862
573,48.9718,0.606862
573,48.9718,0.606862
573.2,48.9721,0.606862
573.2,48.9721,0.606862
574,48.9731,0.606862
574,48.9731,0.606862
574.2,48.9734,0.606862
574.2,48.9734,0.606862
575,48.9745,0.606862
575,48.9745,0.606862
575.2,48.9747,0.606862
575.2,48.9747,0.606862
576,48.9758,0.606862
576,48.9758,0.606862
576.2,48.976,0.606862
576.2,48.976,0.606862
577,48.9771,0.606862
577,48.9771,0.606862
577.2,48.9773,0.606862
577.2,48.9773,0.606862
578,48.9784,0.606862
578,48.9784,0.606862
578.2,48.9787,0.606862
578.2,48.9787,0.606862
579,48.9797,0.606862
579,48.9797,0.606862
579.2,48.98,0.606862
579.2,48.98,0.606862
580,48.981,0.606862
580,48.981,0.606862
580.2,48.9813,0.606862
580.2,48.9813,0.606862
581,48.9823,0.606862
581,48.9823,0.606862
581.2,48.9826,0.606862
581.2,48.9826,0.606862
582,48.9836,0.606862
582,48.9836,0.606862
582.2,48.9839,0.606862
582.2,48.9839,0.606862
583,48.9849,0.606862
583,48.9849,0.606862
583.2,48.9852,0.606862
583.2,48.9852,0.606862
584,48.9863,0.606862
584,48.9863,0.606862
584.2,48.9865,0.606862
584.2,48.9865,0.606862
585,48.9876,0.606862
585,48.9876,0.606862
585.2,48.9878,0.606862
585.2,48.9878,0.606862
586,48.9889,0.606862
586,48.9889,0.606862
586.2,48.9891,0.606862
586.2,48.9891,0.606862
587,48.9902,0.606862
587,48.9902,0.606862
587.2,48.9905,0.606862
587.2,48.9905,0.606862
588,48.9915,0.606862
588,48.9915,0.606862
588.2,48.9918,0.606862
588.2,48.9918,0.606862
589,48.9928,0.606862
589,48.9928,0.606862
589.2,48.9931,0.606862
589.2,48.9931,0.606862
590,48.9941,0.606862
590,48.9941,0.606862
590.2,48.9944,0.606862
590.2,48.9944,0.606862
591,48.9954,0.606862
591,48.9954,0.606862
591.2,48.9957,0.606862
591.2,48.9957,0.606862
592,48.9967,0.606862
592,48.9967,0.606862
592.2,48.997,0.606862
592.2,48.997,0.606862
593,48.9981,0.606862
593,48.9981,0.606862
593.2,48.9983,0.606862
593.2,48.9983,0.606862
594,48.9994,0.606862
594,48.9994,0.606862
594.2,48.9996,0.606862
594.2,48.9996,0.606862
595,49.0007,0.606862
595,49.0007,0.606862
595.2,49.0009,0.606862
595.2,49.0009,0.606862
596,49.002,0.606862
596,49.002,0.606862
596.2,49.0023,0.606862
596.2,49.0023,0.606862
597,49.0033,0.606862
597,49.0033,0.606862
597.2,49.0036,0.606862
597.2,49.0036,0.606862
598,49.0046,0.606862
598,49.0046,0.606862
598.2,49.0049,0.606862
598.2,49.0049,0.606862
599,49.0059,0.606862
599,49.0059,0.606862
599.2,49.0062,0.606862
599.2,49.0062,0.606862
600,49.0072,0.606862
600,49.0072,0.606862
600.2,49.0075,0.606862
600.2,49.0075,0.606862
601,49.0085,0.606862
601,49.0085,0.606862
601.2,49.0088,0.606862
601.2,49.0088,0.606862
602,49.0099,0.606862
602,49.0099,0.606862
602.2,49.0101,0.606862
602.2,49.0101,0.606862
603,49.0112,0.606862
603,49.0112,0.606862
603.2,49.0114,0.606862
603.2,49.0114,0.606862
604,49.0125,0.606862
604,49.0125,0.606862
604.2,49.0127,0.606862
604.2,49.0127,0.606862
605,49.0138,0.606862
605,49.0138,0.606862
605.2,49.0141,0.606862
605.2,49.0141,0.606862
606,49.0151,0.606862
606,49.0151,0.606862
606.2,49.0154,0.606862
606.2,49.0154,0.606862
607,49.0164,0.606862
607,49.0164,0.606862
607.2,49.0167,0.606862
607.2,49.0167,0.606862
608,49.0177,0.606862
608,49.0177,0.606862
608.2,49.018,0.606862
608.2,49.018,0.606862
609,49.019,0.606862
609,49.019,0.606862
609.2,49.0193,0.606862
609.2,49.0193,0.606862
610,49.0203,0.606862
610,49.0203,0.606862
610.2,49.0206,0.606862
610.2,49.0206,0.606862
611,49.0217,0.606862
611,49.0217,0.606862
611.2,49.0219,0.606862
611.2,49.0219,0.606862
612,49.023,0.606862
612,49.023,0.606862
612.2,49.0232,0.606862
612.2,49.0232,0.606862
613,49.0243,0.606862
613,49.0243,0.606862
613.2,49.0245,0.606862
613.2,49.0245,0.606862
614,49.0256,0.606862
614,49.0256,0.606862
614.2,49.0259,0.606862
614.2,49.0259,0.606862
615,49.0269,0.606862
615,49.0269,0.606862
615.2,49.0272,0.606862
615.2,49.0272,0.606862
616,49.0282,0.606862
616,49.0282,0.606862
616.2,49.0285,0.606862
616.2,49.0285,0.606862
617,49.0295,0.606862
617,49.0295,0.606862
617.2,49.0298,0.606862
617.2,49.0298,0.606862
618,49.0308,0.606862
618,49.0308,0.606862
618.2,49.0311,0.606862
618.2,49.0311,0.606862
619,49.0321,0.606862
619,49.0321,0.606862
619.2,49.0324,0.606862
619.2,49.0324,0.606862
620,49.0335,0.606862
620,49.0335,0.606862
620.2,49.0337,0.606862
620.2,49.0337,0.606862
621,49.0348,0.606862
621,49.0348,0.606862
621.2,49.035,0.606862
621.2,49.035,0.606862
622,49.0361,0.606862
622,49.0361,0.606862
622.2,49.0363,0.606862
622.2,49.0363,0.606862
623,49.0374,0.606862
623,49.0374,0.606862
623.2,49.0377,0.606862
623.2,49.0377,0.606862
624,49.0387,0.606862
624,49.0387,0.606862
624.2,49.039,0.606862
624.2,49.039,0.606862
625,49.04,0.606862
625,49.04,0.606862
625.2,49.0403,0.606862
625.2,49.0403,0.606862
626,49.0413,0.606862
626,49.0413,0.606862
626.2,49.0416,0.606862
626.2,49.0416,0.606862
627,49.0426,0.606862
627,49.0426,0.606862
627.2,49.0429,0.606862
627.2,49.0429,0.606862
628,49.0439,0.606862
628,49.0439,0.606862
628.2,49.0442,0.606862
628.2,49.0442,0.606862
629,49.0453,0.606862
629,49.0453,0.606862
629.2,49.0455,0.606862
629.2,49.0455,0.606862
630,49.0466,0.606862
630,49.0466,0.606862
630.2,49.0468,0.606862
630.2,49.0468,0.606862
631,49.0479,0.606862
631,49.0479,0.606862
631.2,49.0481,0.606862
631.2,49.0481,0.606862
632,49.0492,0.606862
632,49.0492,0.606862
632.2,49.0495,0.606862
632.2,49.0495,0.606862
633,49.0505,0.606862
633,49.0505,0.606862
633.2,49.0508,0.606862
633.2,49.0508,0.606862
634,49.0518,0.606862
634,49.0518,0.606862
634.2,49.0521,0.606862
634.2,49.0521,0.606862
635,49.0531,0.606862
635,49.0531,0.606862
635.2,49.0534,0.606862
635.2,49.0534,0.606862
636,49.0544,0.606862
636,49.0544,0.606862
636.2,49.0547,0.606862
636.2,49.0547,0.606862
637,49.0557,0.606862
637,49.0557,0.606862
637.2,49.056,0.606862
637.2,49.056,0.606862
638,49.0571,0.606862
638,49.0571,0.606862
638.2,49.0573,0.606862
638.2,49.0573,0.606862
639,49.0584,0.606862
639,49.0584,0.606862
639.2,49.0586,0.606862
639.2,49.0586,0.606862
640,49.0597,0.606862
640,49.0597,0.606862
640.2,49.0599,0.606862
640.2,49.0599,0.606862
641,49.061,0.606862
641,49.061,0.606862
641.2,49.0613,0.606862
641.2,49.0613,0.606862
642,49.0623,0.606862
642,49.0623,0.606862
642.2,49.0626,0.606862
642.2,49.0626,0.606862
643,49.0636,0.606862
643,49.0636,0.606862
643.2,49.0639,0.606862
643.2,49.0639,0.606862
644,49.0649,0.606862
644,49.0649,0.606862
644.2,49.0652,0.606862
644.2,49.0652,0.606862
645,49.0662,0.606862
645,49.0662,0.606862
645.2,49.0665,0.606862
645.2,49.0665,0.606862
646,49.0675,0.606862
646,49.0675,0.606862
646.2,49.0678,0.606862
646.2,49.0678,0.606862
647,49.0689,0.606862
647,49.0689,0.606862
647.2,49.0691,0.606862
647.2,49.0691,0.606862
648,49.0702,0.606862
648,49.0702,0.606862
648.2,49.0704,0.606862
648.2,49.0704,0.606862
649,49.0715,0.606862
649,49.0715,0.606862
649.2,49.0717,0.606862
649.2,49.0717,0.606862
650,49.0728,0.606862
650,49.0728,0.606862
650.2,49.0731,0.606862
650.2,49.0731,0.606862
651,49.0741,0.606862
651,49.0741,0.606862
651.2,49.0744,0.606862
651.2,49.0744,0.606862
652,49.0754,0.606862
652,49.0754,0.606862
652.2,49.0757,0.606862
652.2,49.0757,0.606862
653,49.0767,0.606862
653,49.0767,0.606862
653.2,49.077,0.606862
653.2,49.077,0.606862
654,49.078,0.606862
654,49.078,0.606862
654.2,49.0783,0.606862
654.2,49.0783,0.606862
655,49.0793,0.606862
655,49.0793,0.606862
655.2,49.0796,0.606862
655.2,49.0796,0.606862
656,49.0807,0.606862
656,49.0807,0.606862
656.2,49.0809,0.606862
656.2,49.0809,0.606862
657,49.082,0.606862
657,49.082,0.606862
657.2,49.0822,0.606862
657.2,49.0822,0.606862
658,49.0833,0.606862
658,49.0833,0.606862
658.2,49.0835,0.606862
658.2,49.0835,0.606862
659,49.0846,0.606862
659,49.0846,0.606862
659.2,49.0849,0.606862
659.2,49.0849,0.606862
660,49.0859,0.606862
660,49.0859,0.606862
660.2,49.0862,0.606862
660.2,49.0862,0.606862
661,49.0872,0.606862
661,49.0872,0.606862
661.2,49.0875,0.606862
661.2,49.0875,0.606862
662,49.0885,0.606862
662,49.0885,0.606862
662.2,49.0888,0.606862
662.2,49.0888,0.606862
663,49.0898,0.606862
663,49.0898,0.606862
663.2,49.0901,0.606862
663.2,49.0901,0.606862
664,49.0911,0.606862
664,49.0911,0.606862
664.2,49.0914,0.606862
664.2,49.0914,0.606862
665,49.0925,0.606862
665,49.0925,0.606862
665.2,49.0927,0.606862
665.2,49.0927,0.606862
666,49.0938,0.606862
666,49.0938,0.606862
666.2,49.094,0.606862
666.2,49.094,0.606862
667,49.0951,0.606862
667,49.0951,0.606862
667.2,49.0953,0.606862
667.2,49.0953,0.606862
668,49.0964,0.606862
668,49.0964,0.606862
668.2,49.0967,0.606862
668.2,49.0967,0.606862
669,49.0977,0.606862
669,49.0977,0.606862
669.2,49.098,0.606862
669.2,49.098,0.606862
670,49.099,0.606862
670,49.099,0.606862
670.2,49.0993,0.606862
670.2,49.0993,0.606862
671,49.1003,0.606862
671,49.1003,0.606862
671.2,49.1006,0.606862
671.2,49.1006,0.606862
672,49.1016,0.606862
672,49.1016,0.606862
672.2,49.1019,0.606862
672.2,49.1019,0.606862
673,49.1029,0.606862
673,49.1029,0.606862
673.2,49.1032,0.606862
673.2,49.1032,0.606862
674,49.1043,0.606862
674,49.1043,0.606862
674.2,49.1045,0.606862
674.2,49.1045,0.606862
675,49.1056,0.606862
675,49.1056,0.606862
675.2,49.1058,0.606862
675.2,49.1058,0.606862
676,49.1069,0.606862
676,49.1069,0.606862
676.2,49.1071,0.606862
676.2,49.1071,0.606862
677,49.1082,0.606862
677,49.1082,0.606862
677.2,49.1085,0.606862
677.2,49.1085,0.606862
678,49.1095,0.606862
678,49.1095,0.606862
678.2,49.1098,0.606862
678.2,49.1098,0.606862
679,49.1108,0.606862
679,49.1108,0.606862
679.2,49.1111,0.606862
679.2,49.1111,0.606862
680,49.1121,0.606862
680,49.1121,0.606862
680.2,49.1124,0.606862
680.2,49.1124,0.606862
681,49.1134,0.606862
681,49.1134,0.606862
681.2,49.1137,0.606862
681.2,49.1137,0.606862
682,49.1147,0.606862
682,49.1147,0.606862
682.2,49.115,0.606862
682.2,49.115,0.606862
683,49.1161,0.606862
683,49.1161,0.606862
683.2,49.1163,0.606862
683.2,49.1163,0.606862
684,49.1174,0.606862
684,49.1174,0.606862
684.2,49.1176,0.606862
684.2,49.1176,0.606862
685,49.1187,0.606862
685,49.1187,0.606862
685.2,49.1189,0.606862
685.2,49.1189,0.606862
686,49.12,0.606862
686,49.12,0.606862
686.2,49.1203,0.606862
686.2,49.1203,0.606862
687,49.1213,0.606862
687,49.1213,0.606862
687.2,49.1216,0.606862
687.2,49.1216,0.606862
688,49.1226,0.606862
688,49.1226,0.606862
688.2,49.1229,0.606862
688.2,49.1229,0.606862
689,49.1239,0.606862
689,49.1239,0.606862
689.2,49.1242,0.606862
689.2,49.1242,0.606862
690,49.1252,0.606862
690,49.1252,0.606862
690.2,49.1255,0.606862
690.2,49.1255,0.606862
691,49.1265,0.606862
691,49.1265,0.606862
691.2,49.1268,0.606862
691.2,49.1268,0.606862
692,49.1279,0.606862
692,49.1279,0.606862
692.2,49.1281,0.606862
692.2,49.1281,0.606862
693,49.1292,0.606862
693,49.1292,0.606862
693.2,49.1294,0.606862
693.2,49.1294,0.606862
694,49.1305,0.606862
694,49.1305,0.606862
694.2,49.1307,0.606862
694.2,49.1307,0.606862
695,49.1318,0.606862
695,49.1318,0.606862
695.2,49.1321,0.606862
695.2,49.1321,0.606862
696,49.1331,0.606862
696,49.1331,0.606862
696.2,49.1334,0.606862
696.2,49.1334,0.606862
697,49.1344,0.606862
697,49.1344,0.606862
697.2,49.1347,0.606862
697.2,49.1347,0.606862
698,49.1357,0.606862
698,49.1357,0.606862
698.2,49.136,0.606862
698.2,49.136,0.606862
699,49.137,0.606862
699,49.137,0.606862
699.2,49.1373,0.606862
699.2,49.1373,0.606862
700,49.1383,0.606862
700,49.1383,0.606862
700.2,49.1386,0.606862
700.2,49.1386,0.606862
701,49.1397,0.606862
701,49.1397,0.606862
701.2,49.1399,0.606862
701.2,49.1399,0.606862
702,49.141,0.606862
702,49.141,0.606862
702.2,49.1412,0.606862
702.2,49.1412,0.606862
703,49.1423,0.606862
703,49.1423,0.606862
703.2,49.1425,0.606862
703.2,49.1425,0.606862
704,49.1436,0.606862
704,49.1436,0.606862
704.2,49.1439,0.606862
704.2,49.1439,0.606862
705,49.1449,0.606862
705,49.1449,0.606862
705.2,49.1452,0.606862
705.2,49.1452,0.606862
706,49.1462,0.606862
706,49.1462,0.606862
706.2,49.1465,0.606862
706.2,49.1465,0.606862
707,49.1475,0.606862
707,49.1475,0.606862
707.2,49.1478,0.606862
707.2,49.1478,0.606862
708,49.1488,0.606862
708,49.1488,0.606862
708.2,49.1491,0.606862
708.2,49.1491,0.606862
709,49.1501,0.606862
709,49.1501,0.606862
709.2,49.1504,0.606862
709.2,49.1504,0.606862
710,49.1515,0.606862
710,49.1515,0.606862
710.2,49.1517,0.606862
710.2,49.1517,0.606862
711,49.1528,0.606862
711,49.1528,0.606862
711.2,49.153,0.606862
711.2,49.153,0.606862
712,49.1541,0.606862
712,49.1541,0.606862
712.2,49.1543,0.606862
712.2,49.1543,0.606862
713,49.1554,0.606862
713,49.1554,0.606862
713.2,49.1557,0.606862
713.2,49.1557,0.606862
714,49.1567,0.606862
714,49.1567,0.606862
714.2,49.157,0.606862
714.2,49.157,0.606862
715,49.158,0.606862
715,49.158,0.606862
715.2,49.1583,0.606862
715.2,49.1583,0.606862
716,49.1593,0.606862
716,49.1593,0.606862
716.2,49.1596,0.606862
716.2,49.1596,0.606862
717,49.1606,0.606862
717,49.1606,0.606862
717.2,49.1609,0.606862
717.2,49.1609,0.606862
718,49.1619,0.606862
718,49.1619,0.606862
718.2,49.1622,0.606862
718.2,49.1622,0.606862
719,49.1633,0.606862
719,49.1633,0.606862
719.2,49.1635,0.606862
719.2,49.1635,0.606862
720,49.1646,0.606862
720,49.1646,0.606862
720.2,49.1648,0.606862
720.2,49.1648,0.606862
721,49.1659,0.606862
721,49.1659,0.606862
721.2,49.1661,0.606862
721.2,49.1661,0.606862
722,49.1672,0.606862
722,49.1672,0.606862
722.2,49.1675,0.606862
722.2,49.1675,0.606862
723,49.1685,0.606862
723,49.1685,0.606862
723.2,49.1688,0.606862
723.2,49.1688,0.606862
724,49.1698,0.606862
724,49.1698,0.606862
724.2,49.1701,0.606862
724.2,49.1701,0.606862
725,49.1711,0.606862
725,49.1711,0.606862
725.2,49.1714,0.606862
725.2,49.1714,0.606862
726,49.1724,0.606862
726,49.1724,0.606862
726.2,49.1727,0.606862
726.2,49.1727,0.606862
727,49.1737,0.606862
727,49.1737,0.606862
727.2,49.174,0.606862
727.2,49.174,0.606862
728,49.1751,0.606862
728,49.1751,0.606862
728.2,49.1753,0.606862
728.2,49.1753,0.606862
729,49.1764,0.606862
729,49.1764,0.606862
729.2,49.1766,0.606862
729.2,49.1766,0.606862
730,49.1777,0.606862
730,49.1777,0.606862
730.2,49.1779,0.606862
730.2,49.1779,0.606862
731,49.179,0.606862
731,49.179,0.606862
731.2,49.1793,0.606862
731.2,49.1793,0.606862
732,49.1803,0.606862
732,49.1803,0.606862
732.2,49.1806,0.606862
732.2,49.1806,0.606862
733,49.1816,0.606862
733,49.1816,0.606862
733.2,49.1819,0.606862
733.2,49.1819,0.606862
734,49.1829,0.606862
734,49.1829,0.606862
734.2,49.1832,0.606862
734.2,49.1832,0.606862
735,49.1842,0.606862
735,49.1842,0.606862
735.2,49.1845,0.606862
735.2,49.1845,0.606862
736,49.1855,0.606862
736,49.1855,0.606862
736.2,49.1858,0.606862
736.2,49.1858,0.606862
737,49.1869,0.606862
737,49.1869,0.606862
737.2,49.1871,0.606862
737.2,49.1871,0.606862
738,49.1882,0.606862
738,49.1882,0.606862
738.2,49.1884,0.606862
738.2,49.1884,0.606862
739,49.1895,0.606862
739,49.1895,0.606862
739.2,49.1897,0.606862
739.2,49.1897,0.606862
740,49.1908,0.606862
740,49.1908,0.606862
740.2,49.1911,0.606862
740.2,49.1911,0.606862
741,49.1921,0.606862
741,49.1921,0.606862
741.2,49.1924,0.606862
741.2,49.1924,0.606862
742,49.1934,0.606862
742,49.1934,0.606862
742.2,49.1937,0.606862
742.2,49.1937,0.606862
743,49.1947,0.606862
743,49.1947,0.606862
743.2,49.195,0.606862
743.2,49.195,0.606862
744,49.196,0.606862
744,49.196,0.606862
744.2,49.1963,0.606862
744.2,49.1963,0.606862
745,49.1973,0.606862
745,49.1973,0.606862
745.2,49.1976,0.606862
745.2,49.1976,0.606862
746,49.1987,0.606862
746,49.1987,0.606862
746.2,49.1989,0.606862
746.2,49.1989,0.606862
747,49.2,0.606862
747,49.2,0.606862
747.2,49.2002,0.606862
747.2,49.2002,0.606862
748,49.2013,0.606862
748,49.2013,0.606862
748.2,49.2015,0.606862
748.2,49.2015,0.606862
749,49.2026,0.606862
749,49.2026,0.606862
749.2,49.2029,0.606862
749.2,49.2029,0.606862
750,49.2039,0.606862
750,49.2039,0.606862
750.2,49.2042,0.606862
750.2,49.2042,0.606862
751,49.2052,0.606862
751,49.2052,0.606862
751.2,49.2055,0.606862
751.2,49.2055,0.606862
752,49.2065,0.606862
752,49.2065,0.606862
752.2,49.2068,0.606862
752.2,49.2068,0.606862
753,49.2078,0.606862
753,49.2078,0.606862
753.2,49.2081,0.606862
753.2,49.2081,0.606862
754,49.2091,0.606862
754,49.2091,0.606862
754.2,49.2094,0.606862
754.2,49.2094,0.606862
755,49.2105,0.606862
755,49.2105,0.606862
755.2,49.2107,0.606862
755.2,49.2107,0.606862
756,49.2118,0.606862
756,49.2118,0.606862
756.2,49.212,0.606862
756.2,49.212,0.606862
757,49.2131,0.606862
757,49.2131,0.606862
757.2,49.2133,0.606862
757.2,49.2133,0.606862
758,49.2144,0.606862
758,49.2144,0.606862
758.2,49.2147,0.606862
758.2,49.2147,0.606862
759,49.2157,0.606862
759,49.2157,0.606862
759.2,49.216,0.606862
759.2,49.216,0.606862
760,49.217,0.606862
760,49.217,0.606862
760.2,49.2173,0.606862
760.2,49.2173,0.606862
761,49.2183,0.606862
761,49.2183,0.606862
761.2,49.2186,0.606862
761.2,49.2186,0.606862
762,49.2196,0.606862
762,49.2196,0.606862
762.2,49.2199,0.606862
762.2,49.2199,0.606862
763,49.2209,0.606862
763,49.2209,0.606862
763.2,49.2212,0.606862
763.2,49.2212,0.606862
764,49.2223,0.606862
764,49.2223,0.606862
764.2,49.2225,0.606862
764.2,49.2225,0.606862
765,49.2236,0.606862
765,49.2236,0.606862
765.2,49.2238,0.606862
765.2,49.2238,0.606862
766,49.2249,0.606862
766,49.2249,0.606862
766.2,49.2251,0.606862
766.2,49.2251,0.606862
767,49.2262,0.606862
767,49.2262,0.606862
767.2,49.2265,0.606862
767.2,49.2265,0.606862
768,49.2275,0.606862
768,49.2275,0.606862
768.2,49.2278,0.606862
768.2,49.2278,0.606862
769,49.2288,0.606862
769,49.2288,0.606862
769.2,49.2291,0.606862
769.2,49.2291,0.606862
770,49.2301,0.606862
770,49.2301,0.606862
770.2,49.2304,0.606862
770.2,49.2304,0.606862
771,49.2314,0.606862
771,49.2314,0.606862
771.2,49.2317,0.606862
771.2,49.2317,0.606862
772,49.2327,0.606862
772,49.2327,0.606862
772.2,49.233,0.606862
772.2,49.233,0.606862
773,49.2341,0.606862
773,49.2341,0.606862
773.2,49.2343,0.606862
773.2,49.2343,0.606862
774,49.2354,0.606862
774,49.2354,0.606862
774.2,49.2356,0.606862
774.2,49.2356,0.606862
775,49.2367,0.606862
775,49.2367,0.606862
775.2,49.2369,0.606862
775.2,49.2369,0.606862
776,49.238,0.606862
776,49.238,0.606862
776.2,49.2383,0.606862
776.2,49.2383,0.606862
777,49.2393,0.606862
777,49.2393,0.606862
777.2,49.2396,0.606862
777.2,49.2396,0.606862
778,49.2406,0.606862
778,49.2406,0.606862
778.2,49.2409,0.606862
778.2,49.2409,0.606862
779,49.2419,0.606862
779,49.2419,0.606862
779.2,49.2422,0.606862
779.2,49.2422,0.606862
780,49.2432,0.606862
780,49.2432,0.606862
780.2,49.2435,0.606862
780.2,49.2435,0.606862
781,49.2445,0.606862
781,49.2445,0.606862
781.2,49.2448,0.606862
781.2,49.2448,0.606862
782,49.2459,0.606862
782,49.2459,0.606862
782.2,49.2461,0.606862
782.2,49.2461,0.606862
783,49.2472,0.606862
783,49.2472,0.606862
783.2,49.2474,0.606862
783.2,49.2474,0.606862
784,49.2485,0.606862
784,49.2485,0.606862
784.2,49.2487,0.606862
784.2,49.2487,0.606862
785,49.2498,0.606862
785,49.2498,0.606862
785.2,49.2501,0.606862
785.2,49.2501,0.606862
786,49.2511,0.606862
786,49.2511,0.606862
786.2,49.2514,0.606862
786.2,49.2514,0.606862
787,49.2524,0.606862
787,49.2524,0.606862
787.2,49.2527,0.606862
787.2,49.2527,0.606862
788,49.2537,0.606862
788,49.2537,0.606862
788.2,49.254,0.606862
788.2,49.254,0.606862
789,49.255,0.606862
789,49.255,0.606862
789.2,49.2553,0.606862
789.2,49.2553,0.606862
790,49.2563,0.606862
790,49.2563,0.606862
790.2,49.2566,0.606862
790.2,49.2566,0.606862
791,49.2577,0.606862
791,49.2577,0.606862
791.2,49.2579,0.606862
791.2,49.2579,0.606862
792,49.259,0.606862
792,49.259,0.606862
792.2,49.2592,0.606862
792.2,49.2592,0.606862
793,49.2603,0.606862
793,49.2603,0.606862
793.2,49.2605,0.606862
793.2,49.2605,0.606862
794,49.2616,0.606862
794,49.2616,0.606862
794.2,49.2619,0.606862
794.2,49.2619,0.606862
795,49.2629,0.606862
795,49.2629,0.606862
795.2,49.2632,0.606862
795.2,49.2632,0.606862
796,49.2642,0.606862
796,49.2642,0.606862
796.2,49.2645,0.606862
796.2,49.2645,0.606862
797,49.2655,0.606862
797,49.2655,0.606862
797.2,49.2658,0.606862
797.2,49.2658,0.606862
798,49.2668,0.606862
798,49.2668,0.606862
798.2,49.2671,0.606862
798.2,49.2671,0.606862
799,49.2681,0.606862
799,49.2681,0.606862
799.2,49.2684,0.606862
799.2,49.2684,0.606862
800,49.2695,0.606862
800,49.2695,0.606862
800.2,49.2697,0.606862
800.2,49.2697,0.606862
801,49.2708,0.606862
801,49.2708,0.606862
801.2,49.271,0.606862
801.2,49.271,0.606862
802,49.2721,0.606862
802,49.2721,0.606862
802.2,49.2723,0.606862
802.2,49.2723,0.606862
803,49.2734,0.606862
803,49.2734,0.606862
803.2,49.2737,0.606862
803.2,49.2737,0.606862
804,49.2747,0.606862
804,49.2747,0.606862
804.2,49.275,0.606862
804.2,49.275,0.606862
805,49.276,0.606862
805,49.276,0.606862
805.2,49.2763,0.606862
805.2,49.2763,0.606862
806,49.2773,0.606862
806,49.2773,0.606862
806.2,49.2776,0.606862
806.2,49.2776,0.606862
807,49.2786,0.606862
807,49.2786,0.606862
807.2,49.2789,0.606862
807.2,49.2789,0.606862
808,49.2799,0.606862
808,49.2799,0.606862
808.2,49.2802,0.606862
808.2,49.2802,0.606862
809,49.2813,0.606862
809,49.2813,0.606862
809.2,49.2815,0.606862
809.2,49.2815,0.606862
810,49.2826,0.606862
810,49.2826,0.606862
810.2,49.2828,0.606862
810.2,49.2828,0.606862
811,49.2839,0.606862
811,49.2839,0.606862
811.2,49.2841,0.606862
811.2,49.2841,0.606862
812,49.2852,0.606862
812,49.2852,0.606862
812.2,49.2855,0.606862
812.2,49.2855,0.606862
813,49.2865,0.606862
813,49.2865,0.606862
813.2,49.2868,0.606862
813.2,49.2868,0.606862
814,49.2878,0.606862
814,49.2878,0.606862
814.2,49.2881,0.606862
814.2,49.2881,0.606862
815,49.2891,0.606862
815,49.2891,0.606862
815.2,49.2894,0.606862
815.2,49.2894,0.606862
816,49.2904,0.606862
816,49.2904,0.606862
816.2,49.2907,0.606862
816.2,49.2907,0.606862
817,49.2917,0.606862
817,49.2917,0.606862
817.2,49.292,0.606862
817.2,49.292,0.606862
818,49.2931,0.606862
818,49.2931,0.606862
818.2,49.2933,0.606862
818.2,49.2933,0.606862
819,49.2944,0.606862
819,49.2944,0.606862
819.2,49.2946,0.606862
819.2,49.2946,0.606862
820,49.2957,0.606862
820,49.2957,0.606862
820.2,49.2959,0.606862
820.2,49.2959,0.606862
821,49.297,0.606862
821,49.297,0.606862
821.2,49.2973,0.606862
821.2,49.2973,0.606862
822,49.2983,0.606862
822,49.2983,0.606862
822.2,49.2986,0.606862
822.2,49.2986,0.606862
823,49.2996,0.606862
823,49.2996,0.606862
823.2,49.2999,0.606862
823.2,49.2999,0.606862
824,49.3009,0.606862
824,49.3009,0.606862
824.2,49.3012,0.606862
824.2,49.3012,0.606862
825,49.3022,0.606862
825,49.3022,0.606862
825.2,49.3025,0.606862
825.2,49.3025,0.606862
826,49.3035,0.606862
826,49.3035,0.606862
826.2,49.3038,0.606862
826.2,49.3038,0.606862
827,49.3049,0.606862
827,49.3049,0.606862
827.2,49.3051,0.606862
827.2,49.3051,0.606862
828,49.3062,0.606862
828,49.3062,0.606862
828.2,49.3064,0.606862
828.2,49.3064,0.606862
829,49.3075,0.606862
829,49.3075,0.606862
829.2,49.3077,0.606862
829.2,49.3077,0.606862
830,49.3088,0.606862
830,49.3088,0.606862
830.2,49.3091,0.606862
830.2,49.3091,0.606862
