time,T_waterIn.T,T_gasIn.T,T_gasOut.T,T_waterOut.T,T_gasIn.inlet.m_flow,T_gasOut.inlet.m_flow,T_waterIn.inlet.m_flow,T_waterOut.inlet.m_flow
865,295.307,322.505,316.016,317.045,0.606862,0.606862,0.083115,0.0831235
865,295.307,322.505,316.016,317.045,0.606862,0.606863,0.083115,0.0831235
866,295.307,322.506,316.028,317.046,0.609907,0.609911,0.083115,0.083125
866,295.307,322.506,316.028,317.046,0.609907,0.609911,0.083115,0.083125
870,295.307,322.511,316.103,317.05,0.622087,0.62209,0.083115,0.0831396
870,295.307,322.511,316.103,317.05,0.622087,0.62209,0.083115,0.0831396
871,295.307,322.513,316.122,317.051,0.625132,0.625136,0.083115,0.083143
871,295.307,322.513,316.122,317.051,0.625132,0.625136,0.083115,0.083143
875,295.307,322.518,316.199,317.059,0.637311,0.637315,0.083115,0.0831555
875,295.307,322.518,316.199,317.059,0.637311,0.637315,0.083115,0.0831555
876,295.307,322.519,316.218,317.061,0.640356,0.64036,0.083115,0.0831583
876,295.307,322.519,316.218,317.061,0.640356,0.64036,0.083115,0.0831583
880,295.307,322.524,316.297,317.071,0.652536,0.65254,0.083115,0.083169
880,295.307,322.524,316.297,317.071,0.652536,0.65254,0.083115,0.083169
881,295.307,322.526,316.317,317.074,0.655581,0.655585,0.083115,0.0831714
881,295.307,322.526,316.317,317.074,0.655581,0.655585,0.083115,0.0831714
885,295.307,322.531,316.398,317.087,0.667761,0.667765,0.083115,0.0831804
885,295.307,322.531,316.398,317.087,0.667761,0.667765,0.083115,0.0831804
886,295.307,322.532,316.418,317.09,0.670806,0.67081,0.083115,0.0831824
886,295.307,322.532,316.418,317.09,0.670806,0.67081,0.083115,0.0831824
890,295.307,322.537,316.499,317.105,0.682985,0.682989,0.083115,0.08319
890,295.307,322.537,316.499,317.105,0.682985,0.682989,0.083115,0.08319
891,295.307,322.539,316.52,317.109,0.68603,0.686034,0.083115,0.0831917
891,295.307,322.539,316.52,317.109,0.68603,0.686034,0.083115,0.0831917
895,295.307,322.544,316.601,317.125,0.69821,0.698214,0.083115,0.0831979
895,295.307,322.544,316.601,317.125,0.69821,0.698214,0.083115,0.0831979
896,295.307,322.545,316.622,317.13,0.701255,0.701259,0.083115,0.0831994
896,295.307,322.545,316.622,317.13,0.701255,0.701259,0.083115,0.0831994
900,295.307,322.551,316.703,317.148,0.713434,0.713438,0.083115,0.0832045
900,295.307,322.551,316.703,317.148,0.713434,0.713438,0.083115,0.0832045
901,295.307,322.552,316.724,317.152,0.71648,0.716484,0.083115,0.0832057
901,295.307,322.552,316.724,317.152,0.71648,0.716484,0.083115,0.0832057
905,295.307,322.557,316.804,317.171,0.728659,0.728663,0.083115,0.0832098
905,295.307,322.557,316.804,317.171,0.728659,0.728663,0.083115,0.0832098
906,295.307,322.558,316.825,317.176,0.731704,0.731708,0.083115,0.0832108
906,295.307,322.558,316.825,317.176,0.731704,0.731708,0.083115,0.0832108
910,295.307,322.564,316.905,317.196,0.743884,0.743888,0.083115,0.0832141
910,295.307,322.564,316.905,317.196,0.743884,0.743888,0.083115,0.0832141
910,295.307,322.564,316.905,317.196,0.743884,0.743888,0.083115,0.0832141
910,295.307,322.564,316.905,317.196,0.743884,0.743888,0.083115,0.0832141
911,295.307,322.697,316.934,317.202,0.746929,0.746968,0.083115,0.0832248
911,295.307,322.697,316.934,317.202,0.746929,0.746968,0.083115,0.0832248
915,295.307,323.228,317.187,317.256,0.759108,0.759147,0.083115,0.0833214
915,295.307,323.228,317.187,317.256,0.759108,0.759147,0.083115,0.0833214
916,295.307,323.361,317.253,317.274,0.762154,0.762193,0.083115,0.083345
916,295.307,323.361,317.253,317.274,0.762154,0.762193,0.083115,0.083345
920,295.307,323.893,317.534,317.368,0.774333,0.774374,0.083115,0.0834346
920,295.307,323.893,317.534,317.368,0.774333,0.774374,0.083115,0.0834346
921,295.307,324.026,317.609,317.397,0.777378,0.77742,0.083115,0.0834559
921,295.307,324.026,317.609,317.397,0.777378,0.77742,0.083115,0.0834559
925,295.307,324.558,317.919,317.532,0.789558,0.789601,0.083115,0.0835367
925,295.307,324.558,317.919,317.532,0.789558,0.789601,0.083115,0.0835367
926,295.307,324.69,318,317.57,0.792603,0.792646,0.083115,0.0835559
926,295.307,324.69,318,317.57,0.792603,0.792646,0.083115,0.0835559
930,295.307,325.222,318.336,317.741,0.804782,0.804827,0.083115,0.0836287
930,295.307,325.222,318.336,317.741,0.804782,0.804827,0.083115,0.0836287
931,295.307,325.355,318.423,317.787,0.807827,0.807873,0.083115,0.083646
931,295.307,325.355,318.423,317.787,0.807827,0.807873,0.083115,0.083646
935,295.307,325.887,318.782,317.989,0.820007,0.820053,0.083115,0.0837114
935,295.307,325.887,318.782,317.989,0.820007,0.820053,0.083115,0.0837114
936,295.307,326.02,318.874,318.042,0.823052,0.823099,0.083115,0.0837269
936,295.307,326.02,318.874,318.042,0.823052,0.823099,0.083115,0.0837269
940,295.307,326.551,319.252,318.271,0.835231,0.835279,0.083115,0.0837853
940,295.307,326.551,319.252,318.271,0.835231,0.835279,0.083115,0.0837853
941,295.307,326.684,319.349,318.332,0.838277,0.838325,0.083115,0.0837992
941,295.307,326.684,319.349,318.332,0.838277,0.838325,0.083115,0.0837992
945,295.307,327.216,319.744,318.585,0.850456,0.850505,0.083115,0.0838509
945,295.307,327.216,319.744,318.585,0.850456,0.850505,0.083115,0.0838509
946,295.307,327.349,319.845,318.651,0.853501,0.85355,0.083115,0.0838631
946,295.307,327.349,319.845,318.651,0.853501,0.85355,0.083115,0.0838631
950,295.307,327.881,320.256,318.928,0.865681,0.865731,0.083115,0.0839084
950,295.307,327.881,320.256,318.928,0.865681,0.865731,0.083115,0.0839084
951,295.307,328.013,320.36,319,0.868726,0.868776,0.083115,0.083919
951,295.307,328.013,320.36,319,0.868726,0.868776,0.083115,0.083919
955,295.307,328.545,320.784,319.298,0.880905,0.880956,0.083115,0.0839585
955,295.307,328.545,320.784,319.298,0.880905,0.880956,0.083115,0.0839585
956,295.307,328.678,320.891,319.375,0.883951,0.884001,0.083115,0.0839675
956,295.307,328.678,320.891,319.375,0.883951,0.884001,0.083115,0.0839675
960,295.307,329.21,321.326,319.694,0.89613,0.896181,0.083115,0.0840005
960,295.307,329.21,321.326,319.694,0.89613,0.896181,0.083115,0.0840005
960,295.307,329.21,321.326,319.694,0.89613,0.896182,0.083115,0.0840005
960,295.307,329.21,321.326,319.694,0.89613,0.896181,0.083115,0.0840005
961,295.307,329.343,321.429,319.777,0.896976,0.897025,0.083115,0.0840066
961,295.307,329.343,321.429,319.777,0.896976,0.897025,0.083115,0.0840066
965,295.307,329.874,321.831,320.115,0.900359,0.900409,0.083115,0.0840197
965,295.307,329.874,321.831,320.115,0.900359,0.900409,0.083115,0.0840197
966,295.307,330.007,321.932,320.202,0.901205,0.901255,0.083115,0.0840227
966,295.307,330.007,321.932,320.202,0.901205,0.901255,0.083115,0.0840227
970,295.307,330.539,322.34,320.557,0.904588,0.904638,0.083115,0.0840328
970,295.307,330.539,322.34,320.557,0.904588,0.904638,0.083115,0.0840328
971,295.307,330.672,322.442,320.648,0.905434,0.905484,0.083115,0.0840346
971,295.307,330.672,322.442,320.648,0.905434,0.905484,0.083115,0.0840346
975,295.307,331.204,322.854,321.02,0.908817,0.908868,0.083115,0.0840406
975,295.307,331.204,322.854,321.02,0.908817,0.908868,0.083115,0.0840406
976,295.307,331.337,322.957,321.115,0.909663,0.909714,0.083115,0.0840418
976,295.307,331.337,322.957,321.115,0.909663,0.909714,0.083115,0.0840418
980,295.307,331.868,323.373,321.502,0.913046,0.913097,0.083115,0.0840446
980,295.307,331.868,323.373,321.502,0.913046,0.913097,0.083115,0.0840446
981,295.307,332.001,323.478,321.601,0.913892,0.913943,0.083115,0.0840452
981,295.307,332.001,323.478,321.601,0.913892,0.913943,0.083115,0.0840452
985,295.307,332.533,323.898,322.005,0.917275,0.917326,0.083115,0.084046
985,295.307,332.533,323.898,322.005,0.917275,0.917326,0.083115,0.084046
986,295.307,332.666,324.004,322.108,0.918121,0.918172,0.083115,0.0840463
986,295.307,332.666,324.004,322.108,0.918121,0.918172,0.083115,0.0840463
990,295.307,333.197,324.428,322.528,0.921504,0.921556,0.083115,0.0840444
990,295.307,333.197,324.428,322.528,0.921504,0.921556,0.083115,0.0840444
991,295.307,333.33,324.534,322.635,0.92235,0.922402,0.083115,0.0840437
991,295.307,333.33,324.534,322.635,0.92235,0.922402,0.083115,0.0840437
995,295.307,333.862,324.962,323.071,0.925733,0.925785,0.083115,0.0840396
995,295.307,333.862,324.962,323.071,0.925733,0.925785,0.083115,0.0840396
996,295.307,333.995,325.07,323.182,0.926579,0.926631,0.083115,0.0840386
996,295.307,333.995,325.07,323.182,0.926579,0.926631,0.083115,0.0840386
1000,295.307,334.527,325.501,323.632,0.929962,0.930015,0.083115,0.0840334
1000,295.307,334.527,325.501,323.632,0.929962,0.930015,0.083115,0.0840334
1001,295.307,334.66,325.61,323.747,0.930808,0.930861,0.083115,0.084032
1001,295.307,334.66,325.61,323.747,0.930808,0.930861,0.083115,0.084032
1005,295.307,335.191,326.045,324.212,0.934191,0.934244,0.083115,0.0840256
1005,295.307,335.191,326.045,324.212,0.934191,0.934244,0.083115,0.0840256
1006,295.307,335.324,326.154,324.33,0.935037,0.93509,0.083115,0.0840242
1006,295.307,335.324,326.154,324.33,0.935037,0.93509,0.083115,0.0840242
1010,295.307,335.856,326.593,324.809,0.93842,0.938473,0.083115,0.0840168
1010,295.307,335.856,326.593,324.809,0.93842,0.938473,0.083115,0.0840168
1011,295.307,335.989,326.703,324.931,0.939266,0.939319,0.083115,0.0840146
1011,295.307,335.989,326.703,324.931,0.939266,0.939319,0.083115,0.0840146
1015,295.307,336.52,327.145,325.424,0.942649,0.942703,0.083115,0.0840065
1015,295.307,336.52,327.145,325.424,0.942649,0.942703,0.083115,0.0840065
1015,295.307,336.52,327.145,325.424,0.94265,0.942703,0.083115,0.0840065
1015,295.307,336.52,327.145,325.424,0.94265,0.942703,0.083115,0.0840065
1016,295.307,336.593,327.249,325.548,0.943495,0.94353,0.083115,0.0840005
1016,295.307,336.593,327.249,325.548,0.943495,0.94353,0.083115,0.0840005
1020,295.307,336.883,327.599,326.034,0.946879,0.946915,0.083115,0.0839459
1020,295.307,336.883,327.599,326.034,0.946879,0.946915,0.083115,0.0839459
1021,295.307,336.956,327.686,326.154,0.947724,0.947761,0.083115,0.0839356
1021,295.307,336.956,327.686,326.154,0.947724,0.947761,0.083115,0.0839356
1025,295.307,337.246,328.029,326.622,0.951108,0.951143,0.083115,0.083892
1025,295.307,337.246,328.029,326.622,0.951108,0.951143,0.083115,0.083892
1026,295.307,337.318,328.113,326.737,0.951953,0.951989,0.083115,0.0838818
1026,295.307,337.318,328.113,326.737,0.951953,0.951989,0.083115,0.0838818
1030,295.307,337.608,328.446,327.189,0.955337,0.955372,0.083115,0.0838441
1030,295.307,337.608,328.446,327.189,0.955337,0.955372,0.083115,0.0838441
1031,295.307,337.681,328.529,327.3,0.956182,0.956218,0.083115,0.0838354
1031,295.307,337.681,328.529,327.3,0.956182,0.956218,0.083115,0.0838354
1035,295.307,337.971,328.854,327.736,0.959566,0.9596,0.083115,0.0838027
1035,295.307,337.971,328.854,327.736,0.959566,0.9596,0.083115,0.0838027
1036,295.307,338.043,328.934,327.844,0.960412,0.960446,0.083115,0.0837952
1036,295.307,338.043,328.934,327.844,0.960412,0.960446,0.083115,0.0837952
1040,295.307,338.333,329.253,328.268,0.963795,0.963829,0.083115,0.0837678
1040,295.307,338.333,329.253,328.268,0.963795,0.963829,0.083115,0.0837678
1041,295.307,338.406,329.331,328.372,0.964641,0.964675,0.083115,0.0837612
1041,295.307,338.406,329.331,328.372,0.964641,0.964675,0.083115,0.0837612
1045,295.307,338.696,329.644,328.786,0.968024,0.968058,0.083115,0.0837368
1045,295.307,338.696,329.644,328.786,0.968024,0.968058,0.083115,0.0837368
1046,295.307,338.768,329.722,328.888,0.96887,0.968903,0.083115,0.0837311
1046,295.307,338.768,329.722,328.888,0.96887,0.968903,0.083115,0.0837311
1050,295.307,339.058,330.03,329.292,0.972253,0.972286,0.083115,0.0837098
1050,295.307,339.058,330.03,329.292,0.972253,0.972286,0.083115,0.0837098
1051,295.307,339.131,330.106,329.392,0.973099,0.973132,0.083115,0.0837048
1051,295.307,339.131,330.106,329.392,0.973099,0.973132,0.083115,0.0837048
1055,295.307,339.421,330.41,329.788,0.976482,0.976515,0.083115,0.0836862
1055,295.307,339.421,330.41,329.788,0.976482,0.976515,0.083115,0.0836862
1056,295.307,339.493,330.486,329.886,0.977328,0.977361,0.083115,0.0836818
1056,295.307,339.493,330.486,329.886,0.977328,0.977361,0.083115,0.0836818
1060,295.307,339.783,330.787,330.276,0.980711,0.980744,0.083115,0.0836654
1060,295.307,339.783,330.787,330.276,0.980711,0.980744,0.083115,0.0836654
1061,295.307,339.856,330.861,330.372,0.981557,0.98159,0.083115,0.0836615
1061,295.307,339.856,330.861,330.372,0.981557,0.98159,0.083115,0.0836615
1065,295.307,340.146,331.159,330.756,0.98494,0.984973,0.083115,0.083647
1065,295.307,340.146,331.159,330.756,0.98494,0.984973,0.083115,0.083647
1066,295.307,340.218,331.234,330.851,0.985786,0.985819,0.083115,0.0836435
1066,295.307,340.218,331.234,330.851,0.985786,0.985819,0.083115,0.0836435
1070,295.307,340.508,331.529,331.23,0.989169,0.989202,0.083115,0.0836306
1070,295.307,340.508,331.529,331.23,0.989169,0.989202,0.083115,0.0836306
1071,295.307,340.581,331.603,331.324,0.990015,0.990048,0.083115,0.0836275
1071,295.307,340.581,331.603,331.324,0.990015,0.990048,0.083115,0.0836275
1075,295.307,340.871,331.897,331.699,0.993398,0.993431,0.083115,0.0836158
1075,295.307,340.871,331.897,331.699,0.993398,0.993431,0.083115,0.0836158
1076,295.307,340.943,331.97,331.792,0.994244,0.994276,0.083115,0.0836129
1076,295.307,340.943,331.97,331.792,0.994244,0.994276,0.083115,0.0836129
1080,295.307,341.234,332.263,332.163,0.997627,0.99766,0.083115,0.0836023
1080,295.307,341.234,332.263,332.163,0.997627,0.99766,0.083115,0.0836023
1081,295.307,341.306,332.336,332.255,0.998473,0.998505,0.083115,0.0835998
1081,295.307,341.306,332.336,332.255,0.998473,0.998505,0.083115,0.0835998
1085,295.307,341.596,332.627,332.623,1.00186,1.00189,0.083115,0.0835904
1085,295.307,341.596,332.627,332.623,1.00186,1.00189,0.083115,0.0835904
1086,295.307,341.669,332.7,332.715,1.0027,1.00273,0.083115,0.0835882
1086,295.307,341.669,332.7,332.715,1.0027,1.00273,0.083115,0.0835882
1090,295.307,341.959,332.99,333.08,1.00609,1.00612,0.083115,0.0835796
1090,295.307,341.959,332.99,333.08,1.00609,1.00612,0.083115,0.0835796
1091,295.307,342.031,333.062,333.171,1.00693,1.00696,0.083115,0.0835776
1091,295.307,342.031,333.062,333.171,1.00693,1.00696,0.083115,0.0835776
1095,295.307,342.321,333.352,333.534,1.01031,1.01035,0.083115,0.0835702
1095,295.307,342.321,333.352,333.534,1.01031,1.01035,0.083115,0.0835702
1096,295.307,342.394,333.424,333.625,1.01116,1.01119,0.083115,0.0835683
1096,295.307,342.394,333.424,333.625,1.01116,1.01119,0.083115,0.0835683
1100,295.307,342.684,333.713,333.986,1.01454,1.01458,0.083115,0.0835609
1100,295.307,342.684,333.713,333.986,1.01454,1.01458,0.083115,0.0835609
1101,295.307,342.756,333.785,334.076,1.01539,1.01542,0.083115,0.0835591
1101,295.307,342.756,333.785,334.076,1.01539,1.01542,0.083115,0.0835591
1105,295.307,343.046,334.074,334.436,1.01877,1.0188,0.083115,0.0835521
1105,295.307,343.046,334.074,334.436,1.01877,1.0188,0.083115,0.0835521
1106,295.307,343.119,334.146,334.526,1.01962,1.01965,0.083115,0.0835504
1106,295.307,343.119,334.146,334.526,1.01962,1.01965,0.083115,0.0835504
1110,295.307,343.409,334.435,334.884,1.023,1.02303,0.083115,0.0835439
1110,295.307,343.409,334.435,334.884,1.023,1.02303,0.083115,0.0835439
1111,295.307,343.481,334.507,334.973,1.02385,1.02388,0.083115,0.0835423
1111,295.307,343.481,334.507,334.973,1.02385,1.02388,0.083115,0.0835423
1115,295.307,343.771,334.795,335.33,1.02723,1.02726,0.083115,0.0835362
1115,295.307,343.771,334.795,335.33,1.02723,1.02726,0.083115,0.0835362
1116,295.307,343.844,334.867,335.419,1.02808,1.02811,0.083115,0.0835347
1116,295.307,343.844,334.867,335.419,1.02808,1.02811,0.083115,0.0835347
1120,295.307,344.134,335.156,335.775,1.03146,1.03149,0.083115,0.0835288
1120,295.307,344.134,335.156,335.775,1.03146,1.03149,0.083115,0.0835288
1121,295.307,344.206,335.228,335.864,1.03231,1.03234,0.083115,0.0835274
1121,295.307,344.206,335.228,335.864,1.03231,1.03234,0.083115,0.0835274
1125,295.307,344.496,335.516,336.218,1.03569,1.03572,0.083115,0.0835219
1125,295.307,344.496,335.516,336.218,1.03569,1.03572,0.083115,0.0835219
1126,295.307,344.569,335.588,336.307,1.03653,1.03657,0.083115,0.0835206
1126,295.307,344.569,335.588,336.307,1.03653,1.03657,0.083115,0.0835206
1130,295.307,344.859,335.877,336.66,1.03992,1.03995,0.083115,0.0835153
1130,295.307,344.859,335.877,336.66,1.03992,1.03995,0.083115,0.0835153
1131,295.307,344.931,335.949,336.749,1.04076,1.0408,0.083115,0.083514
1131,295.307,344.931,335.949,336.749,1.04076,1.0408,0.083115,0.083514
1135,295.307,345.221,336.238,337.102,1.04415,1.04418,0.083115,0.083509
1135,295.307,345.221,336.238,337.102,1.04415,1.04418,0.083115,0.083509
1136,295.307,345.294,336.31,337.19,1.04499,1.04502,0.083115,0.0835078
1136,295.307,345.294,336.31,337.19,1.04499,1.04502,0.083115,0.0835078
1140,295.307,345.584,336.599,337.542,1.04838,1.04841,0.083115,0.083503
1140,295.307,345.584,336.599,337.542,1.04838,1.04841,0.083115,0.083503
1141,295.307,345.657,336.671,337.63,1.04922,1.04925,0.083115,0.0835018
1141,295.307,345.657,336.671,337.63,1.04922,1.04925,0.083115,0.0835018
1145,295.307,345.947,336.96,337.981,1.0526,1.05264,0.083115,0.0834971
1145,295.307,345.947,336.96,337.981,1.0526,1.05264,0.083115,0.0834971
1146,295.307,346.019,337.033,338.069,1.05345,1.05348,0.083115,0.0834958
1146,295.307,346.019,337.033,338.069,1.05345,1.05348,0.083115,0.0834958
1150,295.307,346.309,337.322,338.419,1.05683,1.05687,0.083115,0.0834914
1150,295.307,346.309,337.322,338.419,1.05683,1.05687,0.083115,0.0834914
1151,295.307,346.382,337.394,338.507,1.05768,1.05771,0.083115,0.0834904
1151,295.307,346.382,337.394,338.507,1.05768,1.05771,0.083115,0.0834904
1155,295.307,346.672,337.684,338.856,1.06106,1.06109,0.083115,0.0834862
1155,295.307,346.672,337.684,338.856,1.06106,1.06109,0.083115,0.0834862
1156,295.307,346.744,337.757,338.944,1.06191,1.06194,0.083115,0.0834852
1156,295.307,346.744,337.757,338.944,1.06191,1.06194,0.083115,0.0834852
1160,295.307,347.034,338.047,339.293,1.06529,1.06532,0.083115,0.0834813
1160,295.307,347.034,338.047,339.293,1.06529,1.06532,0.083115,0.0834813
1161,295.307,347.107,338.12,339.38,1.06614,1.06617,0.083115,0.0834803
1161,295.307,347.107,338.12,339.38,1.06614,1.06617,0.083115,0.0834803
1165,295.307,347.397,338.41,339.728,1.06952,1.06955,0.083115,0.0834765
1165,295.307,347.397,338.41,339.728,1.06952,1.06955,0.083115,0.0834765
1166,295.307,347.469,338.483,339.815,1.07037,1.0704,0.083115,0.0834755
1166,295.307,347.469,338.483,339.815,1.07037,1.0704,0.083115,0.0834755
1170,295.307,347.759,338.774,340.163,1.07375,1.07378,0.083115,0.0834718
1170,295.307,347.759,338.774,340.163,1.07375,1.07378,0.083115,0.0834718
1171,295.307,347.832,338.846,340.25,1.0746,1.07463,0.083115,0.0834709
1171,295.307,347.832,338.846,340.25,1.0746,1.07463,0.083115,0.0834709
1175,295.307,348.122,339.138,340.598,1.07798,1.07801,0.083115,0.0834673
1175,295.307,348.122,339.138,340.598,1.07798,1.07801,0.083115,0.0834673
1176,295.307,348.194,339.211,340.684,1.07882,1.07886,0.083115,0.0834665
1176,295.307,348.194,339.211,340.684,1.07882,1.07886,0.083115,0.0834665
1180,295.307,348.484,339.502,341.031,1.08221,1.08224,0.083115,0.083463
1180,295.307,348.484,339.502,341.031,1.08221,1.08224,0.083115,0.083463
1181,295.307,348.557,339.575,341.118,1.08305,1.08309,0.083115,0.0834621
1181,295.307,348.557,339.575,341.118,1.08305,1.08309,0.083115,0.0834621
1185,295.307,348.847,339.867,341.464,1.08644,1.08647,0.083115,0.0834588
1185,295.307,348.847,339.867,341.464,1.08644,1.08647,0.083115,0.0834588
1186,295.307,348.919,339.94,341.551,1.08728,1.08731,0.083115,0.0834579
1186,295.307,348.919,339.94,341.551,1.08728,1.08731,0.083115,0.0834579
1190,295.307,349.209,340.232,341.896,1.09067,1.0907,0.083115,0.0834547
1190,295.307,349.209,340.232,341.896,1.09067,1.0907,0.083115,0.0834547
1191,295.307,349.282,340.306,341.983,1.09151,1.09154,0.083115,0.0834539
1191,295.307,349.282,340.306,341.983,1.09151,1.09154,0.083115,0.0834539
1195,295.307,349.572,340.598,342.328,1.09489,1.09493,0.083115,0.0834511
1195,295.307,349.572,340.598,342.328,1.09489,1.09493,0.083115,0.0834511
1196,295.307,349.644,340.671,342.414,1.09574,1.09577,0.083115,0.0834504
1196,295.307,349.644,340.671,342.414,1.09574,1.09577,0.083115,0.0834504
1200,295.307,349.935,340.964,342.759,1.09912,1.09916,0.083115,0.0834471
1200,295.307,349.935,340.964,342.759,1.09912,1.09916,0.083115,0.0834471
1200,295.307,349.935,340.964,342.759,1.09912,1.09916,0.083115,0.0834471
1200,295.307,349.935,340.964,342.759,1.09912,1.09916,0.083115,0.0834471
1201,295.307,350,341.035,342.845,1.09947,1.0995,0.083115,0.0834458
1201,295.307,350,341.035,342.845,1.09947,1.0995,0.083115,0.0834458
1205,295.307,350.264,341.308,343.187,1.10088,1.10091,0.083115,0.0834375
1205,295.307,350.264,341.308,343.187,1.10088,1.10091,0.083115,0.0834375
1206,295.307,350.33,341.377,343.271,1.10123,1.10126,0.083115,0.0834358
1206,295.307,350.33,341.377,343.271,1.10123,1.10126,0.083115,0.0834358
1210,295.307,350.594,341.648,343.608,1.10263,1.10266,0.083115,0.0834284
1210,295.307,350.594,341.648,343.608,1.10263,1.10266,0.083115,0.0834284
1211,295.307,350.66,341.716,343.692,1.10298,1.10301,0.083115,0.0834267
1211,295.307,350.66,341.716,343.692,1.10298,1.10301,0.083115,0.0834267
1215,295.307,350.924,341.985,344.024,1.10438,1.10441,0.083115,0.0834202
1215,295.307,350.924,341.985,344.024,1.10438,1.10441,0.083115,0.0834202
1216,295.307,350.99,342.053,344.106,1.10473,1.10476,0.083115,0.0834186
1216,295.307,350.99,342.053,344.106,1.10473,1.10476,0.083115,0.0834186
1220,295.307,351.254,342.321,344.434,1.10614,1.10617,0.083115,0.0834128
1220,295.307,351.254,342.321,344.434,1.10614,1.10617,0.083115,0.0834128
1221,295.307,351.32,342.388,344.516,1.10649,1.10652,0.083115,0.0834114
1221,295.307,351.32,342.388,344.516,1.10649,1.10652,0.083115,0.0834114
1225,295.307,351.584,342.654,344.84,1.10789,1.10792,0.083115,0.083406
1225,295.307,351.584,342.654,344.84,1.10789,1.10792,0.083115,0.083406
1226,295.307,351.65,342.721,344.921,1.10824,1.10827,0.083115,0.0834048
1226,295.307,351.65,342.721,344.921,1.10824,1.10827,0.083115,0.0834048
1230,295.307,351.914,342.986,345.242,1.10964,1.10967,0.083115,0.0833999
1230,295.307,351.914,342.986,345.242,1.10964,1.10967,0.083115,0.0833999
1231,295.307,351.98,343.052,345.322,1.10999,1.11002,0.083115,0.0833987
1231,295.307,351.98,343.052,345.322,1.10999,1.11002,0.083115,0.0833987
1235,295.307,352.244,343.317,345.64,1.1114,1.11143,0.083115,0.0833943
1235,295.307,352.244,343.317,345.64,1.1114,1.11143,0.083115,0.0833943
1236,295.307,352.31,343.383,345.72,1.11175,1.11178,0.083115,0.0833932
1236,295.307,352.31,343.383,345.72,1.11175,1.11178,0.083115,0.0833932
1240,295.307,352.574,343.646,346.036,1.11315,1.11318,0.083115,0.0833891
1240,295.307,352.574,343.646,346.036,1.11315,1.11318,0.083115,0.0833891
1241,295.307,352.64,343.712,346.114,1.1135,1.11353,0.083115,0.0833881
1241,295.307,352.64,343.712,346.114,1.1135,1.11353,0.083115,0.0833881
1245,295.307,352.903,343.975,346.428,1.1149,1.11493,0.083115,0.0833843
1245,295.307,352.903,343.975,346.428,1.1149,1.11493,0.083115,0.0833843
1246,295.307,352.969,344.041,346.507,1.11525,1.11528,0.083115,0.0833833
1246,295.307,352.969,344.041,346.507,1.11525,1.11528,0.083115,0.0833833
1250,295.307,353.233,344.303,346.818,1.11666,1.11669,0.083115,0.0833797
1250,295.307,353.233,344.303,346.818,1.11666,1.11669,0.083115,0.0833797
1251,295.307,353.299,344.369,346.896,1.11701,1.11704,0.083115,0.0833789
1251,295.307,353.299,344.369,346.896,1.11701,1.11704,0.083115,0.0833789
1255,295.307,353.563,344.63,347.206,1.11841,1.11844,0.083115,0.0833755
1255,295.307,353.563,344.63,347.206,1.11841,1.11844,0.083115,0.0833755
1256,295.307,353.629,344.696,347.284,1.11876,1.11879,0.083115,0.0833747
1256,295.307,353.629,344.696,347.284,1.11876,1.11879,0.083115,0.0833747
1260,295.307,353.893,344.957,347.592,1.12016,1.12019,0.083115,0.0833713
1260,295.307,353.893,344.957,347.592,1.12016,1.12019,0.083115,0.0833713
1261,295.307,353.959,345.023,347.669,1.12051,1.12054,0.083115,0.0833705
1261,295.307,353.959,345.023,347.669,1.12051,1.12054,0.083115,0.0833705
1265,295.307,354.223,345.284,347.976,1.12192,1.12195,0.083115,0.0833675
1265,295.307,354.223,345.284,347.976,1.12192,1.12195,0.083115,0.0833675
1266,295.307,354.289,345.349,348.053,1.12227,1.1223,0.083115,0.0833667
1266,295.307,354.289,345.349,348.053,1.12227,1.1223,0.083115,0.0833667
1270,295.307,354.553,345.61,348.358,1.12367,1.1237,0.083115,0.0833639
1270,295.307,354.553,345.61,348.358,1.12367,1.1237,0.083115,0.0833639
1271,295.307,354.619,345.675,348.435,1.12402,1.12405,0.083115,0.0833632
1271,295.307,354.619,345.675,348.435,1.12402,1.12405,0.083115,0.0833632
1275,295.307,354.883,345.936,348.739,1.12542,1.12545,0.083115,0.0833605
1275,295.307,354.883,345.936,348.739,1.12542,1.12545,0.083115,0.0833605
1276,295.307,354.949,346.001,348.815,1.12577,1.1258,0.083115,0.0833599
1276,295.307,354.949,346.001,348.815,1.12577,1.1258,0.083115,0.0833599
1280,295.307,355.213,346.262,349.119,1.12718,1.1272,0.083115,0.0833573
1280,295.307,355.213,346.262,349.119,1.12718,1.1272,0.083115,0.0833573
1281,295.307,355.279,346.327,349.195,1.12753,1.12756,0.083115,0.0833567
1281,295.307,355.279,346.327,349.195,1.12753,1.12756,0.083115,0.0833567
1285,295.307,355.542,346.587,349.497,1.12893,1.12896,0.083115,0.0833543
1285,295.307,355.542,346.587,349.497,1.12893,1.12896,0.083115,0.0833543
1286,295.307,355.608,346.652,349.573,1.12928,1.12931,0.083115,0.0833537
1286,295.307,355.608,346.652,349.573,1.12928,1.12931,0.083115,0.0833537
1290,295.307,355.872,346.913,349.874,1.13068,1.13071,0.083115,0.0833513
1290,295.307,355.872,346.913,349.874,1.13068,1.13071,0.083115,0.0833513
1291,295.307,355.938,346.978,349.95,1.13103,1.13106,0.083115,0.0833508
