time,T_waterIn.T,T_gasIn.T,T_gasOut.T,T_waterOut.T,T_gasIn.inlet.m_flow,T_gasOut.inlet.m_flow,T_waterIn.inlet.m_flow,T_waterOut.inlet.m_flow
421,295.307,321.923,315.623,316.705,0.606862,0.606862,0.083115,0.0831235
421,295.307,321.923,315.623,316.705,0.606862,0.606862,0.083115,0.0831235
425,295.307,321.928,315.626,316.708,0.606862,0.606862,0.083115,0.0831235
425,295.307,321.928,315.626,316.708,0.606862,0.606862,0.083115,0.0831235
426,295.307,321.929,315.627,316.709,0.606862,0.606862,0.083115,0.0831235
426,295.307,321.929,315.627,316.709,0.606862,0.606862,0.083115,0.0831235
430,295.307,321.934,315.631,316.712,0.606862,0.606862,0.083115,0.0831235
430,295.307,321.934,315.631,316.712,0.606862,0.606862,0.083115,0.0831235
431,295.307,321.936,315.632,316.713,0.606862,0.606862,0.083115,0.0831235
431,295.307,321.936,315.632,316.713,0.606862,0.606862,0.083115,0.0831235
435,295.307,321.941,315.635,316.716,0.606862,0.606862,0.083115,0.0831235
435,295.307,321.941,315.635,316.716,0.606862,0.606862,0.083115,0.0831235
436,295.307,321.942,315.636,316.717,0.606862,0.606862,0.083115,0.0831235
436,295.307,321.942,315.636,316.717,0.606862,0.606862,0.083115,0.0831235
440,295.307,321.947,315.64,316.72,0.606862,0.606862,0.083115,0.0831235
440,295.307,321.947,315.64,316.72,0.606862,0.606862,0.083115,0.0831235
441,295.307,321.949,315.641,316.721,0.606862,0.606862,0.083115,0.0831235
441,295.307,321.949,315.641,316.721,0.606862,0.606862,0.083115,0.0831235
445,295.307,321.954,315.644,316.724,0.606862,0.606862,0.083115,0.0831235
445,295.307,321.954,315.644,316.724,0.606862,0.606862,0.083115,0.0831235
446,295.307,321.955,315.645,316.724,0.606862,0.606862,0.083115,0.0831235
446,295.307,321.955,315.645,316.724,0.606862,0.606862,0.083115,0.0831235
450,295.307,321.961,315.649,316.727,0.606862,0.606862,0.083115,0.0831235
450,295.307,321.961,315.649,316.727,0.606862,0.606862,0.083115,0.0831235
451,295.307,321.962,315.65,316.728,0.606862,0.606862,0.083115,0.0831235
451,295.307,321.962,315.65,316.728,0.606862,0.606862,0.083115,0.0831235
455,295.307,321.967,315.653,316.731,0.606862,0.606862,0.083115,0.0831235
455,295.307,321.967,315.653,316.731,0.606862,0.606862,0.083115,0.0831235
456,295.307,321.968,315.654,316.732,0.606862,0.606862,0.083115,0.0831235
456,295.307,321.968,315.654,316.732,0.606862,0.606862,0.083115,0.0831235
460,295.307,321.974,315.657,316.735,0.606862,0.606862,0.083115,0.0831235
460,295.307,321.974,315.657,316.735,0.606862,0.606862,0.083115,0.0831235
461,295.307,321.975,315.658,316.736,0.606862,0.606862,0.083115,0.0831235
461,295.307,321.975,315.658,316.736,0.606862,0.606862,0.083115,0.0831235
465,295.307,321.98,315.662,316.739,0.606862,0.606862,0.083115,0.0831235
465,295.307,321.98,315.662,316.739,0.606862,0.606862,0.083115,0.0831235
466,295.307,321.982,315.663,316.74,0.606862,0.606862,0.083115,0.0831235
466,295.307,321.982,315.663,316.74,0.606862,0.606862,0.083115,0.0831235
470,295.307,321.987,315.666,316.743,0.606862,0.606862,0.083115,0.0831235
470,295.307,321.987,315.666,316.743,0.606862,0.606862,0.083115,0.0831235
471,295.307,321.988,315.667,316.744,0.606862,0.606862,0.083115,0.0831235
471,295.307,321.988,315.667,316.744,0.606862,0.606862,0.083115,0.0831235
475,295.307,321.993,315.671,316.747,0.606862,0.606862,0.083115,0.0831235
475,295.307,321.993,315.671,316.747,0.606862,0.606862,0.083115,0.0831235
476,295.307,321.995,315.672,316.747,0.606862,0.606862,0.083115,0.0831235
476,295.307,321.995,315.672,316.747,0.606862,0.606862,0.083115,0.0831235
480,295.307,322,315.675,316.75,0.606862,0.606862,0.083115,0.0831235
480,295.307,322,315.675,316.75,0.606862,0.606862,0.083115,0.0831235
481,295.307,322.001,315.676,316.751,0.606862,0.606862,0.083115,0.0831235
481,295.307,322.001,315.676,316.751,0.606862,0.606862,0.083115,0.0831235
485,295.307,322.006,315.68,316.754,0.606862,0.606862,0.083115,0.0831235
485,295.307,322.006,315.68,316.754,0.606862,0.606862,0.083115,0.0831235
486,295.307,322.008,315.681,316.755,0.606862,0.606862,0.083115,0.0831235
486,295.307,322.008,315.681,316.755,0.606862,0.606862,0.083115,0.0831235
490,295.307,322.013,315.684,316.758,0.606862,0.606862,0.083115,0.0831235
490,295.307,322.013,315.684,316.758,0.606862,0.606862,0.083115,0.0831235
491,295.307,322.014,315.685,316.759,0.606862,0.606862,0.083115,0.0831235
491,295.307,322.014,315.685,316.759,0.606862,0.606862,0.083115,0.0831235
495,295.307,322.02,315.689,316.762,0.606862,0.606862,0.083115,0.0831235
495,295.307,322.02,315.689,316.762,0.606862,0.606862,0.083115,0.0831235
496,295.307,322.021,315.689,316.763,0.606862,0.606862,0.083115,0.0831235
496,295.307,322.021,315.689,316.763,0.606862,0.606862,0.083115,0.0831235
500,295.307,322.026,315.693,316.766,0.606862,0.606862,0.083115,0.0831235
500,295.307,322.026,315.693,316.766,0.606862,0.606862,0.083115,0.0831235
501,295.307,322.027,315.694,316.766,0.606862,0.606862,0.083115,0.0831235
501,295.307,322.027,315.694,316.766,0.606862,0.606862,0.083115,0.0831235
505,295.307,322.033,315.697,316.769,0.606862,0.606862,0.083115,0.0831235
505,295.307,322.033,315.697,316.769,0.606862,0.606862,0.083115,0.0831235
506,295.307,322.034,315.698,316.77,0.606862,0.606862,0.083115,0.0831235
506,295.307,322.034,315.698,316.77,0.606862,0.606862,0.083115,0.0831235
510,295.307,322.039,315.702,316.773,0.606862,0.606862,0.083115,0.0831235
510,295.307,322.039,315.702,316.773,0.606862,0.606862,0.083115,0.0831235
511,295.307,322.041,315.703,316.774,0.606862,0.606862,0.083115,0.0831235
511,295.307,322.041,315.703,316.774,0.606862,0.606862,0.083115,0.0831235
515,295.307,322.046,315.706,316.777,0.606862,0.606862,0.083115,0.0831235
515,295.307,322.046,315.706,316.777,0.606862,0.606862,0.083115,0.0831235
516,295.307,322.047,315.707,316.778,0.606862,0.606862,0.083115,0.0831235
516,295.307,322.047,315.707,316.778,0.606862,0.606862,0.083115,0.0831235
520,295.307,322.052,315.711,316.781,0.606862,0.606862,0.083115,0.0831235
520,295.307,322.052,315.711,316.781,0.606862,0.606862,0.083115,0.0831235
521,295.307,322.054,315.712,316.782,0.606862,0.606862,0.083115,0.0831235
521,295.307,322.054,315.712,316.782,0.606862,0.606862,0.083115,0.0831235
525,295.307,322.059,315.715,316.785,0.606862,0.606862,0.083115,0.0831235
525,295.307,322.059,315.715,316.785,0.606862,0.606862,0.083115,0.0831235
526,295.307,322.06,315.716,316.786,0.606862,0.606862,0.083115,0.0831235
526,295.307,322.06,315.716,316.786,0.606862,0.606862,0.083115,0.0831235
530,295.307,322.065,315.72,316.789,0.606862,0.606862,0.083115,0.0831235
530,295.307,322.065,315.72,316.789,0.606862,0.606862,0.083115,0.0831235
531,295.307,322.067,315.72,316.789,0.606862,0.606862,0.083115,0.0831235
531,295.307,322.067,315.72,316.789,0.606862,0.606862,0.083115,0.0831235
535,295.307,322.072,315.724,316.792,0.606862,0.606862,0.083115,0.0831235
535,295.307,322.072,315.724,316.792,0.606862,0.606862,0.083115,0.0831235
536,295.307,322.073,315.725,316.793,0.606862,0.606862,0.083115,0.0831235
536,295.307,322.073,315.725,316.793,0.606862,0.606862,0.083115,0.0831235
540,295.307,322.079,315.728,316.796,0.606862,0.606862,0.083115,0.0831235
540,295.307,322.079,315.728,316.796,0.606862,0.606862,0.083115,0.0831235
541,295.307,322.08,315.729,316.797,0.606862,0.606862,0.083115,0.0831235
541,295.307,322.08,315.729,316.797,0.606862,0.606862,0.083115,0.0831235
545,295.307,322.085,315.733,316.8,0.606862,0.606862,0.083115,0.0831235
545,295.307,322.085,315.733,316.8,0.606862,0.606862,0.083115,0.0831235
546,295.307,322.086,315.734,316.801,0.606862,0.606862,0.083115,0.0831235
546,295.307,322.086,315.734,316.801,0.606862,0.606862,0.083115,0.0831235
550,295.307,322.092,315.737,316.804,0.606862,0.606862,0.083115,0.0831235
550,295.307,322.092,315.737,316.804,0.606862,0.606862,0.083115,0.0831235
551,295.307,322.093,315.738,316.805,0.606862,0.606862,0.083115,0.0831235
551,295.307,322.093,315.738,316.805,0.606862,0.606862,0.083115,0.0831235
555,295.307,322.098,315.742,316.808,0.606862,0.606862,0.083115,0.0831235
555,295.307,322.098,315.742,316.808,0.606862,0.606862,0.083115,0.0831235
556,295.307,322.1,315.743,316.808,0.606862,0.606862,0.083115,0.0831235
556,295.307,322.1,315.743,316.808,0.606862,0.606862,0.083115,0.0831235
560,295.307,322.105,315.746,316.812,0.606862,0.606862,0.083115,0.0831235
560,295.307,322.105,315.746,316.812,0.606862,0.606862,0.083115,0.0831235
561,295.307,322.106,315.747,316.812,0.606862,0.606862,0.083115,0.0831235
561,295.307,322.106,315.747,316.812,0.606862,0.606862,0.083115,0.0831235
565,295.307,322.111,315.751,316.815,0.606862,0.606862,0.083115,0.0831235
565,295.307,322.111,315.751,316.815,0.606862,0.606862,0.083115,0.0831235
566,295.307,322.113,315.752,316.816,0.606862,0.606862,0.083115,0.0831235
566,295.307,322.113,315.752,316.816,0.606862,0.606862,0.083115,0.0831235
570,295.307,322.118,315.755,316.819,0.606862,0.606862,0.083115,0.0831235
570,295.307,322.118,315.755,316.819,0.606862,0.606862,0.083115,0.0831235
571,295.307,322.119,315.756,316.82,0.606862,0.606862,0.083115,0.0831235
571,295.307,322.119,315.756,316.82,0.606862,0.606862,0.083115,0.0831235
575,295.307,322.124,315.759,316.823,0.606862,0.606862,0.083115,0.0831235
575,295.307,322.124,315.759,316.823,0.606862,0.606862,0.083115,0.0831235
576,295.307,322.126,315.76,316.824,0.606862,0.606862,0.083115,0.0831235
576,295.307,322.126,315.76,316.824,0.606862,0.606862,0.083115,0.0831235
580,295.307,322.131,315.764,316.827,0.606862,0.606862,0.083115,0.0831235
580,295.307,322.131,315.764,316.827,0.606862,0.606862,0.083115,0.0831235
581,295.307,322.132,315.765,316.828,0.606862,0.606862,0.083115,0.0831235
581,295.307,322.132,315.765,316.828,0.606862,0.606862,0.083115,0.0831235
585,295.307,322.138,315.768,316.831,0.606862,0.606862,0.083115,0.0831235
585,295.307,322.138,315.768,316.831,0.606862,0.606862,0.083115,0.0831235
586,295.307,322.139,315.769,316.831,0.606862,0.606862,0.083115,0.0831235
586,295.307,322.139,315.769,316.831,0.606862,0.606862,0.083115,0.0831235
590,295.307,322.144,315.773,316.834,0.606862,0.606862,0.083115,0.0831235
590,295.307,322.144,315.773,316.834,0.606862,0.606862,0.083115,0.0831235
591,295.307,322.145,315.774,316.835,0.606862,0.606862,0.083115,0.0831235
591,295.307,322.145,315.774,316.835,0.606862,0.606862,0.083115,0.0831235
595,295.307,322.151,315.777,316.838,0.606862,0.606862,0.083115,0.0831235
595,295.307,322.151,315.777,316.838,0.606862,0.606862,0.083115,0.0831235
596,295.307,322.152,315.778,316.839,0.606862,0.606862,0.083115,0.0831235
596,295.307,322.152,315.778,316.839,0.606862,0.606862,0.083115,0.0831235
600,295.307,322.157,315.782,316.842,0.606862,0.606862,0.083115,0.0831235
600,295.307,322.157,315.782,316.842,0.606862,0.606862,0.083115,0.0831235
601,295.307,322.159,315.783,316.843,0.606862,0.606862,0.083115,0.0831235
601,295.307,322.159,315.783,316.843,0.606862,0.606862,0.083115,0.0831235
605,295.307,322.164,315.786,316.846,0.606862,0.606862,0.083115,0.0831235
605,295.307,322.164,315.786,316.846,0.606862,0.606862,0.083115,0.0831235
606,295.307,322.165,315.787,316.847,0.606862,0.606862,0.083115,0.0831235
606,295.307,322.165,315.787,316.847,0.606862,0.606862,0.083115,0.0831235
610,295.307,322.17,315.791,316.85,0.606862,0.606862,0.083115,0.0831235
610,295.307,322.17,315.791,316.85,0.606862,0.606862,0.083115,0.0831235
611,295.307,322.172,315.791,316.85,0.606862,0.606862,0.083115,0.0831235
611,295.307,322.172,315.791,316.85,0.606862,0.606862,0.083115,0.0831235
615,295.307,322.177,315.795,316.854,0.606862,0.606862,0.083115,0.0831235
615,295.307,322.177,315.795,316.854,0.606862,0.606862,0.083115,0.0831235
616,295.307,322.178,315.796,316.854,0.606862,0.606862,0.083115,0.0831235
616,295.307,322.178,315.796,316.854,0.606862,0.606862,0.083115,0.0831235
620,295.307,322.183,315.799,316.857,0.606862,0.606862,0.083115,0.0831235
620,295.307,322.183,315.799,316.857,0.606862,0.606862,0.083115,0.0831235
621,295.307,322.185,315.8,316.858,0.606862,0.606862,0.083115,0.0831235
621,295.307,322.185,315.8,316.858,0.606862,0.606862,0.083115,0.0831235
625,295.307,322.19,315.804,316.861,0.606862,0.606862,0.083115,0.0831235
625,295.307,322.19,315.804,316.861,0.606862,0.606862,0.083115,0.0831235
626,295.307,322.191,315.805,316.862,0.606862,0.606862,0.083115,0.0831235
626,295.307,322.191,315.805,316.862,0.606862,0.606862,0.083115,0.0831235
630,295.307,322.197,315.808,316.865,0.606862,0.606862,0.083115,0.0831235
630,295.307,322.197,315.808,316.865,0.606862,0.606862,0.083115,0.0831235
631,295.307,322.198,315.809,316.866,0.606862,0.606862,0.083115,0.0831235
631,295.307,322.198,315.809,316.866,0.606862,0.606862,0.083115,0.0831235
635,295.307,322.203,315.813,316.869,0.606862,0.606862,0.083115,0.0831235
635,295.307,322.203,315.813,316.869,0.606862,0.606862,0.083115,0.0831235
636,295.307,322.204,315.814,316.87,0.606862,0.606862,0.083115,0.0831235
636,295.307,322.204,315.814,316.87,0.606862,0.606862,0.083115,0.0831235
640,295.307,322.21,315.817,316.873,0.606862,0.606862,0.083115,0.0831235
640,295.307,322.21,315.817,316.873,0.606862,0.606862,0.083115,0.0831235
641,295.307,322.211,315.818,316.873,0.606862,0.606862,0.083115,0.0831235
641,295.307,322.211,315.818,316.873,0.606862,0.606862,0.083115,0.0831235
645,295.307,322.216,315.822,316.876,0.606862,0.606862,0.083115,0.0831235
645,295.307,322.216,315.822,316.876,0.606862,0.606862,0.083115,0.0831235
646,295.307,322.218,315.822,316.877,0.606862,0.606862,0.083115,0.0831235
646,295.307,322.218,315.822,316.877,0.606862,0.606862,0.083115,0.0831235
650,295.307,322.223,315.826,316.88,0.606862,0.606862,0.083115,0.0831235
650,295.307,322.223,315.826,316.88,0.606862,0.606862,0.083115,0.0831235
651,295.307,322.224,315.827,316.881,0.606862,0.606862,0.083115,0.0831235
651,295.307,322.224,315.827,316.881,0.606862,0.606862,0.083115,0.0831235
655,295.307,322.229,315.83,316.884,0.606862,0.606862,0.083115,0.0831235
655,295.307,322.229,315.83,316.884,0.606862,0.606862,0.083115,0.0831235
656,295.307,322.231,315.831,316.885,0.606862,0.606862,0.083115,0.0831235
656,295.307,322.231,315.831,316.885,0.606862,0.606862,0.083115,0.0831235
660,295.307,322.236,315.835,316.888,0.606862,0.606862,0.083115,0.0831235
660,295.307,322.236,315.835,316.888,0.606862,0.606862,0.083115,0.0831235
661,295.307,322.237,315.836,316.889,0.606862,0.606862,0.083115,0.0831235
661,295.307,322.237,315.836,316.889,0.606862,0.606862,0.083115,0.0831235
665,295.307,322.242,315.839,316.892,0.606862,0.606862,0.083115,0.0831235
665,295.307,322.242,315.839,316.892,0.606862,0.606862,0.083115,0.0831235
666,295.307,322.244,315.84,316.893,0.606862,0.606862,0.083115,0.0831235
666,295.307,322.244,315.84,316.893,0.606862,0.606862,0.083115,0.0831235
670,295.307,322.249,315.844,316.896,0.606862,0.606862,0.083115,0.0831235
670,295.307,322.249,315.844,316.896,0.606862,0.606862,0.083115,0.0831235
671,295.307,322.25,315.845,316.896,0.606862,0.606862,0.083115,0.0831235
671,295.307,322.25,315.845,316.896,0.606862,0.606862,0.083115,0.0831235
675,295.307,322.256,315.848,316.899,0.606862,0.606862,0.083115,0.0831235
675,295.307,322.256,315.848,316.899,0.606862,0.606862,0.083115,0.0831235
676,295.307,322.257,315.849,316.9,0.606862,0.606862,0.083115,0.0831235
676,295.307,322.257,315.849,316.9,0.606862,0.606862,0.083115,0.0831235
680,295.307,322.262,315.853,316.903,0.606862,0.606862,0.083115,0.0831235
680,295.307,322.262,315.853,316.903,0.606862,0.606862,0.083115,0.0831235
681,295.307,322.263,315.853,316.904,0.606862,0.606862,0.083115,0.0831235
681,295.307,322.263,315.853,316.904,0.606862,0.606862,0.083115,0.0831235
685,295.307,322.269,315.857,316.907,0.606862,0.606862,0.083115,0.0831235
685,295.307,322.269,315.857,316.907,0.606862,0.606862,0.083115,0.0831235
686,295.307,322.27,315.858,316.908,0.606862,0.606862,0.083115,0.0831235
686,295.307,322.27,315.858,316.908,0.606862,0.606862,0.083115,0.0831235
690,295.307,322.275,315.861,316.911,0.606862,0.606862,0.083115,0.0831235
690,295.307,322.275,315.861,316.911,0.606862,0.606862,0.083115,0.0831235
691,295.307,322.277,315.862,316.912,0.606862,0.606862,0.083115,0.0831235
691,295.307,322.277,315.862,316.912,0.606862,0.606862,0.083115,0.0831235
695,295.307,322.282,315.866,316.915,0.606862,0.606862,0.083115,0.0831235
695,295.307,322.282,315.866,316.915,0.606862,0.606862,0.083115,0.0831235
696,295.307,322.283,315.867,316.915,0.606862,0.606862,0.083115,0.0831235
696,295.307,322.283,315.867,316.915,0.606862,0.606862,0.083115,0.0831235
700,295.307,322.288,315.87,316.919,0.606862,0.606862,0.083115,0.0831235
700,295.307,322.288,315.87,316.919,0.606862,0.606862,0.083115,0.0831235
701,295.307,322.29,315.871,316.919,0.606862,0.606862,0.083115,0.0831235
701,295.307,322.29,315.871,316.919,0.606862,0.606862,0.083115,0.0831235
705,295.307,322.295,315.875,316.922,0.606862,0.606862,0.083115,0.0831235
705,295.307,322.295,315.875,316.922,0.606862,0.606862,0.083115,0.0831235
706,295.307,322.296,315.876,316.923,0.606862,0.606862,0.083115,0.0831235
706,295.307,322.296,315.876,316.923,0.606862,0.606862,0.083115,0.0831235
710,295.307,322.301,315.879,316.926,0.606862,0.606862,0.083115,0.0831235
710,295.307,322.301,315.879,316.926,0.606862,0.606862,0.083115,0.0831235
711,295.307,322.303,315.88,316.927,0.606862,0.606862,0.083115,0.0831235
711,295.307,322.303,315.88,316.927,0.606862,0.606862,0.083115,0.0831235
715,295.307,322.308,315.884,316.93,0.606862,0.606862,0.083115,0.0831235
715,295.307,322.308,315.884,316.93,0.606862,0.606862,0.083115,0.0831235
716,295.307,322.309,315.884,316.931,0.606862,0.606862,0.083115,0.0831235
716,295.307,322.309,315.884,316.931,0.606862,0.606862,0.083115,0.0831235
720,295.307,322.315,315.888,316.934,0.606862,0.606862,0.083115,0.0831235
720,295.307,322.315,315.888,316.934,0.606862,0.606862,0.083115,0.0831235
721,295.307,322.316,315.889,316.935,0.606862,0.606862,0.083115,0.0831235
721,295.307,322.316,315.889,316.935,0.606862,0.606862,0.083115,0.0831235
725,295.307,322.321,315.892,316.938,0.606862,0.606862,0.083115,0.0831235
725,295.307,322.321,315.892,316.938,0.606862,0.606862,0.083115,0.0831235
726,295.307,322.322,315.893,316.938,0.606862,0.606862,0.083115,0.0831235
726,295.307,322.322,315.893,316.938,0.606862,0.606862,0.083115,0.0831235
730,295.307,322.328,315.897,316.941,0.606862,0.606862,0.083115,0.0831235
730,295.307,322.328,315.897,316.941,0.606862,0.606862,0.083115,0.0831235
731,295.307,322.329,315.898,316.942,0.606862,0.606862,0.083115,0.0831235
731,295.307,322.329,315.898,316.942,0.606862,0.606862,0.083115,0.0831235
735,295.307,322.334,315.901,316.945,0.606862,0.606862,0.083115,0.0831235
735,295.307,322.334,315.901,316.945,0.606862,0.606862,0.083115,0.0831235
736,295.307,322.336,315.902,316.946,0.606862,0.606862,0.083115,0.0831235
736,295.307,322.336,315.902,316.946,0.606862,0.606862,0.083115,0.0831235
740,295.307,322.341,315.906,316.949,0.606862,0.606862,0.083115,0.0831235
740,295.307,322.341,315.906,316.949,0.606862,0.606862,0.083115,0.0831235
741,295.307,322.342,315.907,316.95,0.606862,0.606862,0.083115,0.0831235
741,295.307,322.342,315.907,316.95,0.606862,0.606862,0.083115,0.0831235
745,295.307,322.347,315.91,316.953,0.606862,0.606862,0.083115,0.0831235
745,295.307,322.347,315.91,316.953,0.606862,0.606862,0.083115,0.0831235
746,295.307,322.349,315.911,316.954,0.606862,0.606862,0.083115,0.0831235
746,295.307,322.349,315.911,316.954,0.606862,0.606862,0.083115,0.0831235
750,295.307,322.354,315.914,316.957,0.606862,0.606862,0.083115,0.0831235
750,295.307,322.354,315.914,316.957,0.606862,0.606862,0.083115,0.0831235
751,295.307,322.355,315.915,316.958,0.606862,0.606862,0.083115,0.0831235
751,295.307,322.355,315.915,316.958,0.606862,0.606862,0.083115,0.0831235
755,295.307,322.36,315.919,316.961,0.606862,0.606862,0.083115,0.0831235
755,295.307,322.36,315.919,316.961,0.606862,0.606862,0.083115,0.0831235
756,295.307,322.362,315.92,316.961,0.606862,0.606862,0.083115,0.0831235
756,295.307,322.362,315.92,316.961,0.606862,0.606862,0.083115,0.0831235
760,295.307,322.367,315.923,316.964,0.606862,0.606862,0.083115,0.0831235
760,295.307,322.367,315.923,316.964,0.606862,0.606862,0.083115,0.0831235
761,295.307,322.368,315.924,316.965,0.606862,0.606862,0.083115,0.0831235
761,295.307,322.368,315.924,316.965,0.606862,0.606862,0.083115,0.0831235
765,295.307,322.374,315.928,316.968,0.606862,0.606862,0.083115,0.0831235
765,295.307,322.374,315.928,316.968,0.606862,0.606862,0.083115,0.0831235
766,295.307,322.375,315.929,316.969,0.606862,0.606862,0.083115,0.0831235
766,295.307,322.375,315.929,316.969,0.606862,0.606862,0.083115,0.0831235
770,295.307,322.38,315.932,316.972,0.606862,0.606862,0.083115,0.0831235
770,295.307,322.38,315.932,316.972,0.606862,0.606862,0.083115,0.0831235
771,295.307,322.381,315.933,316.973,0.606862,0.606862,0.083115,0.0831235
771,295.307,322.381,315.933,316.973,0.606862,0.606862,0.083115,0.0831235
775,295.307,322.387,315.937,316.976,0.606862,0.606862,0.083115,0.0831235
775,295.307,322.387,315.937,316.976,0.606862,0.606862,0.083115,0.0831235
776,295.307,322.388,315.937,316.977,0.606862,0.606862,0.083115,0.0831235
776,295.307,322.388,315.937,316.977,0.606862,0.606862,0.083115,0.0831235
780,295.307,322.393,315.941,316.98,0.606862,0.606862,0.083115,0.0831235
780,295.307,322.393,315.941,316.98,0.606862,0.606862,0.083115,0.0831235
781,295.307,322.395,315.942,316.98,0.606862,0.606862,0.083115,0.0831235
781,295.307,322.395,315.942,316.98,0.606862,0.606862,0.083115,0.0831235
785,295.307,322.4,315.945,316.984,0.606862,0.606862,0.083115,0.0831235
785,295.307,322.4,315.945,316.984,0.606862,0.606862,0.083115,0.0831235
786,295.307,322.401,315.946,316.984,0.606862,0.606862,0.083115,0.0831235
786,295.307,322.401,315.946,316.984,0.606862,0.606862,0.083115,0.0831235
790,295.307,322.406,315.95,316.987,0.606862,0.606862,0.083115,0.0831235
790,295.307,322.406,315.95,316.987,0.606862,0.606862,0.083115,0.0831235
791,295.307,322.408,315.951,316.988,0.606862,0.606862,0.083115,0.0831235
791,295.307,322.408,315.951,316.988,0.606862,0.606862,0.083115,0.0831235
795,295.307,322.413,315.954,316.991,0.606862,0.606862,0.083115,0.0831235
795,295.307,322.413,315.954,316.991,0.606862,0.606862,0.083115,0.0831235
796,295.307,322.414,315.955,316.992,0.606862,0.606862,0.083115,0.0831235
796,295.307,322.414,315.955,316.992,0.606862,0.606862,0.083115,0.0831235
800,295.307,322.419,315.959,316.995,0.606862,0.606862,0.083115,0.0831235
800,295.307,322.419,315.959,316.995,0.606862,0.606862,0.083115,0.0831235
801,295.307,322.421,315.96,316.996,0.606862,0.606862,0.083115,0.0831235
801,295.307,322.421,315.96,316.996,0.606862,0.606862,0.083115,0.0831235
805,295.307,322.426,315.963,316.999,0.606862,0.606862,0.083115,0.0831235
805,295.307,322.426,315.963,316.999,0.606862,0.606862,0.083115,0.0831235
806,295.307,322.427,315.964,317,0.606862,0.606862,0.083115,0.0831235
806,295.307,322.427,315.964,317,0.606862,0.606862,0.083115,0.0831235
810,295.307,322.433,315.968,317.003,0.606862,0.606862,0.083115,0.0831235
810,295.307,322.433,315.968,317.003,0.606862,0.606862,0.083115,0.0831235
811,295.307,322.434,315.968,317.003,0.606862,0.606862,0.083115,0.0831235
811,295.307,322.434,315.968,317.003,0.606862,0.606862,0.083115,0.0831235
815,295.307,322.439,315.972,317.006,0.606862,0.606862,0.083115,0.0831235
815,295.307,322.439,315.972,317.006,0.606862,0.606862,0.083115,0.0831235
816,295.307,322.44,315.973,317.007,0.606862,0.606862,0.083115,0.0831235
816,295.307,322.44,315.973,317.007,0.606862,0.606862,0.083115,0.0831235
820,295.307,322.446,315.976,317.01,0.606862,0.606862,0.083115,0.0831235
820,295.307,322.446,315.976,317.01,0.606862,0.606862,0.083115,0.0831235
821,295.307,322.447,315.977,317.011,0.606862,0.606862,0.083115,0.0831235
821,295.307,322.447,315.977,317.011,0.606862,0.606862,0.083115,0.0831235
825,295.307,322.452,315.981,317.014,0.606862,0.606862,0.083115,0.0831235
825,295.307,322.452,315.981,317.014,0.606862,0.606862,0.083115,0.0831235
826,295.307,322.454,315.982,317.015,0.606862,0.606862,0.083115,0.0831235
826,295.307,322.454,315.982,317.015,0.606862,0.606862,0.083115,0.0831235
830,295.307,322.459,315.985,317.018,0.606862,0.606862,0.083115,0.0831235
830,295.307,322.459,315.985,317.018,0.606862,0.606862,0.083115,0.0831235
831,295.307,322.46,315.986,317.019,0.606862,0.606862,0.083115,0.0831235
831,295.307,322.46,315.986,317.019,0.606862,0.606862,0.083115,0.0831235
835,295.307,322.465,315.99,317.022,0.606862,0.606862,0.083115,0.0831235
835,295.307,322.465,315.99,317.022,0.606862,0.606862,0.083115,0.0831235
836,295.307,322.467,315.991,317.023,0.606862,0.606862,0.083115,0.0831235
836,295.307,322.467,315.991,317.023,0.606862,0.606862,0.083115,0.0831235
840,295.307,322.472,315.994,317.026,0.606862,0.606862,0.083115,0.0831235
840,295.307,322.472,315.994,317.026,0.606862,0.606862,0.083115,0.0831235
841,295.307,322.473,315.995,317.026,0.606862,0.606862,0.083115,0.0831235
841,295.307,322.473,315.995,317.026,0.606862,0.606862,0.083115,0.0831235
845,295.307,322.478,315.999,317.029,0.606862,0.606862,0.083115,0.0831235
845,295.307,322.478,315.999,317.029,0.606862,0.606862,0.083115,0.0831235
846,295.307,322.48,315.999,317.03,0.606862,0.606862,0.083115,0.0831235
846,295.307,322.48,315.999,317.03,0.606862,0.606862,0.083115,0.0831235
850,295.307,322.485,316.003,317.033,0.606862,0.606862,0.083115,0.0831235
850,295.307,322.485,316.003,317.033,0.606862,0.606862,0.083115,0.0831235
851,295.307,322.486,316.004,317.034,0.606862,0.606862,0.083115,0.0831235
851,295.307,322.486,316.004,317.034,0.606862,0.606862,0.083115,0.0831235
855,295.307,322.492,316.007,317.037,0.606862,0.606862,0.083115,0.0831235
855,295.307,322.492,316.007,317.037,0.606862,0.606862,0.083115,0.0831235
856,295.307,322.493,316.008,317.038,0.606862,0.606862,0.083115,0.0831235
856,295.307,322.493,316.008,317.038,0.606862,0.606862,0.083115,0.0831235
860,295.307,322.498,316.012,317.041,0.606862,0.606862,0.083115,0.0831235
860,295.307,322.498,316.012,317.041,0.606862,0.606862,0.083115,0.0831235
861,295.307,322.499,316.013,317.042,0.606862,0.606862,0.083115,0.0831235
861,295.307,322.499,316.013,317.042,0.606862,0.606862,0.083115,0.0831235
865,295.307,322.505,316.016,317.045,0.606862,0.606862,0.083115,0.0831235
865,295.307,322.505,316.016,317.045,0.606862,0.606862,0.083115,0.0831235
