time,T_gasOut.T,T_waterOut.T,T_gasIn.T,T_waterIn.T,T_waterIn.inlet.m_flow,T_waterOut.inlet.m_flow,T_gasOut.inlet.m_flow,T_gasIn.inlet.m_flow
425,369.444,326.777,376.373,302.06,0.08543,0.0847867,-4.72E-13,0
425,369.444,326.777,376.373,302.06,0.08543,0.0847867,-4.72E-13,0
426,369.444,326.606,376.373,302.06,0.08543,0.0847939,-4.73E-13,0
426,369.444,326.606,376.373,302.06,0.08543,0.0847939,-4.73E-13,0
430,369.444,325.935,376.373,302.06,0.08543,0.084822,-4.77E-13,0
430,369.444,325.935,376.373,302.06,0.08543,0.084822,-4.77E-13,0
431,369.444,325.77,376.373,302.06,0.08543,0.0848288,-4.78E-13,0
431,369.444,325.77,376.373,302.06,0.08543,0.0848288,-4.78E-13,0
435,369.444,325.125,376.373,302.06,0.08543,0.0848554,-4.81E-13,0
435,369.444,325.125,376.373,302.06,0.08543,0.0848554,-4.81E-13,0
436,369.444,324.966,376.373,302.06,0.08543,0.0848619,-4.82E-13,0
436,369.444,324.966,376.373,302.06,0.08543,0.0848619,-4.82E-13,0
440,369.444,324.344,376.373,302.06,0.08543,0.084887,-4.86E-13,0
440,369.444,324.344,376.373,302.06,0.08543,0.084887,-4.86E-13,0
441,369.444,324.191,376.373,302.06,0.08543,0.0848931,-4.87E-13,0
441,369.444,324.191,376.373,302.06,0.08543,0.0848931,-4.87E-13,0
445,369.444,323.59,376.373,302.06,0.08543,0.0849167,-4.90E-13,0
445,369.444,323.59,376.373,302.06,0.08543,0.0849167,-4.90E-13,0
446,369.444,323.442,376.373,302.06,0.08543,0.0849224,-4.91E-13,0
446,369.444,323.442,376.373,302.06,0.08543,0.0849224,-4.91E-13,0
450,369.444,322.862,376.373,302.06,0.08543,0.0849447,-4.95E-13,0
450,369.444,322.862,376.373,302.06,0.08543,0.0849447,-4.95E-13,0
451,369.444,322.719,376.373,302.06,0.08543,0.0849501,-4.95E-13,0
451,369.444,322.719,376.373,302.06,0.08543,0.0849501,-4.95E-13,0
455,369.444,322.158,376.373,302.06,0.08543,0.0849708,-4.99E-13,0
455,369.444,322.158,376.373,302.06,0.08543,0.0849708,-4.99E-13,0
456,369.444,322.02,376.373,302.06,0.08543,0.0849759,-4.99E-13,0
456,369.444,322.02,376.373,302.06,0.08543,0.0849759,-4.99E-13,0
460,369.444,321.477,376.373,302.06,0.08543,0.0849956,-5.02E-13,0
460,369.444,321.477,376.373,302.06,0.08543,0.0849956,-5.02E-13,0
461,369.444,321.343,376.373,302.06,0.08543,0.0850003,-5.03E-13,0
461,369.444,321.343,376.373,302.06,0.08543,0.0850003,-5.03E-13,0
465,369.444,320.817,376.373,302.06,0.08543,0.0850187,-5.06E-13,0
465,369.444,320.817,376.373,302.06,0.08543,0.0850187,-5.06E-13,0
466,369.444,320.688,376.373,302.06,0.08543,0.0850232,-5.07E-13,0
466,369.444,320.688,376.373,302.06,0.08543,0.0850232,-5.07E-13,0
470,369.444,320.178,376.373,302.06,0.08543,0.0850405,-5.10E-13,0
470,369.444,320.178,376.373,302.06,0.08543,0.0850405,-5.10E-13,0
471,369.444,320.053,376.373,302.06,0.08543,0.0850448,-5.10E-13,0
471,369.444,320.053,376.373,302.06,0.08543,0.0850448,-5.10E-13,0
475,369.444,319.559,376.373,302.06,0.08543,0.085061,-5.13E-13,0
475,369.444,319.559,376.373,302.06,0.08543,0.085061,-5.13E-13,0
476,369.444,319.437,376.373,302.06,0.08543,0.085065,-5.14E-13,0
476,369.444,319.437,376.373,302.06,0.08543,0.085065,-5.14E-13,0
480,369.444,318.959,376.373,302.06,0.08543,0.0850803,-5.16E-13,0
480,369.444,318.959,376.373,302.06,0.08543,0.0850803,-5.16E-13,0
480,369.444,318.959,376.373,302.06,0.08543,0.0850803,-5.16E-13,0
480,369.444,318.959,376.373,302.06,0.08543,0.0850803,1.16628,1.21894
481,335.788,320.011,376.373,302.06,0.08543,0.0943941,1.21911,1.21894
481,335.788,320.011,376.373,302.06,0.08543,0.0943941,1.21911,1.21894
485,339.517,326.581,376.373,302.06,0.08543,0.0948356,1.2192,1.21894
485,339.517,326.581,376.373,302.06,0.08543,0.0948356,1.2192,1.21894
486,340.418,328.107,376.373,302.06,0.08543,0.0947433,1.21919,1.21894
486,340.418,328.107,376.373,302.06,0.08543,0.0947433,1.21919,1.21894
490,343.777,333.759,376.373,302.06,0.08543,0.0942651,1.21916,1.21894
490,343.777,333.759,376.373,302.06,0.08543,0.0942651,1.21916,1.21894
491,344.556,335.088,376.373,302.06,0.08543,0.0940743,1.21915,1.21894
491,344.556,335.088,376.373,302.06,0.08543,0.0940743,1.21915,1.21894
495,347.452,340.148,376.373,302.06,0.08543,0.0929558,1.21912,1.21894
495,347.452,340.148,376.373,302.06,0.08543,0.0929558,1.21912,1.21894
496,348.122,341.34,376.373,302.06,0.08543,0.0926475,1.21912,1.21894
496,348.122,341.34,376.373,302.06,0.08543,0.0926475,1.21912,1.21894
500,350.612,345.787,376.373,302.06,0.08543,0.0913951,1.2191,1.21894
500,350.612,345.787,376.373,302.06,0.08543,0.0913951,1.2191,1.21894
501,351.188,346.815,376.373,302.06,0.08543,0.0910958,1.21909,1.21894
501,351.188,346.815,376.373,302.06,0.08543,0.0910958,1.21909,1.21894
505,353.328,350.597,376.373,302.06,0.08543,0.0900246,1.21907,1.21894
505,353.328,350.597,376.373,302.06,0.08543,0.0900246,1.21907,1.21894
506,353.824,351.462,376.373,302.06,0.08543,0.0897858,1.21907,1.21894
506,353.824,351.462,376.373,302.06,0.08543,0.0897858,1.21907,1.21894
510,355.662,354.623,376.373,302.06,0.08543,0.0889617,1.21905,1.21894
510,355.662,354.623,376.373,302.06,0.08543,0.0889617,1.21905,1.21894
511,356.088,355.343,376.373,302.06,0.08543,0.0887832,1.21905,1.21894
511,356.088,355.343,376.373,302.06,0.08543,0.0887832,1.21905,1.21894
515,357.667,357.966,376.373,302.06,0.08543,0.0881712,1.21904,1.21894
515,357.667,357.966,376.373,302.06,0.08543,0.0881712,1.21904,1.21894
516,358.032,358.562,376.373,302.06,0.08543,0.0880387,1.21904,1.21894
516,358.032,358.562,376.373,302.06,0.08543,0.0880387,1.21904,1.21894
520,359.387,360.732,376.373,302.06,0.08543,0.0875841,1.21902,1.21894
520,359.387,360.732,376.373,302.06,0.08543,0.0875841,1.21902,1.21894
521,359.7,361.225,376.373,302.06,0.08543,0.0874852,1.21902,1.21894
521,359.7,361.225,376.373,302.06,0.08543,0.0874852,1.21902,1.21894
525,360.862,363.019,376.373,302.06,0.08543,0.0871427,1.21901,1.21894
525,360.862,363.019,376.373,302.06,0.08543,0.0871427,1.21901,1.21894
526,361.13,363.427,376.373,302.06,0.08543,0.087068,1.21901,1.21894
526,361.13,363.427,376.373,302.06,0.08543,0.087068,1.21901,1.21894
530,362.126,364.91,376.373,302.06,0.08543,0.0868071,1.219,1.21894
530,362.126,364.91,376.373,302.06,0.08543,0.0868071,1.219,1.21894
531,362.356,365.247,376.373,302.06,0.08543,0.0867498,1.219,1.21894
531,362.356,365.247,376.373,302.06,0.08543,0.0867498,1.219,1.21894
535,363.208,366.475,376.373,302.06,0.08543,0.0865478,1.21899,1.21894
535,363.208,366.475,376.373,302.06,0.08543,0.0865478,1.21899,1.21894
536,363.405,366.753,376.373,302.06,0.08543,0.0865031,1.21899,1.21894
536,363.405,366.753,376.373,302.06,0.08543,0.0865031,1.21899,1.21894
540,364.134,367.77,376.373,302.06,0.08543,0.0863445,1.21899,1.21894
540,364.134,367.77,376.373,302.06,0.08543,0.0863445,1.21899,1.21894
541,364.302,368.001,376.373,302.06,0.08543,0.0863091,1.21898,1.21894
541,364.302,368.001,376.373,302.06,0.08543,0.0863091,1.21898,1.21894
545,364.925,368.843,376.373,302.06,0.08543,0.0861829,1.21898,1.21894
545,364.925,368.843,376.373,302.06,0.08543,0.0861829,1.21898,1.21894
546,365.068,369.035,376.373,302.06,0.08543,0.0861546,1.21898,1.21894
546,365.068,369.035,376.373,302.06,0.08543,0.0861546,1.21898,1.21894
550,365.6,369.734,376.373,302.06,0.08543,0.086053,1.21897,1.21894
550,365.6,369.734,376.373,302.06,0.08543,0.086053,1.21897,1.21894
551,365.723,369.893,376.373,302.06,0.08543,0.0860302,1.21897,1.21894
551,365.723,369.893,376.373,302.06,0.08543,0.0860302,1.21897,1.21894
555,366.176,370.473,376.373,302.06,0.08543,0.0859479,1.21897,1.21894
555,366.176,370.473,376.373,302.06,0.08543,0.0859479,1.21897,1.21894
556,366.281,370.605,376.373,302.06,0.08543,0.0859293,1.21897,1.21894
556,366.281,370.605,376.373,302.06,0.08543,0.0859293,1.21897,1.21894
560,366.667,371.088,376.373,302.06,0.08543,0.085862,1.21897,1.21894
560,366.667,371.088,376.373,302.06,0.08543,0.085862,1.21897,1.21894
561,366.757,371.197,376.373,302.06,0.08543,0.0858468,1.21896,1.21894
561,366.757,371.197,376.373,302.06,0.08543,0.0858468,1.21896,1.21894
565,367.086,371.599,376.373,302.06,0.08543,0.0857914,1.21896,1.21894
565,367.086,371.599,376.373,302.06,0.08543,0.0857914,1.21896,1.21894
566,367.162,371.69,376.373,302.06,0.08543,0.0857788,1.21896,1.21894
566,367.162,371.69,376.373,302.06,0.08543,0.0857788,1.21896,1.21894
570,367.442,372.025,376.373,302.06,0.08543,0.0857331,1.21896,1.21894
570,367.442,372.025,376.373,302.06,0.08543,0.0857331,1.21896,1.21894
571,367.507,372.101,376.373,302.06,0.08543,0.0857226,1.21896,1.21894
571,367.507,372.101,376.373,302.06,0.08543,0.0857226,1.21896,1.21894
575,367.745,372.38,376.373,302.06,0.08543,0.0856846,1.21896,1.21894
575,367.745,372.38,376.373,302.06,0.08543,0.0856846,1.21896,1.21894
576,367.8,372.443,376.373,302.06,0.08543,0.0856759,1.21896,1.21894
576,367.8,372.443,376.373,302.06,0.08543,0.0856759,1.21896,1.21894
580,368.003,372.676,376.373,302.06,0.08543,0.0856442,1.21895,1.21894
580,368.003,372.676,376.373,302.06,0.08543,0.0856442,1.21895,1.21894
581,368.05,372.729,376.373,302.06,0.08543,0.085637,1.21895,1.21894
581,368.05,372.729,376.373,302.06,0.08543,0.085637,1.21895,1.21894
585,368.222,372.924,376.373,302.06,0.08543,0.0856105,1.21895,1.21894
585,368.222,372.924,376.373,302.06,0.08543,0.0856105,1.21895,1.21894
586,368.262,372.968,376.373,302.06,0.08543,0.0856044,1.21895,1.21894
586,368.262,372.968,376.373,302.06,0.08543,0.0856044,1.21895,1.21894
590,368.408,373.131,376.373,302.06,0.08543,0.0855822,1.21895,1.21894
590,368.408,373.131,376.373,302.06,0.08543,0.0855822,1.21895,1.21894
591,368.442,373.168,376.373,302.06,0.08543,0.0855771,1.21895,1.21894
591,368.442,373.168,376.373,302.06,0.08543,0.0855771,1.21895,1.21894
595,368.566,373.304,376.373,302.06,0.08543,0.0855585,1.21895,1.21894
595,368.566,373.304,376.373,302.06,0.08543,0.0855585,1.21895,1.21894
596,368.595,373.335,376.373,302.06,0.08543,0.0855542,1.21895,1.21894
596,368.595,373.335,376.373,302.06,0.08543,0.0855542,1.21895,1.21894
600,368.7,373.449,376.373,302.06,0.08543,0.0855385,1.21895,1.21894
600,368.7,373.449,376.373,302.06,0.08543,0.0855385,1.21895,1.21894
600,368.7,373.449,376.373,302.06,0.08543,0.0855385,1.21895,1.21894
