time,T_gasIn.T,T_gasOut.T,T_waterIn.T,T_waterOut.T
278.2,0.606862,0.606862,0.606862,0.606862
279,0.606862,0.606862,0.606862,0.606862
279,0.606862,0.606862,0.606862,0.606862
279.2,0.606862,0.606862,0.606862,0.606862
279.2,0.606862,0.606862,0.606862,0.606862
280,0.606862,0.606862,0.606862,0.606862
280,0.606862,0.606862,0.606862,0.606862
280.2,0.606862,0.606862,0.606862,0.606862
280.2,0.606862,0.606862,0.606862,0.606862
281,0.606862,0.606862,0.606862,0.606862
281,0.606862,0.606862,0.606862,0.606862
281.2,0.606862,0.606862,0.606862,0.606862
281.2,0.606862,0.606862,0.606862,0.606862
282,0.606862,0.606862,0.606862,0.606862
282,0.606862,0.606862,0.606862,0.606862
282.2,0.606862,0.606862,0.606862,0.606862
282.2,0.606862,0.606862,0.606862,0.606862
283,0.606862,0.606862,0.606862,0.606862
283,0.606862,0.606862,0.606862,0.606862
283.2,0.606862,0.606862,0.606862,0.606862
283.2,0.606862,0.606862,0.606862,0.606862
284,0.606862,0.606862,0.606862,0.606862
284,0.606862,0.606862,0.606862,0.606862
284.2,0.606862,0.606862,0.606862,0.606862
284.2,0.606862,0.606862,0.606862,0.606862
285,0.606862,0.606862,0.606862,0.606862
285,0.606862,0.606862,0.606862,0.606862
285.2,0.606862,0.606862,0.606862,0.606862
285.2,0.606862,0.606862,0.606862,0.606862
286,0.606862,0.606862,0.606862,0.606862
286,0.606862,0.606862,0.606862,0.606862
286.2,0.606862,0.606862,0.606862,0.606862
286.2,0.606862,0.606862,0.606862,0.606862
287,0.606862,0.606862,0.606862,0.606862
287,0.606862,0.606862,0.606862,0.606862
287.2,0.606862,0.606862,0.606862,0.606862
287.2,0.606862,0.606862,0.606862,0.606862
288,0.606862,0.606862,0.606862,0.606862
288,0.606862,0.606862,0.606862,0.606862
288.2,0.606862,0.606862,0.606862,0.606862
288.2,0.606862,0.606862,0.606862,0.606862
289,0.606862,0.606862,0.606862,0.606862
289,0.606862,0.606862,0.606862,0.606862
289.2,0.606862,0.606862,0.606862,0.606862
289.2,0.606862,0.606862,0.606862,0.606862
290,0.606862,0.606862,0.606862,0.606862
290,0.606862,0.606862,0.606862,0.606862
290.2,0.606862,0.606862,0.606862,0.606862
290.2,0.606862,0.606862,0.606862,0.606862
291,0.606862,0.606862,0.606862,0.606862
291,0.606862,0.606862,0.606862,0.606862
291.2,0.606862,0.606862,0.606862,0.606862
291.2,0.606862,0.606862,0.606862,0.606862
292,0.606862,0.606862,0.606862,0.606862
292,0.606862,0.606862,0.606862,0.606862
292.2,0.606862,0.606862,0.606862,0.606862
292.2,0.606862,0.606862,0.606862,0.606862
293,0.606862,0.606862,0.606862,0.606862
293,0.606862,0.606862,0.606862,0.606862
293.2,0.606862,0.606862,0.606862,0.606862
293.2,0.606862,0.606862,0.606862,0.606862
294,0.606862,0.606862,0.606862,0.606862
294,0.606862,0.606862,0.606862,0.606862
294.2,0.606862,0.606862,0.606862,0.606862
294.2,0.606862,0.606862,0.606862,0.606862
295,0.606862,0.606862,0.606862,0.606862
295,0.606862,0.606862,0.606862,0.606862
295.2,0.606862,0.606862,0.606862,0.606862
295.2,0.606862,0.606862,0.606862,0.606862
296,0.606862,0.606862,0.606862,0.606862
296,0.606862,0.606862,0.606862,0.606862
296.2,0.606862,0.606862,0.606862,0.606862
296.2,0.606862,0.606862,0.606862,0.606862
297,0.606862,0.606862,0.606862,0.606862
297,0.606862,0.606862,0.606862,0.606862
297.2,0.606862,0.606862,0.606862,0.606862
297.2,0.606862,0.606862,0.606862,0.606862
298,0.606862,0.606862,0.606862,0.606862
298,0.606862,0.606862,0.606862,0.606862
298.2,0.606862,0.606862,0.606862,0.606862
298.2,0.606862,0.606862,0.606862,0.606862
299,0.606862,0.606862,0.606862,0.606862
299,0.606862,0.606862,0.606862,0.606862
299.2,0.606862,0.606862,0.606862,0.606862
299.2,0.606862,0.606862,0.606862,0.606862
300,0.606862,0.606862,0.606862,0.606862
300,0.606862,0.606862,0.606862,0.606862
300.2,0.606862,0.606862,0.606862,0.606862
300.2,0.606862,0.606862,0.606862,0.606862
301,0.606862,0.606862,0.606862,0.606862
301,0.606862,0.606862,0.606862,0.606862
301.2,0.606862,0.606862,0.606862,0.606862
301.2,0.606862,0.606862,0.606862,0.606862
302,0.606862,0.606862,0.606862,0.606862
302,0.606862,0.606862,0.606862,0.606862
302.2,0.606862,0.606862,0.606862,0.606862
302.2,0.606862,0.606862,0.606862,0.606862
303,0.606862,0.606862,0.606862,0.606862
303,0.606862,0.606862,0.606862,0.606862
303.2,0.606862,0.606862,0.606862,0.606862
303.2,0.606862,0.606862,0.606862,0.606862
304,0.606862,0.606862,0.606862,0.606862
304,0.606862,0.606862,0.606862,0.606862
304.2,0.606862,0.606862,0.606862,0.606862
304.2,0.606862,0.606862,0.606862,0.606862
305,0.606862,0.606862,0.606862,0.606862
305,0.606862,0.606862,0.606862,0.606862
305.2,0.606862,0.606862,0.606862,0.606862
305.2,0.606862,0.606862,0.606862,0.606862
306,0.606862,0.606862,0.606862,0.606862
306,0.606862,0.606862,0.606862,0.606862
306.2,0.606862,0.606862,0.606862,0.606862
306.2,0.606862,0.606862,0.606862,0.606862
307,0.606862,0.606862,0.606862,0.606862
307,0.606862,0.606862,0.606862,0.606862
307.2,0.606862,0.606862,0.606862,0.606862
307.2,0.606862,0.606862,0.606862,0.606862
308,0.606862,0.606862,0.606862,0.606862
308,0.606862,0.606862,0.606862,0.606862
308.2,0.606862,0.606862,0.606862,0.606862
308.2,0.606862,0.606862,0.606862,0.606862
309,0.606862,0.606862,0.606862,0.606862
309,0.606862,0.606862,0.606862,0.606862
309.2,0.606862,0.606862,0.606862,0.606862
309.2,0.606862,0.606862,0.606862,0.606862
310,0.606862,0.606862,0.606862,0.606862
310,0.606862,0.606862,0.606862,0.606862
310.2,0.606862,0.606862,0.606862,0.606862
310.2,0.606862,0.606862,0.606862,0.606862
311,0.606862,0.606862,0.606862,0.606862
311,0.606862,0.606862,0.606862,0.606862
311.2,0.606862,0.606862,0.606862,0.606862
311.2,0.606862,0.606862,0.606862,0.606862
312,0.606862,0.606862,0.606862,0.606862
312,0.606862,0.606862,0.606862,0.606862
312.2,0.606862,0.606862,0.606862,0.606862
312.2,0.606862,0.606862,0.606862,0.606862
313,0.606862,0.606862,0.606862,0.606862
313,0.606862,0.606862,0.606862,0.606862
313.2,0.606862,0.606862,0.606862,0.606862
313.2,0.606862,0.606862,0.606862,0.606862
314,0.606862,0.606862,0.606862,0.606862
314,0.606862,0.606862,0.606862,0.606862
314.2,0.606862,0.606862,0.606862,0.606862
314.2,0.606862,0.606862,0.606862,0.606862
315,0.606862,0.606862,0.606862,0.606862
315,0.606862,0.606862,0.606862,0.606862
315.2,0.606862,0.606862,0.606862,0.606862
315.2,0.606862,0.606862,0.606862,0.606862
316,0.606862,0.606862,0.606862,0.606862
316,0.606862,0.606862,0.606862,0.606862
316.2,0.606862,0.606862,0.606862,0.606862
316.2,0.606862,0.606862,0.606862,0.606862
317,0.606862,0.606862,0.606862,0.606862
317,0.606862,0.606862,0.606862,0.606862
317.2,0.606862,0.606862,0.606862,0.606862
317.2,0.606862,0.606862,0.606862,0.606862
318,0.606862,0.606862,0.606862,0.606862
318,0.606862,0.606862,0.606862,0.606862
318.2,0.606862,0.606862,0.606862,0.606862
318.2,0.606862,0.606862,0.606862,0.606862
319,0.606862,0.606862,0.606862,0.606862
319,0.606862,0.606862,0.606862,0.606862
319.2,0.606862,0.606862,0.606862,0.606862
319.2,0.606862,0.606862,0.606862,0.606862
320,0.606862,0.606862,0.606862,0.606862
320,0.606862,0.606862,0.606862,0.606862
320.2,0.606862,0.606862,0.606862,0.606862
320.2,0.606862,0.606862,0.606862,0.606862
321,0.606862,0.606862,0.606862,0.606862
321,0.606862,0.606862,0.606862,0.606862
321.2,0.606862,0.606862,0.606862,0.606862
321.2,0.606862,0.606862,0.606862,0.606862
322,0.606862,0.606862,0.606862,0.606862
322,0.606862,0.606862,0.606862,0.606862
322.2,0.606862,0.606862,0.606862,0.606862
322.2,0.606862,0.606862,0.606862,0.606862
323,0.606862,0.606862,0.606862,0.606862
323,0.606862,0.606862,0.606862,0.606862
323.2,0.606862,0.606862,0.606862,0.606862
323.2,0.606862,0.606862,0.606862,0.606862
324,0.606862,0.606862,0.606862,0.606862
324,0.606862,0.606862,0.606862,0.606862
324.2,0.606862,0.606862,0.606862,0.606862
324.2,0.606862,0.606862,0.606862,0.606862
325,0.606862,0.606862,0.606862,0.606862
325,0.606862,0.606862,0.606862,0.606862
325.2,0.606862,0.606862,0.606862,0.606862
325.2,0.606862,0.606862,0.606862,0.606862
326,0.606862,0.606862,0.606862,0.606862
326,0.606862,0.606862,0.606862,0.606862
326.2,0.606862,0.606862,0.606862,0.606862
326.2,0.606862,0.606862,0.606862,0.606862
327,0.606862,0.606862,0.606862,0.606862
327,0.606862,0.606862,0.606862,0.606862
327.2,0.606862,0.606862,0.606862,0.606862
327.2,0.606862,0.606862,0.606862,0.606862
328,0.606862,0.606862,0.606862,0.606862
328,0.606862,0.606862,0.606862,0.606862
328.2,0.606862,0.606862,0.606862,0.606862
328.2,0.606862,0.606862,0.606862,0.606862
329,0.606862,0.606862,0.606862,0.606862
329,0.606862,0.606862,0.606862,0.606862
329.2,0.606862,0.606862,0.606862,0.606862
329.2,0.606862,0.606862,0.606862,0.606862
330,0.606862,0.606862,0.606862,0.606862
330,0.606862,0.606862,0.606862,0.606862
330.2,0.606862,0.606862,0.606862,0.606862
330.2,0.606862,0.606862,0.606862,0.606862
331,0.606862,0.606862,0.606862,0.606862
331,0.606862,0.606862,0.606862,0.606862
331.2,0.606862,0.606862,0.606862,0.606862
331.2,0.606862,0.606862,0.606862,0.606862
332,0.606862,0.606862,0.606862,0.606862
332,0.606862,0.606862,0.606862,0.606862
332.2,0.606862,0.606862,0.606862,0.606862
332.2,0.606862,0.606862,0.606862,0.606862
333,0.606862,0.606862,0.606862,0.606862
333,0.606862,0.606862,0.606862,0.606862
333.2,0.606862,0.606862,0.606862,0.606862
333.2,0.606862,0.606862,0.606862,0.606862
334,0.606862,0.606862,0.606862,0.606862
334,0.606862,0.606862,0.606862,0.606862
334.2,0.606862,0.606862,0.606862,0.606862
334.2,0.606862,0.606862,0.606862,0.606862
335,0.606862,0.606862,0.606862,0.606862
335,0.606862,0.606862,0.606862,0.606862
335.2,0.606862,0.606862,0.606862,0.606862
335.2,0.606862,0.606862,0.606862,0.606862
336,0.606862,0.606862,0.606862,0.606862
336,0.606862,0.606862,0.606862,0.606862
336.2,0.606862,0.606862,0.606862,0.606862
336.2,0.606862,0.606862,0.606862,0.606862
337,0.606862,0.606862,0.606862,0.606862
337,0.606862,0.606862,0.606862,0.606862
337.2,0.606862,0.606862,0.606862,0.606862
337.2,0.606862,0.606862,0.606862,0.606862
338,0.606862,0.606862,0.606862,0.606862
338,0.606862,0.606862,0.606862,0.606862
338.2,0.606862,0.606862,0.606862,0.606862
338.2,0.606862,0.606862,0.606862,0.606862
339,0.606862,0.606862,0.606862,0.606862
339,0.606862,0.606862,0.606862,0.606862
339.2,0.606862,0.606862,0.606862,0.606862
339.2,0.606862,0.606862,0.606862,0.606862
340,0.606862,0.606862,0.606862,0.606862
340,0.606862,0.606862,0.606862,0.606862
340.2,0.606862,0.606862,0.606862,0.606862
340.2,0.606862,0.606862,0.606862,0.606862
341,0.606862,0.606862,0.606862,0.606862
341,0.606862,0.606862,0.606862,0.606862
341.2,0.606862,0.606862,0.606862,0.606862
341.2,0.606862,0.606862,0.606862,0.606862
342,0.606862,0.606862,0.606862,0.606862
342,0.606862,0.606862,0.606862,0.606862
342.2,0.606862,0.606862,0.606862,0.606862
342.2,0.606862,0.606862,0.606862,0.606862
343,0.606862,0.606862,0.606862,0.606862
343,0.606862,0.606862,0.606862,0.606862
343.2,0.606862,0.606862,0.606862,0.606862
343.2,0.606862,0.606862,0.606862,0.606862
344,0.606862,0.606862,0.606862,0.606862
344,0.606862,0.606862,0.606862,0.606862
344.2,0.606862,0.606862,0.606862,0.606862
344.2,0.606862,0.606862,0.606862,0.606862
345,0.606862,0.606862,0.606862,0.606862
345,0.606862,0.606862,0.606862,0.606862
345.2,0.606862,0.606862,0.606862,0.606862
345.2,0.606862,0.606862,0.606862,0.606862
346,0.606862,0.606862,0.606862,0.606862
346,0.606862,0.606862,0.606862,0.606862
346.2,0.606862,0.606862,0.606862,0.606862
346.2,0.606862,0.606862,0.606862,0.606862
347,0.606862,0.606862,0.606862,0.606862
347,0.606862,0.606862,0.606862,0.606862
347.2,0.606862,0.606862,0.606862,0.606862
347.2,0.606862,0.606862,0.606862,0.606862
348,0.606862,0.606862,0.606862,0.606862
348,0.606862,0.606862,0.606862,0.606862
348.2,0.606862,0.606862,0.606862,0.606862
348.2,0.606862,0.606862,0.606862,0.606862
349,0.606862,0.606862,0.606862,0.606862
349,0.606862,0.606862,0.606862,0.606862
349.2,0.606862,0.606862,0.606862,0.606862
349.2,0.606862,0.606862,0.606862,0.606862
350,0.606862,0.606862,0.606862,0.606862
350,0.606862,0.606862,0.606862,0.606862
350.2,0.606862,0.606862,0.606862,0.606862
350.2,0.606862,0.606862,0.606862,0.606862
351,0.606862,0.606862,0.606862,0.606862
351,0.606862,0.606862,0.606862,0.606862
351.2,0.606862,0.606862,0.606862,0.606862
351.2,0.606862,0.606862,0.606862,0.606862
352,0.606862,0.606862,0.606862,0.606862
352,0.606862,0.606862,0.606862,0.606862
352.2,0.606862,0.606862,0.606862,0.606862
352.2,0.606862,0.606862,0.606862,0.606862
353,0.606862,0.606862,0.606862,0.606862
353,0.606862,0.606862,0.606862,0.606862
353.2,0.606862,0.606862,0.606862,0.606862
353.2,0.606862,0.606862,0.606862,0.606862
354,0.606862,0.606862,0.606862,0.606862
354,0.606862,0.606862,0.606862,0.606862
354.2,0.606862,0.606862,0.606862,0.606862
354.2,0.606862,0.606862,0.606862,0.606862
355,0.606862,0.606862,0.606862,0.606862
355,0.606862,0.606862,0.606862,0.606862
355.2,0.606862,0.606862,0.606862,0.606862
355.2,0.606862,0.606862,0.606862,0.606862
356,0.606862,0.606862,0.606862,0.606862
356,0.606862,0.606862,0.606862,0.606862
356.2,0.606862,0.606862,0.606862,0.606862
356.2,0.606862,0.606862,0.606862,0.606862
357,0.606862,0.606862,0.606862,0.606862
357,0.606862,0.606862,0.606862,0.606862
357.2,0.606862,0.606862,0.606862,0.606862
357.2,0.606862,0.606862,0.606862,0.606862
358,0.606862,0.606862,0.606862,0.606862
358,0.606862,0.606862,0.606862,0.606862
358.2,0.606862,0.606862,0.606862,0.606862
358.2,0.606862,0.606862,0.606862,0.606862
359,0.606862,0.606862,0.606862,0.606862
359,0.606862,0.606862,0.606862,0.606862
359.2,0.606862,0.606862,0.606862,0.606862
359.2,0.606862,0.606862,0.606862,0.606862
360,0.606862,0.606862,0.606862,0.606862
360,0.606862,0.606862,0.606862,0.606862
360.2,0.606862,0.606862,0.606862,0.606862
360.2,0.606862,0.606862,0.606862,0.606862
361,0.606862,0.606862,0.606862,0.606862
361,0.606862,0.606862,0.606862,0.606862
361.2,0.606862,0.606862,0.606862,0.606862
361.2,0.606862,0.606862,0.606862,0.606862
362,0.606862,0.606862,0.606862,0.606862
362,0.606862,0.606862,0.606862,0.606862
362.2,0.606862,0.606862,0.606862,0.606862
362.2,0.606862,0.606862,0.606862,0.606862
363,0.606862,0.606862,0.606862,0.606862
363,0.606862,0.606862,0.606862,0.606862
363.2,0.606862,0.606862,0.606862,0.606862
363.2,0.606862,0.606862,0.606862,0.606862
364,0.606862,0.606862,0.606862,0.606862
364,0.606862,0.606862,0.606862,0.606862
364.2,0.606862,0.606862,0.606862,0.606862
364.2,0.606862,0.606862,0.606862,0.606862
365,0.606862,0.606862,0.606862,0.606862
365,0.606862,0.606862,0.606862,0.606862
365.2,0.606862,0.606862,0.606862,0.606862
365.2,0.606862,0.606862,0.606862,0.606862
366,0.606862,0.606862,0.606862,0.606862
366,0.606862,0.606862,0.606862,0.606862
366.2,0.606862,0.606862,0.606862,0.606862
366.2,0.606862,0.606862,0.606862,0.606862
367,0.606862,0.606862,0.606862,0.606862
367,0.606862,0.606862,0.606862,0.606862
367.2,0.606862,0.606862,0.606862,0.606862
367.2,0.606862,0.606862,0.606862,0.606862
368,0.606862,0.606862,0.606862,0.606862
368,0.606862,0.606862,0.606862,0.606862
368.2,0.606862,0.606862,0.606862,0.606862
368.2,0.606862,0.606862,0.606862,0.606862
369,0.606862,0.606862,0.606862,0.606862
369,0.606862,0.606862,0.606862,0.606862
369.2,0.606862,0.606862,0.606862,0.606862
369.2,0.606862,0.606862,0.606862,0.606862
370,0.606862,0.606862,0.606862,0.606862
370,0.606862,0.606862,0.606862,0.606862
370.2,0.606862,0.606862,0.606862,0.606862
370.2,0.606862,0.606862,0.606862,0.606862
371,0.606862,0.606862,0.606862,0.606862
371,0.606862,0.606862,0.606862,0.606862
371.2,0.606862,0.606862,0.606862,0.606862
371.2,0.606862,0.606862,0.606862,0.606862
372,0.606862,0.606862,0.606862,0.606862
372,0.606862,0.606862,0.606862,0.606862
372.2,0.606862,0.606862,0.606862,0.606862
372.2,0.606862,0.606862,0.606862,0.606862
373,0.606862,0.606862,0.606862,0.606862
373,0.606862,0.606862,0.606862,0.606862
373.2,0.606862,0.606862,0.606862,0.606862
373.2,0.606862,0.606862,0.606862,0.606862
374,0.606862,0.606862,0.606862,0.606862
374,0.606862,0.606862,0.606862,0.606862
374.2,0.606862,0.606862,0.606862,0.606862
374.2,0.606862,0.606862,0.606862,0.606862
375,0.606862,0.606862,0.606862,0.606862
375,0.606862,0.606862,0.606862,0.606862
375.2,0.606862,0.606862,0.606862,0.606862
375.2,0.606862,0.606862,0.606862,0.606862
376,0.606862,0.606862,0.606862,0.606862
376,0.606862,0.606862,0.606862,0.606862
376.2,0.606862,0.606862,0.606862,0.606862
376.2,0.606862,0.606862,0.606862,0.606862
377,0.606862,0.606862,0.606862,0.606862
377,0.606862,0.606862,0.606862,0.606862
377.2,0.606862,0.606862,0.606862,0.606862
377.2,0.606862,0.606862,0.606862,0.606862
378,0.606862,0.606862,0.606862,0.606862
378,0.606862,0.606862,0.606862,0.606862
378.2,0.606862,0.606862,0.606862,0.606862
378.2,0.606862,0.606862,0.606862,0.606862
379,0.606862,0.606862,0.606862,0.606862
379,0.606862,0.606862,0.606862,0.606862
379.2,0.606862,0.606862,0.606862,0.606862
379.2,0.606862,0.606862,0.606862,0.606862
380,0.606862,0.606862,0.606862,0.606862
380,0.606862,0.606862,0.606862,0.606862
380.2,0.606862,0.606862,0.606862,0.606862
380.2,0.606862,0.606862,0.606862,0.606862
381,0.606862,0.606862,0.606862,0.606862
381,0.606862,0.606862,0.606862,0.606862
381.2,0.606862,0.606862,0.606862,0.606862
381.2,0.606862,0.606862,0.606862,0.606862
382,0.606862,0.606862,0.606862,0.606862
382,0.606862,0.606862,0.606862,0.606862
382.2,0.606862,0.606862,0.606862,0.606862
382.2,0.606862,0.606862,0.606862,0.606862
383,0.606862,0.606862,0.606862,0.606862
383,0.606862,0.606862,0.606862,0.606862
383.2,0.606862,0.606862,0.606862,0.606862
383.2,0.606862,0.606862,0.606862,0.606862
384,0.606862,0.606862,0.606862,0.606862
384,0.606862,0.606862,0.606862,0.606862
384.2,0.606862,0.606862,0.606862,0.606862
384.2,0.606862,0.606862,0.606862,0.606862
385,0.606862,0.606862,0.606862,0.606862
385,0.606862,0.606862,0.606862,0.606862
385.2,0.606862,0.606862,0.606862,0.606862
385.2,0.606862,0.606862,0.606862,0.606862
386,0.606862,0.606862,0.606862,0.606862
386,0.606862,0.606862,0.606862,0.606862
386.2,0.606862,0.606862,0.606862,0.606862
386.2,0.606862,0.606862,0.606862,0.606862
387,0.606862,0.606862,0.606862,0.606862
387,0.606862,0.606862,0.606862,0.606862
387.2,0.606862,0.606862,0.606862,0.606862
387.2,0.606862,0.606862,0.606862,0.606862
388,0.606862,0.606862,0.606862,0.606862
388,0.606862,0.606862,0.606862,0.606862
388.2,0.606862,0.606862,0.606862,0.606862
388.2,0.606862,0.606862,0.606862,0.606862
389,0.606862,0.606862,0.606862,0.606862
389,0.606862,0.606862,0.606862,0.606862
389.2,0.606862,0.606862,0.606862,0.606862
389.2,0.606862,0.606862,0.606862,0.606862
390,0.606862,0.606862,0.606862,0.606862
390,0.606862,0.606862,0.606862,0.606862
390.2,0.606862,0.606862,0.606862,0.606862
390.2,0.606862,0.606862,0.606862,0.606862
391,0.606862,0.606862,0.606862,0.606862
391,0.606862,0.606862,0.606862,0.606862
391.2,0.606862,0.606862,0.606862,0.606862
391.2,0.606862,0.606862,0.606862,0.606862
392,0.606862,0.606862,0.606862,0.606862
392,0.606862,0.606862,0.606862,0.606862
392.2,0.606862,0.606862,0.606862,0.606862
392.2,0.606862,0.606862,0.606862,0.606862
393,0.606862,0.606862,0.606862,0.606862
393,0.606862,0.606862,0.606862,0.606862
393.2,0.606862,0.606862,0.606862,0.606862
393.2,0.606862,0.606862,0.606862,0.606862
394,0.606862,0.606862,0.606862,0.606862
394,0.606862,0.606862,0.606862,0.606862
394.2,0.606862,0.606862,0.606862,0.606862
394.2,0.606862,0.606862,0.606862,0.606862
395,0.606862,0.606862,0.606862,0.606862
395,0.606862,0.606862,0.606862,0.606862
395.2,0.606862,0.606862,0.606862,0.606862
395.2,0.606862,0.606862,0.606862,0.606862
396,0.606862,0.606862,0.606862,0.606862
396,0.606862,0.606862,0.606862,0.606862
396.2,0.606862,0.606862,0.606862,0.606862
396.2,0.606862,0.606862,0.606862,0.606862
397,0.606862,0.606862,0.606862,0.606862
397,0.606862,0.606862,0.606862,0.606862
397.2,0.606862,0.606862,0.606862,0.606862
397.2,0.606862,0.606862,0.606862,0.606862
398,0.606862,0.606862,0.606862,0.606862
398,0.606862,0.606862,0.606862,0.606862
398.2,0.606862,0.606862,0.606862,0.606862
398.2,0.606862,0.606862,0.606862,0.606862
399,0.606862,0.606862,0.606862,0.606862
399,0.606862,0.606862,0.606862,0.606862
399.2,0.606862,0.606862,0.606862,0.606862
399.2,0.606862,0.606862,0.606862,0.606862
400,0.606862,0.606862,0.606862,0.606862
400,0.606862,0.606862,0.606862,0.606862
400.2,0.606862,0.606862,0.606862,0.606862
400.2,0.606862,0.606862,0.606862,0.606862
401,0.606862,0.606862,0.606862,0.606862
401,0.606862,0.606862,0.606862,0.606862
401.2,0.606862,0.606862,0.606862,0.606862
401.2,0.606862,0.606862,0.606862,0.606862
402,0.606862,0.606862,0.606862,0.606862
402,0.606862,0.606862,0.606862,0.606862
402.2,0.606862,0.606862,0.606862,0.606862
402.2,0.606862,0.606862,0.606862,0.606862
403,0.606862,0.606862,0.606862,0.606862
403,0.606862,0.606862,0.606862,0.606862
403.2,0.606862,0.606862,0.606862,0.606862
403.2,0.606862,0.606862,0.606862,0.606862
404,0.606862,0.606862,0.606862,0.606862
404,0.606862,0.606862,0.606862,0.606862
404.2,0.606862,0.606862,0.606862,0.606862
404.2,0.606862,0.606862,0.606862,0.606862
405,0.606862,0.606862,0.606862,0.606862
405,0.606862,0.606862,0.606862,0.606862
405.2,0.606862,0.606862,0.606862,0.606862
405.2,0.606862,0.606862,0.606862,0.606862
406,0.606862,0.606862,0.606862,0.606862
406,0.606862,0.606862,0.606862,0.606862
406.2,0.606862,0.606862,0.606862,0.606862
406.2,0.606862,0.606862,0.606862,0.606862
407,0.606862,0.606862,0.606862,0.606862
407,0.606862,0.606862,0.606862,0.606862
407.2,0.606862,0.606862,0.606862,0.606862
407.2,0.606862,0.606862,0.606862,0.606862
408,0.606862,0.606862,0.606862,0.606862
408,0.606862,0.606862,0.606862,0.606862
408.2,0.606862,0.606862,0.606862,0.606862
408.2,0.606862,0.606862,0.606862,0.606862
409,0.606862,0.606862,0.606862,0.606862
409,0.606862,0.606862,0.606862,0.606862
409.2,0.606862,0.606862,0.606862,0.606862
409.2,0.606862,0.606862,0.606862,0.606862
410,0.606862,0.606862,0.606862,0.606862
410,0.606862,0.606862,0.606862,0.606862
410.2,0.606862,0.606862,0.606862,0.606862
410.2,0.606862,0.606862,0.606862,0.606862
411,0.606862,0.606862,0.606862,0.606862
411,0.606862,0.606862,0.606862,0.606862
411.2,0.606862,0.606862,0.606862,0.606862
411.2,0.606862,0.606862,0.606862,0.606862
412,0.606862,0.606862,0.606862,0.606862
412,0.606862,0.606862,0.606862,0.606862
412.2,0.606862,0.606862,0.606862,0.606862
412.2,0.606862,0.606862,0.606862,0.606862
413,0.606862,0.606862,0.606862,0.606862
413,0.606862,0.606862,0.606862,0.606862
413.2,0.606862,0.606862,0.606862,0.606862
413.2,0.606862,0.606862,0.606862,0.606862
414,0.606862,0.606862,0.606862,0.606862
414,0.606862,0.606862,0.606862,0.606862
414.2,0.606862,0.606862,0.606862,0.606862
414.2,0.606862,0.606862,0.606862,0.606862
415,0.606862,0.606862,0.606862,0.606862
415,0.606862,0.606862,0.606862,0.606862
415.2,0.606862,0.606862,0.606862,0.606862
415.2,0.606862,0.606862,0.606862,0.606862
416,0.606862,0.606862,0.606862,0.606862
416,0.606862,0.606862,0.606862,0.606862
416.2,0.606862,0.606862,0.606862,0.606862
416.2,0.606862,0.606862,0.606862,0.606862
417,0.606862,0.606862,0.606862,0.606862
417,0.606862,0.606862,0.606862,0.606862
417.2,0.606862,0.606862,0.606862,0.606862
417.2,0.606862,0.606862,0.606862,0.606862
418,0.606862,0.606862,0.606862,0.606862
418,0.606862,0.606862,0.606862,0.606862
418.2,0.606862,0.606862,0.606862,0.606862
418.2,0.606862,0.606862,0.606862,0.606862
419,0.606862,0.606862,0.606862,0.606862
419,0.606862,0.606862,0.606862,0.606862
419.2,0.606862,0.606862,0.606862,0.606862
419.2,0.606862,0.606862,0.606862,0.606862
420,0.606862,0.606862,0.606862,0.606862
420,0.606862,0.606862,0.606862,0.606862
420.2,0.606862,0.606862,0.606862,0.606862
420.2,0.606862,0.606862,0.606862,0.606862
421,0.606862,0.606862,0.606862,0.606862
421,0.606862,0.606862,0.606862,0.606862
421.2,0.606862,0.606862,0.606862,0.606862
421.2,0.606862,0.606862,0.606862,0.606862
422,0.606862,0.606862,0.606862,0.606862
422,0.606862,0.606862,0.606862,0.606862
422.2,0.606862,0.606862,0.606862,0.606862
422.2,0.606862,0.606862,0.606862,0.606862
423,0.606862,0.606862,0.606862,0.606862
423,0.606862,0.606862,0.606862,0.606862
423.2,0.606862,0.606862,0.606862,0.606862
423.2,0.606862,0.606862,0.606862,0.606862
424,0.606862,0.606862,0.606862,0.606862
424,0.606862,0.606862,0.606862,0.606862
424.2,0.606862,0.606862,0.606862,0.606862
424.2,0.606862,0.606862,0.606862,0.606862
425,0.606862,0.606862,0.606862,0.606862
425,0.606862,0.606862,0.606862,0.606862
425.2,0.606862,0.606862,0.606862,0.606862
425.2,0.606862,0.606862,0.606862,0.606862
426,0.606862,0.606862,0.606862,0.606862
426,0.606862,0.606862,0.606862,0.606862
426.2,0.606862,0.606862,0.606862,0.606862
426.2,0.606862,0.606862,0.606862,0.606862
427,0.606862,0.606862,0.606862,0.606862
427,0.606862,0.606862,0.606862,0.606862
427.2,0.606862,0.606862,0.606862,0.606862
427.2,0.606862,0.606862,0.606862,0.606862
428,0.606862,0.606862,0.606862,0.606862
428,0.606862,0.606862,0.606862,0.606862
428.2,0.606862,0.606862,0.606862,0.606862
428.2,0.606862,0.606862,0.606862,0.606862
429,0.606862,0.606862,0.606862,0.606862
429,0.606862,0.606862,0.606862,0.606862
429.2,0.606862,0.606862,0.606862,0.606862
429.2,0.606862,0.606862,0.606862,0.606862
430,0.606862,0.606862,0.606862,0.606862
430,0.606862,0.606862,0.606862,0.606862
