time,T_gasOut.T,T_gasIn.T,T_waterIn.T,T_waterOut.T,T_gasIn.inlet.m_flow,T_gasOut.inlet.m_flow,T_waterIn.inlet.m_flow,T_waterOut.inlet.m_flow
1305,347.761,356.862,295.307,352.691,1.13594,1.13597,0.083115,0.0833501
1305,347.761,356.862,295.307,352.691,1.13594,1.13597,0.083115,0.0833501
1306,347.826,356.928,295.307,352.764,1.13629,1.13632,0.083115,0.0833496
1306,347.826,356.928,295.307,352.764,1.13629,1.13632,0.083115,0.0833496
1310,348.088,357.192,295.307,353.054,1.1377,1.13773,0.083115,0.0833476
1310,348.088,357.192,295.307,353.054,1.1377,1.13773,0.083115,0.0833476
1311,348.154,357.258,295.307,353.127,1.13805,1.13808,0.083115,0.0833471
1311,348.154,357.258,295.307,353.127,1.13805,1.13808,0.083115,0.0833471
1315,348.415,357.522,295.307,353.417,1.13945,1.13948,0.083115,0.0833452
1315,348.415,357.522,295.307,353.417,1.13945,1.13948,0.083115,0.0833452
1316,348.481,357.588,295.307,353.49,1.1398,1.13983,0.083115,0.0833447
1316,348.481,357.588,295.307,353.49,1.1398,1.13983,0.083115,0.0833447
1320,348.743,357.852,295.307,353.779,1.1412,1.14123,0.083115,0.0833428
1320,348.743,357.852,295.307,353.779,1.1412,1.14123,0.083115,0.0833428
1321,348.808,357.918,295.307,353.852,1.14155,1.14158,0.083115,0.0833424
1321,348.808,357.918,295.307,353.852,1.14155,1.14158,0.083115,0.0833424
1325,349.07,358.181,295.307,354.141,1.14296,1.14299,0.083115,0.0833412
1325,349.07,358.181,295.307,354.141,1.14296,1.14299,0.083115,0.0833412
1326,349.136,358.247,295.307,354.213,1.14331,1.14334,0.083115,0.0833406
1326,349.136,358.247,295.307,354.213,1.14331,1.14334,0.083115,0.0833406
1330,349.398,358.511,295.307,354.502,1.14471,1.14474,0.083115,0.0833387
1330,349.398,358.511,295.307,354.502,1.14471,1.14474,0.083115,0.0833387
1331,349.463,358.577,295.307,354.574,1.14506,1.14509,0.083115,0.0833383
1331,349.463,358.577,295.307,354.574,1.14506,1.14509,0.083115,0.0833383
1335,349.725,358.841,295.307,354.862,1.14646,1.14649,0.083115,0.0833364
1335,349.725,358.841,295.307,354.862,1.14646,1.14649,0.083115,0.0833364
1336,349.791,358.907,295.307,354.934,1.14681,1.14684,0.083115,0.083336
1336,349.791,358.907,295.307,354.934,1.14681,1.14684,0.083115,0.083336
1340,350.053,359.171,295.307,355.222,1.14821,1.14825,0.083115,0.0833342
1340,350.053,359.171,295.307,355.222,1.14821,1.14825,0.083115,0.0833342
1341,350.119,359.237,295.307,355.294,1.14857,1.1486,0.083115,0.0833337
1341,350.119,359.237,295.307,355.294,1.14857,1.1486,0.083115,0.0833337
1345,350.381,359.501,295.307,355.582,1.14997,1.15,0.083115,0.083332
1345,350.381,359.501,295.307,355.582,1.14997,1.15,0.083115,0.083332
1346,350.446,359.567,295.307,355.654,1.15032,1.15035,0.083115,0.0833316
1346,350.446,359.567,295.307,355.654,1.15032,1.15035,0.083115,0.0833316
1350,350.709,359.831,295.307,355.941,1.15172,1.15175,0.083115,0.0833298
1350,350.709,359.831,295.307,355.941,1.15172,1.15175,0.083115,0.0833298
1351,350.774,359.897,295.307,356.012,1.15207,1.1521,0.083115,0.0833294
1351,350.774,359.897,295.307,356.012,1.15207,1.1521,0.083115,0.0833294
1355,351.037,360.161,295.307,356.299,1.15347,1.15351,0.083115,0.0833277
1355,351.037,360.161,295.307,356.299,1.15347,1.15351,0.083115,0.0833277
1356,351.102,360.227,295.307,356.371,1.15383,1.15386,0.083115,0.0833273
1356,351.102,360.227,295.307,356.371,1.15383,1.15386,0.083115,0.0833273
1360,351.365,360.491,295.307,356.657,1.15523,1.15526,0.083115,0.0833257
1360,351.365,360.491,295.307,356.657,1.15523,1.15526,0.083115,0.0833257
1361,351.43,360.557,295.307,356.729,1.15558,1.15561,0.083115,0.0833253
1361,351.43,360.557,295.307,356.729,1.15558,1.15561,0.083115,0.0833253
1365,351.693,360.82,295.307,357.015,1.15698,1.15701,0.083115,0.0833237
1365,351.693,360.82,295.307,357.015,1.15698,1.15701,0.083115,0.0833237
1366,351.759,360.886,295.307,357.087,1.15733,1.15736,0.083115,0.0833233
1366,351.759,360.886,295.307,357.087,1.15733,1.15736,0.083115,0.0833233
1370,352.021,361.15,295.307,357.372,1.15873,1.15877,0.083115,0.0833218
1370,352.021,361.15,295.307,357.372,1.15873,1.15877,0.083115,0.0833218
1371,352.087,361.216,295.307,357.444,1.15909,1.15912,0.083115,0.0833214
1371,352.087,361.216,295.307,357.444,1.15909,1.15912,0.083115,0.0833214
1375,352.35,361.48,295.307,357.729,1.16049,1.16052,0.083115,0.0833198
1375,352.35,361.48,295.307,357.729,1.16049,1.16052,0.083115,0.0833198
1376,352.416,361.546,295.307,357.8,1.16084,1.16087,0.083115,0.0833195
1376,352.416,361.546,295.307,357.8,1.16084,1.16087,0.083115,0.0833195
1380,352.678,361.81,295.307,358.086,1.16224,1.16227,0.083115,0.083318
1380,352.678,361.81,295.307,358.086,1.16224,1.16227,0.083115,0.083318
1381,352.744,361.876,295.307,358.157,1.16259,1.16262,0.083115,0.0833176
1381,352.744,361.876,295.307,358.157,1.16259,1.16262,0.083115,0.0833176
1385,353.007,362.14,295.307,358.442,1.16399,1.16403,0.083115,0.0833162
1385,353.007,362.14,295.307,358.442,1.16399,1.16403,0.083115,0.0833162
1386,353.073,362.206,295.307,358.513,1.16434,1.16438,0.083115,0.0833158
1386,353.073,362.206,295.307,358.513,1.16434,1.16438,0.083115,0.0833158
1390,353.336,362.47,295.307,358.797,1.16575,1.16578,0.083115,0.0833144
1390,353.336,362.47,295.307,358.797,1.16575,1.16578,0.083115,0.0833144
1391,353.402,362.536,295.307,358.868,1.1661,1.16613,0.083115,0.0833141
1391,353.402,362.536,295.307,358.868,1.1661,1.16613,0.083115,0.0833141
1395,353.665,362.8,295.307,359.153,1.1675,1.16753,0.083115,0.0833127
1395,353.665,362.8,295.307,359.153,1.1675,1.16753,0.083115,0.0833127
1396,353.731,362.866,295.307,359.224,1.16785,1.16788,0.083115,0.0833124
1396,353.731,362.866,295.307,359.224,1.16785,1.16788,0.083115,0.0833124
1400,353.994,363.13,295.307,359.508,1.16925,1.16929,0.083115,0.083311
1400,353.994,363.13,295.307,359.508,1.16925,1.16929,0.083115,0.083311
1401,354.06,363.196,295.307,359.578,1.1696,1.16964,0.083115,0.0833107
1401,354.06,363.196,295.307,359.578,1.1696,1.16964,0.083115,0.0833107
1405,354.323,363.46,295.307,359.862,1.17101,1.17104,0.083115,0.0833093
1405,354.323,363.46,295.307,359.862,1.17101,1.17104,0.083115,0.0833093
1406,354.389,363.525,295.307,359.933,1.17136,1.17139,0.083115,0.083309
1406,354.389,363.525,295.307,359.933,1.17136,1.17139,0.083115,0.083309
1410,354.652,363.789,295.307,360.216,1.17276,1.17279,0.083115,0.0833074
1410,354.652,363.789,295.307,360.216,1.17276,1.17279,0.083115,0.0833074
1411,354.718,363.855,295.307,360.287,1.17311,1.17314,0.083115,0.0833072
1411,354.718,363.855,295.307,360.287,1.17311,1.17314,0.083115,0.0833072
1415,354.982,364.119,295.307,360.57,1.17451,1.17454,0.083115,0.0833059
1415,354.982,364.119,295.307,360.57,1.17451,1.17454,0.083115,0.0833059
1416,355.048,364.185,295.307,360.641,1.17486,1.1749,0.083115,0.0833056
1416,355.048,364.185,295.307,360.641,1.17486,1.1749,0.083115,0.0833056
1420,355.311,364.449,295.307,360.924,1.17627,1.1763,0.083115,0.0833044
1420,355.311,364.449,295.307,360.924,1.17627,1.1763,0.083115,0.0833044
1421,355.377,364.515,295.307,360.994,1.17662,1.17665,0.083115,0.0833041
1421,355.377,364.515,295.307,360.994,1.17662,1.17665,0.083115,0.0833041
1425,355.641,364.779,295.307,361.277,1.17802,1.17805,0.083115,0.083303
1425,355.641,364.779,295.307,361.277,1.17802,1.17805,0.083115,0.083303
1426,355.707,364.845,295.307,361.347,1.17837,1.1784,0.083115,0.0833027
1426,355.707,364.845,295.307,361.347,1.17837,1.1784,0.083115,0.0833027
1430,355.971,365.109,295.307,361.63,1.17977,1.1798,0.083115,0.0833016
1430,355.971,365.109,295.307,361.63,1.17977,1.1798,0.083115,0.0833016
1431,356.037,365.175,295.307,361.7,1.18012,1.18016,0.083115,0.0833014
1431,356.037,365.175,295.307,361.7,1.18012,1.18016,0.083115,0.0833014
1435,356.301,365.439,295.307,361.982,1.18153,1.18156,0.083115,0.0833003
1435,356.301,365.439,295.307,361.982,1.18153,1.18156,0.083115,0.0833003
1436,356.367,365.505,295.307,362.053,1.18188,1.18191,0.083115,0.0833
1436,356.367,365.505,295.307,362.053,1.18188,1.18191,0.083115,0.0833
1440,356.63,365.769,295.307,362.335,1.18328,1.18331,0.083115,0.083299
1440,356.63,365.769,295.307,362.335,1.18328,1.18331,0.083115,0.083299
1440,356.63,365.769,295.307,362.335,1.18328,1.18331,0.083115,0.083299
1440,356.63,365.769,295.307,362.335,1.18328,1.18331,0.083115,0.083299
1441,356.694,365.824,295.307,362.405,1.18347,1.18349,0.083115,0.0832984
1441,356.694,365.824,295.307,362.405,1.18347,1.18349,0.083115,0.0832984
1445,356.939,366.044,295.307,362.68,1.18421,1.18424,0.083115,0.0832936
1445,356.939,366.044,295.307,362.68,1.18421,1.18424,0.083115,0.0832936
1446,357,366.099,295.307,362.749,1.1844,1.18443,0.083115,0.0832927
1446,357,366.099,295.307,362.749,1.1844,1.18443,0.083115,0.0832927
1450,357.241,366.319,295.307,363.017,1.18515,1.18517,0.083115,0.0832885
1450,357.241,366.319,295.307,363.017,1.18515,1.18517,0.083115,0.0832885
1451,357.301,366.374,295.307,363.084,1.18533,1.18536,0.083115,0.0832876
1451,357.301,366.374,295.307,363.084,1.18533,1.18536,0.083115,0.0832876
1455,357.539,366.594,295.307,363.346,1.18608,1.18611,0.083115,0.083284
1455,357.539,366.594,295.307,363.346,1.18608,1.18611,0.083115,0.083284
1456,357.598,366.649,295.307,363.411,1.18627,1.18629,0.083115,0.0832831
1456,357.598,366.649,295.307,363.411,1.18627,1.18629,0.083115,0.0832831
1460,357.833,366.869,295.307,363.667,1.18701,1.18704,0.083115,0.0832799
1460,357.833,366.869,295.307,363.667,1.18701,1.18704,0.083115,0.0832799
1461,357.891,366.924,295.307,363.731,1.1872,1.18723,0.083115,0.0832792
1461,357.891,366.924,295.307,363.731,1.1872,1.18723,0.083115,0.0832792
1465,358.124,367.144,295.307,363.983,1.18795,1.18798,0.083115,0.0832764
1465,358.124,367.144,295.307,363.983,1.18795,1.18798,0.083115,0.0832764
1466,358.182,367.199,295.307,364.046,1.18814,1.18816,0.083115,0.0832757
1466,358.182,367.199,295.307,364.046,1.18814,1.18816,0.083115,0.0832757
1470,358.412,367.419,295.307,364.295,1.18888,1.18891,0.083115,0.0832732
1470,358.412,367.419,295.307,364.295,1.18888,1.18891,0.083115,0.0832732
1471,358.47,367.474,295.307,364.357,1.18907,1.1891,0.083115,0.0832727
1471,358.47,367.474,295.307,364.357,1.18907,1.1891,0.083115,0.0832727
1475,358.698,367.694,295.307,364.603,1.18982,1.18984,0.083115,0.0832704
1475,358.698,367.694,295.307,364.603,1.18982,1.18984,0.083115,0.0832704
1476,358.755,367.749,295.307,364.664,1.19,1.19003,0.083115,0.0832699
1476,358.755,367.749,295.307,364.664,1.19,1.19003,0.083115,0.0832699
1480,358.982,367.969,295.307,364.907,1.19075,1.19078,0.083115,0.083268
1480,358.982,367.969,295.307,364.907,1.19075,1.19078,0.083115,0.083268
1481,359.039,368.024,295.307,364.968,1.19094,1.19096,0.083115,0.0832675
1481,359.039,368.024,295.307,364.968,1.19094,1.19096,0.083115,0.0832675
1485,359.264,368.244,295.307,365.209,1.19168,1.19171,0.083115,0.0832657
1485,359.264,368.244,295.307,365.209,1.19168,1.19171,0.083115,0.0832657
1486,359.32,368.299,295.307,365.269,1.19187,1.1919,0.083115,0.0832653
1486,359.32,368.299,295.307,365.269,1.19187,1.1919,0.083115,0.0832653
1490,359.545,368.519,295.307,365.509,1.19262,1.19264,0.083115,0.0832637
1490,359.545,368.519,295.307,365.509,1.19262,1.19264,0.083115,0.0832637
1491,359.601,368.574,295.307,365.569,1.1928,1.19283,0.083115,0.0832634
1491,359.601,368.574,295.307,365.569,1.1928,1.19283,0.083115,0.0832634
1495,359.824,368.795,295.307,365.807,1.19355,1.19358,0.083115,0.0832619
1495,359.824,368.795,295.307,365.807,1.19355,1.19358,0.083115,0.0832619
1496,359.88,368.85,295.307,365.866,1.19374,1.19376,0.083115,0.0832616
1496,359.88,368.85,295.307,365.866,1.19374,1.19376,0.083115,0.0832616
1500,360.102,369.07,295.307,366.103,1.19448,1.19451,0.083115,0.0832603
1500,360.102,369.07,295.307,366.103,1.19448,1.19451,0.083115,0.0832603
1501,360.158,369.125,295.307,366.163,1.19467,1.1947,0.083115,0.08326
1501,360.158,369.125,295.307,366.163,1.19467,1.1947,0.083115,0.08326
1505,360.38,369.345,295.307,366.399,1.19542,1.19544,0.083115,0.0832588
1505,360.38,369.345,295.307,366.399,1.19542,1.19544,0.083115,0.0832588
1506,360.435,369.4,295.307,366.458,1.1956,1.19563,0.083115,0.0832585
1506,360.435,369.4,295.307,366.458,1.1956,1.19563,0.083115,0.0832585
1510,360.656,369.62,295.307,366.693,1.19635,1.19638,0.083115,0.0832574
1510,360.656,369.62,295.307,366.693,1.19635,1.19638,0.083115,0.0832574
1511,360.712,369.675,295.307,366.752,1.19654,1.19656,0.083115,0.0832572
1511,360.712,369.675,295.307,366.752,1.19654,1.19656,0.083115,0.0832572
1515,360.932,369.895,295.307,366.986,1.19729,1.19731,0.083115,0.0832561
1515,360.932,369.895,295.307,366.986,1.19729,1.19731,0.083115,0.0832561
1516,360.987,369.95,295.307,367.045,1.19747,1.1975,0.083115,0.0832559
1516,360.987,369.95,295.307,367.045,1.19747,1.1975,0.083115,0.0832559
1520,361.208,370.17,295.307,367.279,1.19822,1.19824,0.083115,0.083255
1520,361.208,370.17,295.307,367.279,1.19822,1.19824,0.083115,0.083255
1521,361.263,370.225,295.307,367.337,1.19841,1.19843,0.083115,0.0832547
1521,361.263,370.225,295.307,367.337,1.19841,1.19843,0.083115,0.0832547
1525,361.482,370.445,295.307,367.571,1.19915,1.19918,0.083115,0.0832538
1525,361.482,370.445,295.307,367.571,1.19915,1.19918,0.083115,0.0832538
1526,361.537,370.5,295.307,367.629,1.19934,1.19937,0.083115,0.0832536
1526,361.537,370.5,295.307,367.629,1.19934,1.19937,0.083115,0.0832536
1530,361.757,370.72,295.307,367.862,1.20009,1.20011,0.083115,0.0832528
1530,361.757,370.72,295.307,367.862,1.20009,1.20011,0.083115,0.0832528
1531,361.812,370.775,295.307,367.92,1.20027,1.2003,0.083115,0.0832526
1531,361.812,370.775,295.307,367.92,1.20027,1.2003,0.083115,0.0832526
1535,362.031,370.995,295.307,368.153,1.20102,1.20105,0.083115,0.0832518
1535,362.031,370.995,295.307,368.153,1.20102,1.20105,0.083115,0.0832518
1536,362.086,371.05,295.307,368.211,1.20121,1.20123,0.083115,0.0832516
1536,362.086,371.05,295.307,368.211,1.20121,1.20123,0.083115,0.0832516
1540,362.305,371.27,295.307,368.444,1.20195,1.20198,0.083115,0.0832508
1540,362.305,371.27,295.307,368.444,1.20195,1.20198,0.083115,0.0832508
1541,362.36,371.325,295.307,368.502,1.20214,1.20217,0.083115,0.0832506
1541,362.36,371.325,295.307,368.502,1.20214,1.20217,0.083115,0.0832506
1545,362.579,371.545,295.307,368.734,1.20289,1.20291,0.083115,0.0832499
1545,362.579,371.545,295.307,368.734,1.20289,1.20291,0.083115,0.0832499
1546,362.634,371.6,295.307,368.792,1.20307,1.2031,0.083115,0.0832497
1546,362.634,371.6,295.307,368.792,1.20307,1.2031,0.083115,0.0832497
1550,362.852,371.82,295.307,369.023,1.20382,1.20385,0.083115,0.083249
1550,362.852,371.82,295.307,369.023,1.20382,1.20385,0.083115,0.083249
1551,362.907,371.875,295.307,369.081,1.20401,1.20403,0.083115,0.0832488
1551,362.907,371.875,295.307,369.081,1.20401,1.20403,0.083115,0.0832488
1555,363.126,372.096,295.307,369.313,1.20475,1.20478,0.083115,0.0832481
1555,363.126,372.096,295.307,369.313,1.20475,1.20478,0.083115,0.0832481
1556,363.18,372.151,295.307,369.371,1.20494,1.20497,0.083115,0.0832479
1556,363.18,372.151,295.307,369.371,1.20494,1.20497,0.083115,0.0832479
1560,363.399,372.371,295.307,369.602,1.20569,1.20571,0.083115,0.0832472
1560,363.399,372.371,295.307,369.602,1.20569,1.20571,0.083115,0.0832472
1561,363.454,372.426,295.307,369.66,1.20588,1.2059,0.083115,0.0832471
1561,363.454,372.426,295.307,369.66,1.20588,1.2059,0.083115,0.0832471
1565,363.672,372.646,295.307,369.891,1.20662,1.20665,0.083115,0.0832464
1565,363.672,372.646,295.307,369.891,1.20662,1.20665,0.083115,0.0832464
1566,363.727,372.701,295.307,369.949,1.20681,1.20683,0.083115,0.0832462
1566,363.727,372.701,295.307,369.949,1.20681,1.20683,0.083115,0.0832462
1570,363.945,372.921,295.307,370.18,1.20756,1.20758,0.083115,0.0832455
1570,363.945,372.921,295.307,370.18,1.20756,1.20758,0.083115,0.0832455
1571,364,372.976,295.307,370.238,1.20774,1.20777,0.083115,0.0832454
1571,364,372.976,295.307,370.238,1.20774,1.20777,0.083115,0.0832454
1575,364.218,373.196,295.307,370.469,1.20849,1.20852,0.083115,0.0832447
1575,364.218,373.196,295.307,370.469,1.20849,1.20852,0.083115,0.0832447
1576,364.273,373.251,295.307,370.526,1.20868,1.2087,0.083115,0.0832445
1576,364.273,373.251,295.307,370.526,1.20868,1.2087,0.083115,0.0832445
1580,364.491,373.471,295.307,370.757,1.20942,1.20945,0.083115,0.0832439
1580,364.491,373.471,295.307,370.757,1.20942,1.20945,0.083115,0.0832439
1581,364.546,373.526,295.307,370.815,1.20961,1.20964,0.083115,0.0832437
1581,364.546,373.526,295.307,370.815,1.20961,1.20964,0.083115,0.0832437
1585,364.764,373.746,295.307,371.045,1.21036,1.21038,0.083115,0.083243
1585,364.764,373.746,295.307,371.045,1.21036,1.21038,0.083115,0.083243
1586,364.819,373.801,295.307,371.103,1.21054,1.21057,0.083115,0.0832429
1586,364.819,373.801,295.307,371.103,1.21054,1.21057,0.083115,0.0832429
1590,365.037,374.021,295.307,371.334,1.21129,1.21132,0.083115,0.0832422
1590,365.037,374.021,295.307,371.334,1.21129,1.21132,0.083115,0.0832422
1591,365.092,374.076,295.307,371.391,1.21148,1.2115,0.083115,0.083242
1591,365.092,374.076,295.307,371.391,1.21148,1.2115,0.083115,0.083242
1595,365.31,374.296,295.307,371.622,1.21222,1.21225,0.083115,0.0832414
1595,365.31,374.296,295.307,371.622,1.21222,1.21225,0.083115,0.0832414
1596,365.365,374.351,295.307,371.679,1.21241,1.21244,0.083115,0.0832412
1596,365.365,374.351,295.307,371.679,1.21241,1.21244,0.083115,0.0832412
1600,365.583,374.571,295.307,371.909,1.21316,1.21318,0.083115,0.0832405
1600,365.583,374.571,295.307,371.909,1.21316,1.21318,0.083115,0.0832405
1601,365.638,374.626,295.307,371.967,1.21334,1.21337,0.083115,0.0832404
1601,365.638,374.626,295.307,371.967,1.21334,1.21337,0.083115,0.0832404
1605,365.856,374.846,295.307,372.197,1.21409,1.21412,0.083115,0.0832397
1605,365.856,374.846,295.307,372.197,1.21409,1.21412,0.083115,0.0832397
1606,365.911,374.901,295.307,372.255,1.21428,1.2143,0.083115,0.0832395
1606,365.911,374.901,295.307,372.255,1.21428,1.2143,0.083115,0.0832395
1610,366.13,375.121,295.307,372.485,1.21503,1.21505,0.083115,0.0832389
1610,366.13,375.121,295.307,372.485,1.21503,1.21505,0.083115,0.0832389
1611,366.184,375.176,295.307,372.542,1.21521,1.21524,0.083115,0.0832387
1611,366.184,375.176,295.307,372.542,1.21521,1.21524,0.083115,0.0832387
1615,366.403,375.396,295.307,372.772,1.21596,1.21598,0.083115,0.083238
1615,366.403,375.396,295.307,372.772,1.21596,1.21598,0.083115,0.083238
1616,366.457,375.452,295.307,372.83,1.21615,1.21617,0.083115,0.0832379
1616,366.457,375.452,295.307,372.83,1.21615,1.21617,0.083115,0.0832379
1620,366.676,375.672,295.307,373.06,1.21689,1.21692,0.083115,0.0832372
1620,366.676,375.672,295.307,373.06,1.21689,1.21692,0.083115,0.0832372
1621,366.73,375.727,295.307,373.117,1.21708,1.21711,0.083115,0.083237
1621,366.73,375.727,295.307,373.117,1.21708,1.21711,0.083115,0.083237
1625,366.949,375.947,295.307,373.347,1.21783,1.21785,0.083115,0.0832363
1625,366.949,375.947,295.307,373.347,1.21783,1.21785,0.083115,0.0832363
1626,367.003,376.002,295.307,373.404,1.21801,1.21804,0.083115,0.0832362
1626,367.003,376.002,295.307,373.404,1.21801,1.21804,0.083115,0.0832362
1630,367.222,376.222,295.307,373.634,1.21876,1.21879,0.083115,0.0832355
1630,367.222,376.222,295.307,373.634,1.21876,1.21879,0.083115,0.0832355
1631,367.277,376.277,295.307,373.692,1.21895,1.21897,0.083115,0.0832353
1631,367.277,376.277,295.307,373.692,1.21895,1.21897,0.083115,0.0832353
1635,367.495,376.497,295.307,373.921,1.21969,1.21972,0.083115,0.0832346
1635,367.495,376.497,295.307,373.921,1.21969,1.21972,0.083115,0.0832346
1636,367.55,376.552,295.307,373.979,1.21988,1.21991,0.083115,0.0832345
1636,367.55,376.552,295.307,373.979,1.21988,1.21991,0.083115,0.0832345
1640,367.768,376.772,295.307,374.208,1.22063,1.22065,0.083115,0.0832338
1640,367.768,376.772,295.307,374.208,1.22063,1.22065,0.083115,0.0832338
1641,367.823,376.827,295.307,374.266,1.22081,1.22084,0.083115,0.0832336
1641,367.823,376.827,295.307,374.266,1.22081,1.22084,0.083115,0.0832336
1645,368.042,377.047,295.307,374.495,1.22156,1.22159,0.083115,0.0832329
1645,368.042,377.047,295.307,374.495,1.22156,1.22159,0.083115,0.0832329
1646,368.096,377.102,295.307,374.552,1.22175,1.22177,0.083115,0.0832328
1646,368.096,377.102,295.307,374.552,1.22175,1.22177,0.083115,0.0832328
1650,368.315,377.322,295.307,374.782,1.22249,1.22252,0.083115,0.0832321
1650,368.315,377.322,295.307,374.782,1.22249,1.22252,0.083115,0.0832321
1651,368.37,377.377,295.307,374.839,1.22268,1.22271,0.083115,0.0832319
1651,368.37,377.377,295.307,374.839,1.22268,1.22271,0.083115,0.0832319
1655,368.588,377.597,295.307,375.068,1.22343,1.22345,0.083115,0.0832312
1655,368.588,377.597,295.307,375.068,1.22343,1.22345,0.083115,0.0832312
1656,368.643,377.652,295.307,375.126,1.22362,1.22364,0.083115,0.0832311
1656,368.643,377.652,295.307,375.126,1.22362,1.22364,0.083115,0.0832311
1660,368.862,377.872,295.307,375.355,1.22436,1.22439,0.083115,0.0832304
1660,368.862,377.872,295.307,375.355,1.22436,1.22439,0.083115,0.0832304
1661,368.916,377.927,295.307,375.412,1.22455,1.22457,0.083115,0.0832302
1661,368.916,377.927,295.307,375.412,1.22455,1.22457,0.083115,0.0832302
1665,369.135,378.147,295.307,375.641,1.2253,1.22532,0.083115,0.0832295
1665,369.135,378.147,295.307,375.641,1.2253,1.22532,0.083115,0.0832295
1666,369.19,378.202,295.307,375.699,1.22548,1.22551,0.083115,0.0832294
1666,369.19,378.202,295.307,375.699,1.22548,1.22551,0.083115,0.0832294
1670,369.409,378.422,295.307,375.928,1.22623,1.22626,0.083115,0.0832287
1670,369.409,378.422,295.307,375.928,1.22623,1.22626,0.083115,0.0832287
1671,369.463,378.477,295.307,375.985,1.22642,1.22644,0.083115,0.0832285
1671,369.463,378.477,295.307,375.985,1.22642,1.22644,0.083115,0.0832285
1675,369.682,378.697,295.307,376.214,1.22716,1.22719,0.083115,0.0832278
1675,369.682,378.697,295.307,376.214,1.22716,1.22719,0.083115,0.0832278
1676,369.737,378.752,295.307,376.271,1.22735,1.22738,0.083115,0.0832277
1676,369.737,378.752,295.307,376.271,1.22735,1.22738,0.083115,0.0832277
1680,369.956,378.973,295.307,376.5,1.2281,1.22812,0.083115,0.083227
1680,369.956,378.973,295.307,376.5,1.2281,1.22812,0.083115,0.083227
1680,369.956,378.973,295.307,376.5,1.2281,1.22812,0.083115,0.083227
1680,369.956,378.973,295.307,376.5,1.2281,1.22812,0.083115,0.083227
1681,370.009,379.021,295.307,376.557,1.22818,1.2282,0.083115,0.0832266
1681,370.009,379.021,295.307,376.557,1.22818,1.2282,0.083115,0.0832266
1685,370.216,379.214,295.307,376.782,1.22852,1.22854,0.083115,0.0832242
1685,370.216,379.214,295.307,376.782,1.22852,1.22854,0.083115,0.0832242
1686,370.268,379.262,295.307,376.838,1.2286,1.22863,0.083115,0.0832236
1686,370.268,379.262,295.307,376.838,1.2286,1.22863,0.083115,0.0832236
1690,370.472,379.456,295.307,377.058,1.22894,1.22897,0.083115,0.0832214
1690,370.472,379.456,295.307,377.058,1.22894,1.22897,0.083115,0.0832214
1691,370.523,379.504,295.307,377.113,1.22903,1.22905,0.083115,0.0832209
1691,370.523,379.504,295.307,377.113,1.22903,1.22905,0.083115,0.0832209
1695,370.726,379.697,295.307,377.329,1.22936,1.22939,0.083115,0.083219
1695,370.726,379.697,295.307,377.329,1.22936,1.22939,0.083115,0.083219
1696,370.777,379.745,295.307,377.383,1.22945,1.22947,0.083115,0.0832186
1696,370.777,379.745,295.307,377.383,1.22945,1.22947,0.083115,0.0832186
1700,370.977,379.939,295.307,377.596,1.22979,1.22981,0.083115,0.0832169
1700,370.977,379.939,295.307,377.596,1.22979,1.22981,0.083115,0.0832169
1701,371.027,379.987,295.307,377.649,1.22987,1.22989,0.083115,0.0832165
1701,371.027,379.987,295.307,377.649,1.22987,1.22989,0.083115,0.0832165
1705,371.227,380.18,295.307,377.86,1.23021,1.23023,0.083115,0.0832149
1705,371.227,380.18,295.307,377.86,1.23021,1.23023,0.083115,0.0832149
1706,371.276,380.228,295.307,377.912,1.23029,1.23032,0.083115,0.0832146
1706,371.276,380.228,295.307,377.912,1.23029,1.23032,0.083115,0.0832146
1710,371.474,380.422,295.307,378.121,1.23063,1.23065,0.083115,0.0832132
1710,371.474,380.422,295.307,378.121,1.23063,1.23065,0.083115,0.0832132
1711,371.523,380.47,295.307,378.173,1.23072,1.23074,0.083115,0.0832129
1711,371.523,380.47,295.307,378.173,1.23072,1.23074,0.083115,0.0832129
1715,371.72,380.663,295.307,378.379,1.23105,1.23108,0.083115,0.0832117
1715,371.72,380.663,295.307,378.379,1.23105,1.23108,0.083115,0.0832117
1716,371.769,380.711,295.307,378.431,1.23114,1.23116,0.083115,0.0832114
1716,371.769,380.711,295.307,378.431,1.23114,1.23116,0.083115,0.0832114
1720,371.964,380.905,295.307,378.636,1.23148,1.2315,0.083115,0.0832103
1720,371.964,380.905,295.307,378.636,1.23148,1.2315,0.083115,0.0832103
1721,372.013,380.953,295.307,378.687,1.23156,1.23158,0.083115,0.08321
1721,372.013,380.953,295.307,378.687,1.23156,1.23158,0.083115,0.08321
1725,372.208,381.146,295.307,378.892,1.2319,1.23192,0.083115,0.083209
1725,372.208,381.146,295.307,378.892,1.2319,1.23192,0.083115,0.083209
1726,372.257,381.194,295.307,378.943,1.23198,1.23201,0.083115,0.0832088
1726,372.257,381.194,295.307,378.943,1.23198,1.23201,0.083115,0.0832088
1730,372.451,381.388,295.307,379.146,1.23232,1.23234,0.083115,0.0832079
1730,372.451,381.388,295.307,379.146,1.23232,1.23234,0.083115,0.0832079
1731,372.499,381.436,295.307,379.197,1.23241,1.23243,0.083115,0.0832076
1731,372.499,381.436,295.307,379.197,1.23241,1.23243,0.083115,0.0832076
