time,T_gasOut.T,T_gasIn.T,T_waterIn.T,T_waterOut.T,T_gasIn.inlet.m_flow,T_gasOut.inlet.m_flow,T_waterIn.inlet.m_flow,T_waterOut.inlet.m_flow
2165,392.281,401.359,295.307,399.739,1.26597,1.26599,0.083115,0.0831631
2165,392.281,401.359,295.307,399.739,1.26597,1.26599,0.083115,0.0831631
2166,392.323,401.399,295.307,399.783,1.26598,1.266,0.083115,0.0831629
2166,392.323,401.399,295.307,399.783,1.26598,1.266,0.083115,0.0831629
2170,392.489,401.559,295.307,399.957,1.26603,1.26605,0.083115,0.0831621
2170,392.489,401.559,295.307,399.957,1.26603,1.26605,0.083115,0.0831621
2171,392.53,401.599,295.307,400,1.26605,1.26606,0.083115,0.083162
2171,392.53,401.599,295.307,400,1.26605,1.26606,0.083115,0.083162
2175,392.695,401.759,295.307,400.171,1.2661,1.26612,0.083115,0.0831613
2175,392.695,401.759,295.307,400.171,1.2661,1.26612,0.083115,0.0831613
2176,392.735,401.799,295.307,400.214,1.26611,1.26613,0.083115,0.0831612
2176,392.735,401.799,295.307,400.214,1.26611,1.26613,0.083115,0.0831612
2180,392.899,401.958,295.307,400.383,1.26616,1.26618,0.083115,0.0831606
2180,392.899,401.958,295.307,400.383,1.26616,1.26618,0.083115,0.0831606
2181,392.939,401.998,295.307,400.425,1.26618,1.26619,0.083115,0.0831604
2181,392.939,401.998,295.307,400.425,1.26618,1.26619,0.083115,0.0831604
2185,393.101,402.158,295.307,400.593,1.26623,1.26625,0.083115,0.0831599
2185,393.101,402.158,295.307,400.593,1.26623,1.26625,0.083115,0.0831599
2186,393.142,402.198,295.307,400.635,1.26624,1.26626,0.083115,0.0831598
2186,393.142,402.198,295.307,400.635,1.26624,1.26626,0.083115,0.0831598
2190,393.303,402.357,295.307,400.801,1.26629,1.26631,0.083115,0.0831594
2190,393.303,402.357,295.307,400.801,1.26629,1.26631,0.083115,0.0831594
2191,393.343,402.397,295.307,400.842,1.26631,1.26632,0.083115,0.0831593
2191,393.343,402.397,295.307,400.842,1.26631,1.26632,0.083115,0.0831593
2195,393.504,402.557,295.307,401.008,1.26636,1.26638,0.083115,0.0831589
2195,393.504,402.557,295.307,401.008,1.26636,1.26638,0.083115,0.0831589
2196,393.544,402.597,295.307,401.049,1.26637,1.26639,0.083115,0.0831588
2196,393.544,402.597,295.307,401.049,1.26637,1.26639,0.083115,0.0831588
2200,393.703,402.757,295.307,401.214,1.26642,1.26644,0.083115,0.0831584
2200,393.703,402.757,295.307,401.214,1.26642,1.26644,0.083115,0.0831584
2200,393.703,402.757,295.307,401.214,1.26642,1.26644,0.083115,0.0831584
